country,year,per_allsp.adq_q4_tot
"Iran, Islamic Rep.",2018,10.8835153126538
Iraq,2012,8.78126077944275
Iraq,2006,7.231262691843029
Jamaica,2017,20.304254166516998
Jamaica,2010,11.258583423684799
Jamaica,2002,0.6684515215193
Jordan,2010,16.9993501168168
Jordan,2006,17.4389305503354
Kazakhstan,2017,46.9207621502156
Kazakhstan,2015,40.0831706591289
Kazakhstan,2014,34.1624733089303
Kazakhstan,2010,19.545607172239
Kenya,2015,6.23428211956568
Kenya,2005,18.815005291942
Kiribati,2006,
Kosovo,2017,29.7199382446944
Kosovo,2013,17.4396713421045
Kosovo,2012,13.0007118580881
Kosovo,2011,15.0023169593099
Kosovo,2006,18.1699957345939
Kyrgyz Republic,2020,41.97580471240429
Kyrgyz Republic,2019,41.319207216256295
Kyrgyz Republic,2013,39.85054424003549
Kyrgyz Republic,2012,39.1887824885804
Kyrgyz Republic,2011,32.8583926806424
Kyrgyz Republic,2006,30.018943656579
Lao PDR,2018,79.6552780795375
Lao PDR,2007,35.0347764167174
Latvia,2009,30.826165654145797
Latvia,2008,26.5750331231147
Lesotho,2017,14.7458798463236
Lesotho,2010,
Liberia,2016,2.27188723185405
Liberia,2014,4.59930865034221
Liberia,2007,7.285396163274049
Lithuania,2008,28.367077375189297
Madagascar,2010,
Malawi,2019,5.23528493433834
Malawi,2016,3.4715037608591097
Malawi,2013,1.96236982477742
Malawi,2010,5.6866447527763
Malawi,2004,13.945290467780499
Malaysia,2016,7.11841705857096
Malaysia,2014,4.979443117691909
Malaysia,2012,2.02215220521507
Malaysia,2008,4.53200560175727
Maldives,2019,17.112457180517097
Maldives,2016,15.9785913710484
Maldives,2009,20.045871201908
Maldives,2004,5.82660326742624
Mali,2018,11.665720189966999
Mali,2009,16.91156548328909
Marshall Islands,2019,61.1925821365274
Mauritania,2014,
Mauritius,2017,44.575588685496896
Mauritius,2012,44.4209815151373
Mauritius,2006,27.3625955993826
Mexico,2020,22.3782855800449
Mexico,2018,18.2648299789115
Mexico,2016,18.6627502368237
Mexico,2014,22.0618898151982
Mexico,2012,23.0961284026289
Mexico,2010,20.7088258169053
Mexico,2008,22.85112773962909
"Micronesia, Fed. Sts.",2000,30.8067931513482
Moldova,2018,48.7300847614825
Moldova,2013,34.481086095254796
Moldova,2012,32.6510423421846
Moldova,2010,29.309543324097397
Mongolia,2018,22.815406507231
Mongolia,2016,23.3546820897726
Mongolia,2014,18.2076028324486
Mongolia,2012,20.4091548103697
Mongolia,2011,20.1389198111208
Mongolia,2010,15.0369023048534
Mongolia,2009,18.7614270172895
Mongolia,2007,16.313547734258098
Montenegro,2014,50.7596036017098
Montenegro,2012,57.6189942776738
Mozambique,2014,37.173315097099
Mozambique,2008,59.9003728516062
Myanmar,2017,25.8536173863046
Myanmar,2009,
Namibia,2015,12.2421275105037
Nepal,2010,5.19966956722224
Nicaragua,2014,21.64881793111009
Nicaragua,2009,25.3561669007779
Nicaragua,2005,9.80135058473931
Niger,2018,
Niger,2014,2.76571691676325
Niger,2011,32.2357854400902
Nigeria,2018,10.2279639507717
Nigeria,2015,14.5966919091607
Nigeria,2012,5.937215912980269
Nigeria,2010,1.43250132980271
Pakistan,2018,27.1102667194633
Pakistan,2015,22.632335423045
Pakistan,2013,19.47819197540249
Pakistan,2009,16.827230373404
Pakistan,2007,21.7948858274754
Palau,2006,20.6108946855747
Panama,2019,14.1819142189444
Panama,2018,14.1383758691738
Panama,2017,14.8394301142471
Panama,2016,13.9621852566443
Panama,2015,15.0268619374261
Panama,2014,16.7845716137796
Panama,2013,16.5674281315185
Panama,2012,17.5135592176678
Panama,2011,19.78096328328329
Panama,2010,19.0815312588637
Panama,2009,18.362059924765788
Panama,2008,39.73877222022459
Papua New Guinea,2009,0.26897298934157
Paraguay,2020,6.98794881446242
Paraguay,2019,10.176687073962
Paraguay,2018,8.85622229579064
Paraguay,2017,21.09141726317299
Paraguay,2016,24.706195776415598
Paraguay,2015,24.1561308513785
Paraguay,2014,19.944995828483698
Paraguay,2013,31.491441628494798
Paraguay,2012,32.69086112064
Paraguay,2011,33.144231401990595
Paraguay,2010,32.6981744263078
Paraguay,2009,24.3308499374217
Paraguay,2008,30.4372936878329
Paraguay,2007,34.7456905928453
Peru,2021,7.936719177177539
Peru,2020,9.21291769318686
Peru,2019,18.6074764146178
Peru,2018,18.5013428118191
Peru,2017,19.54188920019
Peru,2016,19.5169947912407
Peru,2015,19.0310858828484
Peru,2014,19.62853749540209
Peru,2013,19.9413199365874
Peru,2012,21.7304936193843
Peru,2011,23.5352276800369
Peru,2010,25.71419189934459
Peru,2009,24.6801391106752
Peru,2008,26.258209566417
Philippines,2018,13.7458386928414
Philippines,2015,6.537919948152269
Philippines,2013,21.4904640484053
Philippines,2006,21.6349527588617
Poland,2017,53.73348536343969
Poland,2016,69.4565437424715
Poland,2015,72.5104659230962
Poland,2012,65.5392307423509
Poland,2011,63.66517780479381
Poland,2010,63.9011198971593
Poland,2009,63.13933078362399
Poland,2008,59.65976275238161
Poland,2007,60.1271690481015
Poland,2006,63.1141052693288
Poland,2005,62.7784611531897
Romania,2016,55.6028790424021
Romania,2012,49.734263182482
Romania,2011,54.2675406725879
Romania,2008,46.016988710787096
Russian Federation,2017,26.9916090218732
Russian Federation,2016,25.571643747284302
Russian Federation,2015,26.957459638985597
Russian Federation,2014,26.676114036091096
Rwanda,2013,3.92860819896649
Rwanda,2010,2.04622368411112
Rwanda,2005,7.494594703599181
Samoa,2008,14.0527146165558
Sao Tome and Principe,2017,5.06855614825767
Senegal,2018,10.075143876799899
Senegal,2011,15.4942975156329
Serbia,2018,63.4135586673835
Serbia,2015,54.7321371969852
Serbia,2013,53.09931058615041
Serbia,2010,60.129919658867806
Serbia,2007,47.570579649447296
Sierra Leone,2018,2.30556565009848
Sierra Leone,2011,
Slovak Republic,2009,36.6465459866741
Solomon Islands,2005,10.928258661572
South Africa,2020,58.5156582464732
South Africa,2019,70.1259269329773
South Africa,2018,62.31637690968941
South Africa,2016,54.650417331448196
South Africa,2005,26.803425151089797
Sri Lanka,2019,18.1413770608496
Sri Lanka,2016,18.6316226593607
Sri Lanka,2012,19.1433006460604
Sri Lanka,2009,18.5051912325179
Sri Lanka,2006,15.5368268880207
Syrian Arab Republic,2003,50.997272852096195
Tanzania,2014,12.9287594693251
Tanzania,2012,19.2633148695222
Tanzania,2008,4.50244930120678
Thailand,2019,86.8207377979688
Thailand,2017,78.8501704048699
Thailand,2013,17.1560510605782
Thailand,2011,14.088037622305299
Thailand,2009,9.89969505509183
Thailand,2006,0.60744919588548
Timor-Leste,2011,4.485288791169751
Timor-Leste,2007,14.5499649924872
Togo,2018,18.940650552811398
Togo,2011,
Togo,2006,
Tonga,2009,
Turkiye,2019,51.1533232801077
Turkiye,2018,50.1203628417366
Turkiye,2017,48.9106542555239
Turkiye,2016,45.6118814678063
Turkiye,2015,46.7231135383949
Turkiye,2014,44.7110983539028
Turkiye,2013,42.9332312548647
Turkiye,2012,43.4776090045249
Turkiye,2011,41.6111340834127
Turkiye,2010,42.9276486280676
Turkiye,2009,38.2848328523176
Turkiye,2008,30.011540614141204
Turkiye,2007,30.4182403792984
Turkiye,2006,29.030110402110097
Turkiye,2005,34.5358444058547
Turkiye,2004,30.914010077666198
Uganda,2016,28.778359563293897
Uganda,2012,10.6574358563401
Uganda,2009,8.842530551996699
Uganda,2005,
Ukraine,2013,49.3558651691652
Ukraine,2012,48.7623865821284
Ukraine,2011,43.6733257854582
Ukraine,2006,37.722786633502395
Uruguay,2020,35.7160977880269
Uruguay,2019,47.7142250548502
Uruguay,2018,34.9647260521907
Uruguay,2017,33.5244970600788
Uruguay,2016,32.4195943509793
Uruguay,2015,31.7095296977843
Uruguay,2012,31.141082626398298
Uruguay,2011,43.2587713079706
Uruguay,2010,44.5674522310048
Uruguay,2009,44.6878784269564
Uruguay,2008,37.0494049712674
Uzbekistan,2018,31.7425440107885
Vanuatu,2019,
Viet Nam,2014,34.50250684308569
Viet Nam,2012,28.999722720812297
Viet Nam,2010,19.385058365314688
Viet Nam,2006,34.33322681519349
West Bank and Gaza,2016,8.31212961131578
West Bank and Gaza,2009,23.18953208158239
West Bank and Gaza,2007,
"Yemen, Rep.",2014,8.26694801049305
"Yemen, Rep.",2005,9.66286533134148
Zambia,2015,3.13675499940278
Zambia,2010,45.179760342860796
Zimbabwe,2019,11.6829233169556
Zimbabwe,2017,24.2969474978781
Zimbabwe,2007,26.3483812603699
Argentina,2014,42.8598614881858
Argentina,2012,39.0989851559709
Argentina,2011,33.9157417419351
Bhutan,2007,0.46142338514478
Botswana,2015,29.587140277025398
Botswana,2009,9.861220011397979
Chile,2009,17.3205334340421
Chile,2006,18.4672620404624
Eswatini,2009,13.3700690352618
India,2011,4.75849827990709
Indonesia,2021,4.14990932254629
Indonesia,2020,3.7291602350386603
Indonesia,2019,2.75808090571829
Indonesia,2018,2.3241491200844298
Indonesia,2017,2.0820243270084
Indonesia,2016,2.54511630176198
Indonesia,2015,9.81801470767602
Kazakhstan,2007,10.0963988347373
Kiribati,2019,7.41828901823218
Mauritania,2008,47.642364450468996
Montenegro,2013,60.1604339131515
Montenegro,2011,56.0594487367897
South Africa,2014,23.2367040212755
South Africa,2010,15.846010982035
South Sudan,2009,1.09442132683262
Sudan,2009,0.66001658631112
Tajikistan,2011,7.42809659115034
Tanzania,2010,14.865126543742898
Tunisia,2010,3.04893016815186
Ukraine,2020,41.105921352692
Ukraine,2018,30.418007199670498
Ukraine,2016,27.2955802664718
Ukraine,2015,37.9908488177424
Bhutan,2017,
Djibouti,2002,
Eswatini,2000,
Ethiopia,2004,
Morocco,2009,
Namibia,2009,
"Venezuela, RB",2006,
Zimbabwe,2011,
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
