country,year,per_pr_allpr.adq_q5_tot
Croatia,2010,14.404202247168099
Croatia,2008,10.1557632627157
Djibouti,2012,19.2470456286161
Dominica,2002,7.458376177381259
Dominican Republic,2019,17.638821608036288
Dominican Republic,2018,14.5668881768325
Dominican Republic,2017,19.8486427778367
Dominican Republic,2016,11.6974128288689
Dominican Republic,2015,14.047746144920401
Dominican Republic,2014,15.0942542882584
Dominican Republic,2013,18.1659259254604
Dominican Republic,2012,19.3600205751211
Dominican Republic,2011,16.2105701452576
Dominican Republic,2010,18.0178898040909
Dominican Republic,2009,20.7072260703866
Dominican Republic,2008,18.7975388767572
Dominican Republic,2007,25.1411351756268
Ecuador,2020,15.9505656409995
Ecuador,2019,12.3866083576614
Ecuador,2018,12.496317505832689
Ecuador,2017,13.394553652986499
Ecuador,2016,13.412188756881399
Ecuador,2015,14.6144001020233
Ecuador,2014,16.3608441554072
Ecuador,2012,23.6148650944509
Ecuador,2011,28.3331697181749
Ecuador,2010,32.6851079429957
Ecuador,2008,26.6047554044399
"Egypt, Arab Rep.",2017,69.9523699711641
"Egypt, Arab Rep.",2008,12.0642659342358
El Salvador,2019,24.62512994301059
El Salvador,2018,27.5136612628107
El Salvador,2017,26.0493796533233
El Salvador,2016,25.5040229635642
El Salvador,2015,25.198210764768504
El Salvador,2014,23.0982244828274
El Salvador,2012,22.4269469202424
El Salvador,2011,26.0643059056859
El Salvador,2010,24.8833993356763
El Salvador,2009,25.4588605278134
El Salvador,2008,27.787528719534897
El Salvador,2007,24.6386664042367
Eswatini,2016,16.6326422219678
Ethiopia,2018,21.4787685860402
Ethiopia,2015,29.6759010378514
Fiji,2013,35.2435740824768
Fiji,2008,12.98297567966869
Gabon,2017,9.478841136417559
Gabon,2005,17.8468366340209
"Gambia, The",2015,27.611542299861192
"Gambia, The",2010,12.5403331384828
Georgia,2021,16.30954546986739
Georgia,2020,18.58700746591129
Georgia,2019,22.85633454876759
Georgia,2018,21.83127493818669
Georgia,2017,24.8866084597624
Georgia,2016,21.6723474221948
Georgia,2015,16.2489345477901
Georgia,2014,14.0545561101943
Georgia,2013,14.451716845583801
Georgia,2012,16.17777949002
Georgia,2011,
Ghana,2016,18.3281366049871
Ghana,2012,18.3281365785389
Ghana,2005,4.180365518634059
Guatemala,2014,16.5058091785389
Guatemala,2011,5.93909883228001
Guatemala,2006,16.7430184535799
Guinea,2012,17.3067466699144
Haiti,2012,4.19457590918615
Haiti,2001,3.03282056959939
Honduras,2019,16.795057062965
Honduras,2018,17.3842174050579
Honduras,2017,16.8827624639663
Honduras,2016,19.947000591096188
Honduras,2015,17.7985344343709
Honduras,2013,18.3717945363325
Honduras,2011,20.6296748448604
Honduras,2010,18.3525653262952
Honduras,2009,14.5756288608518
Honduras,2008,23.6618013840189
Hungary,2007,2.90086429244963
"Iran, Islamic Rep.",2018,11.8910721143132
Iraq,2012,10.6029439112554
Iraq,2006,8.21217289364183
Jamaica,2017,8.88483269402119
Jamaica,2010,8.03542744638157
Jamaica,2002,0.9440470450545
Jordan,2010,11.3365348320669
Jordan,2006,21.0165123894623
Kazakhstan,2017,17.3328954527271
Kazakhstan,2015,8.42692951401346
Kazakhstan,2014,7.979001769824761
Kazakhstan,2010,5.56281128989579
Kenya,2015,17.4419247527665
Kenya,2005,11.0228557394886
Kiribati,2006,18.1511040799922
Kosovo,2017,49.316294815327396
Kosovo,2013,37.700291791294596
Kosovo,2012,42.201879988684
Kosovo,2011,68.01247266001
Kosovo,2006,75.7644156931336
Kyrgyz Republic,2020,55.1138305828681
Kyrgyz Republic,2019,66.0276445052636
Kyrgyz Republic,2013,38.400495421505894
Kyrgyz Republic,2012,31.70421833682409
Kyrgyz Republic,2011,32.706936787553
Kyrgyz Republic,2006,28.33669918552849
Lao PDR,2018,
Lao PDR,2007,
Latvia,2009,5.01526969462165
Latvia,2008,3.33517375940557
Lesotho,2017,18.1320687275805
Lesotho,2010,24.3328744885212
Liberia,2016,15.8495370468399
Liberia,2014,20.4034443824392
Liberia,2007,9.80069124224014
Lithuania,2008,20.2090699579343
Madagascar,2010,24.1835462368361
Malawi,2019,16.7582253696826
Malawi,2016,8.433103361672769
Malawi,2013,3.25211208359704
Malawi,2010,5.76935567533355
Malawi,2004,2.92080003915197
Malaysia,2016,3.32509048413595
Malaysia,2014,3.13848145738352
Malaysia,2012,1.4584522841931
Malaysia,2008,13.62714061376929
Maldives,2019,18.1195054280953
Maldives,2016,17.1002761066866
Maldives,2009,20.8779565789816
Maldives,2004,8.41890367853301
Mali,2018,6.15750591589212
Mali,2009,16.056742432381498
Marshall Islands,2019,7.35915965524106
Mauritania,2014,43.02587166497379
Mauritius,2017,18.727534539789
Mauritius,2012,55.133841782896
Mauritius,2006,25.158689679325192
Mexico,2020,14.410447888004798
Mexico,2018,17.6985213399686
Mexico,2016,17.0700860197413
Mexico,2014,22.6669904634498
Mexico,2012,11.184005273778599
Mexico,2010,18.1808295571986
Mexico,2008,14.8981887406941
"Micronesia, Fed. Sts.",2000,27.4587756882902
Moldova,2018,48.5543830722317
Moldova,2013,49.5640849499631
Moldova,2012,45.8669265976417
Moldova,2010,43.7729177141383
Mongolia,2018,25.6998621383513
Mongolia,2016,23.8148664640575
Mongolia,2014,23.5616973853602
Mongolia,2012,15.1843161815516
Mongolia,2011,17.495085940562
Mongolia,2010,17.8101672787335
Mongolia,2009,18.2657516341642
Mongolia,2007,18.10308185328669
Montenegro,2014,45.2674338323903
Montenegro,2012,47.06644317282629
Mozambique,2014,12.485881435151699
Mozambique,2008,18.5194281975245
Myanmar,2017,73.0208899900378
Myanmar,2009,35.4119980500151
Namibia,2015,6.17266118900133
Nepal,2010,52.15610468034729
Nicaragua,2014,5.91803661923704
Nicaragua,2009,22.9295364937186
Nicaragua,2005,15.037584521668098
Niger,2018,8.18447852460915
Niger,2014,8.49565573550092
Niger,2011,11.22871433435
Nigeria,2018,8.591218374751119
Nigeria,2015,23.36993540963
Nigeria,2012,15.0542643080792
Nigeria,2010,26.465814830109103
Pakistan,2018,22.980773705169998
Pakistan,2015,53.151530751793
Pakistan,2013,55.0282232892847
Pakistan,2009,56.2016321197639
Pakistan,2007,62.9852829259047
Palau,2006,5.29817942325067
Panama,2019,12.90714650441159
Panama,2018,12.5687677395349
Panama,2017,12.94812123481979
Panama,2016,15.768250929931499
Panama,2015,14.0917876098654
Panama,2014,6.98654746692874
Panama,2013,5.65603791115259
Panama,2012,7.4024725899294195
Panama,2011,11.4792702690652
Panama,2010,7.72991884444007
Panama,2009,7.9705564906632596
Panama,2008,11.53533280478539
Papua New Guinea,2009,0.14466172557648
Paraguay,2020,12.6713542501523
Paraguay,2019,16.4924938974401
Paraguay,2018,17.5304928373028
Paraguay,2017,80.2516852560427
Paraguay,2016,19.23546790142999
Paraguay,2015,16.8758243924968
Paraguay,2014,12.075804757936499
Paraguay,2013,73.6724441313013
Paraguay,2012,18.5859163944451
Paraguay,2011,20.696948288709997
Paraguay,2010,20.3796609128668
Paraguay,2009,27.4064289980065
Paraguay,2008,24.57434567443329
Paraguay,2007,30.898635623697302
Peru,2021,12.445538544717499
Peru,2020,14.103254675734899
Peru,2019,14.314066249951802
Peru,2018,15.3323197554736
Peru,2017,13.017500488349802
Peru,2016,12.2086905467115
Peru,2015,12.7505142045066
Peru,2014,10.5843269382583
Peru,2013,10.3445480692946
Peru,2012,10.104093738606199
Peru,2011,9.65556752700701
Peru,2010,11.7133488252585
Peru,2009,13.701295329903099
Peru,2008,13.361991650963201
Philippines,2018,48.2072123131639
Philippines,2015,30.237826636154193
Philippines,2013,38.12219804484539
Philippines,2006,21.46524744346319
Poland,2017,7.941914212966241
Poland,2016,9.053356836561969
Poland,2015,12.7428999738742
Poland,2012,15.1412187354486
Poland,2011,15.3228951769298
Poland,2010,17.2716776168685
Poland,2009,14.1442290159563
Poland,2008,14.617229057074299
Poland,2007,15.2606116228236
Poland,2006,14.5483540774022
Poland,2005,15.9456826472542
Romania,2016,45.04653244566949
Romania,2012,32.5069133310497
Romania,2011,33.841309088125
Romania,2008,45.8732810800132
Russian Federation,2017,4.81597828887766
Russian Federation,2016,10.17317082453899
Russian Federation,2015,10.0954335467216
Russian Federation,2014,9.940592157204579
Rwanda,2013,5.03917760256666
Rwanda,2010,5.37120649772503
Rwanda,2005,2.69309056103312
Samoa,2008,9.92139755196678
Sao Tome and Principe,2017,4.9176088640755
Senegal,2018,15.052987748840899
Senegal,2011,24.9063251573569
Serbia,2018,32.1315661213503
Serbia,2015,25.502826846335005
Serbia,2013,30.963297385800896
Serbia,2010,28.3851237884441
Serbia,2007,25.9448448534381
Sierra Leone,2018,9.20449852124218
Sierra Leone,2011,14.6976822930468
Slovak Republic,2009,6.21598127339343
Solomon Islands,2005,15.4970321590141
South Africa,2020,29.5429911961379
South Africa,2019,34.1562065902139
South Africa,2018,11.6439885312942
South Africa,2016,21.31689929755379
South Africa,2005,18.16464634230619
Sri Lanka,2019,29.8103391422497
Sri Lanka,2016,27.630373696882998
Sri Lanka,2012,21.7919345582841
Sri Lanka,2009,25.283972860966593
Sri Lanka,2006,26.8559301276793
Syrian Arab Republic,2003,55.3052190188121
Tanzania,2014,10.058672155576499
Tanzania,2012,9.27216832984101
Tanzania,2008,4.5360806241364395
Thailand,2019,46.2224495645505
Thailand,2017,41.6610378548534
Thailand,2013,38.80904509486489
Thailand,2011,29.241888217085
Thailand,2009,29.737663302828597
Thailand,2006,1.27365570795245
Timor-Leste,2011,21.4881971618444
Timor-Leste,2007,33.298034723052
Togo,2018,14.064848312907499
Togo,2011,12.23594810607069
Togo,2006,6.767479184148339
Tonga,2009,8.55099287550106
Turkiye,2019,19.2275364601828
Turkiye,2018,16.92921599848759
Turkiye,2017,18.19959809241159
Turkiye,2016,19.5242827690185
Turkiye,2015,19.1008437631728
Turkiye,2014,20.2208510507562
Turkiye,2013,14.625086002922199
Turkiye,2012,18.2173297114608
Turkiye,2011,19.5075935926248
Turkiye,2010,16.2848035664787
Turkiye,2009,18.6247465766236
Turkiye,2008,14.3761216273813
Turkiye,2007,17.3068833605418
Turkiye,2006,15.9176165120949
Turkiye,2005,21.4636085792838
Turkiye,2004,21.0911599818706
Uganda,2016,14.9383727357599
Uganda,2012,10.0795973974888
Uganda,2009,11.1997299960273
Uganda,2005,10.50421649725529
Ukraine,2013,9.96780092055914
Ukraine,2012,9.69390812158365
Ukraine,2011,10.8437481555963
Ukraine,2006,8.84451498613022
Uruguay,2020,17.80628373776659
Uruguay,2019,16.446880055503698
Uruguay,2018,17.6728714909725
Uruguay,2017,16.373883145009398
Uruguay,2016,18.7378424608857
Uruguay,2015,18.131020830483298
Uruguay,2012,16.8098264351378
Uruguay,2011,31.6983017149956
Uruguay,2010,35.28957167471649
Uruguay,2009,20.1850232986087
Uruguay,2008,20.1336117162461
Uzbekistan,2018,49.1721322762738
Vanuatu,2019,2.93591815088768
Viet Nam,2014,35.0476180273573
Viet Nam,2012,27.0537452892667
Viet Nam,2010,43.6441358221524
Viet Nam,2006,14.403941507671
West Bank and Gaza,2016,3.23346317293446
West Bank and Gaza,2009,7.89418795285248
West Bank and Gaza,2007,6.00125805234374
"Yemen, Rep.",2014,13.4729942646392
"Yemen, Rep.",2005,12.0118552876233
Zambia,2015,2.90919576642815
Zambia,2010,31.3600686977005
Zimbabwe,2019,54.59074783325201
Zimbabwe,2017,31.252092011085804
Zimbabwe,2007,36.6552396323737
Argentina,2014,
Argentina,2012,
Argentina,2011,
Bhutan,2007,
Botswana,2015,
Botswana,2009,
Chile,2009,
Chile,2006,
Eswatini,2009,
India,2011,
Indonesia,2021,
Indonesia,2020,
Indonesia,2019,
Indonesia,2018,
Indonesia,2017,
Indonesia,2016,
Indonesia,2015,
Kazakhstan,2007,
Kiribati,2019,
Mauritania,2008,
Montenegro,2013,
Montenegro,2011,
South Africa,2014,
South Africa,2010,
South Sudan,2009,
Sudan,2009,
Tajikistan,2011,
Tanzania,2010,
Tunisia,2010,
Ukraine,2020,
Ukraine,2018,
Ukraine,2016,
Ukraine,2015,
Bhutan,2017,
Djibouti,2002,
Eswatini,2000,
Ethiopia,2004,
Morocco,2009,
Namibia,2009,
"Venezuela, RB",2006,
Zimbabwe,2011,
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
