country,year,per_pr_allpr.cov_q4_tot
El Salvador,2009,33.89226041960729
El Salvador,2008,35.42119529417959
El Salvador,2007,39.2231528176719
Eswatini,2016,54.0050700210022
Ethiopia,2018,11.070470817412
Ethiopia,2015,19.9713408034479
Fiji,2013,44.5044024022418
Fiji,2008,61.4561335783656
Gabon,2017,33.5932731400786
Gabon,2005,24.125707079762197
"Gambia, The",2015,37.0201503301379
"Gambia, The",2010,44.1091521185365
Georgia,2021,56.433247804077105
Georgia,2020,54.7423958968423
Georgia,2019,42.3117799154618
Georgia,2018,40.2711177538043
Georgia,2017,45.8913832833595
Georgia,2016,51.4555058450153
Georgia,2015,57.431759450599394
Georgia,2014,85.9250485645197
Georgia,2013,84.8170020132923
Georgia,2012,73.4917731834491
Georgia,2011,16.2840147736392
Ghana,2016,29.755952032627704
Ghana,2012,29.755952032627704
Ghana,2005,32.9884273107819
Guatemala,2014,28.095150532316797
Guatemala,2011,35.2361262195865
Guatemala,2006,37.9792850978169
Guinea,2012,51.210761654430605
Haiti,2012,53.2923752368322
Haiti,2001,48.4873081281804
Honduras,2019,45.1203992733039
Honduras,2018,51.6301465196768
Honduras,2017,49.6849651521086
Honduras,2016,46.0825917405829
Honduras,2015,50.5261392542974
Honduras,2013,43.6311987691968
Honduras,2011,41.047544379044396
Honduras,2010,48.4342504506469
Honduras,2009,34.6734105321632
Honduras,2008,50.11352165340091
Hungary,2007,18.8028100405898
"Iran, Islamic Rep.",2018,15.441250832280302
Iraq,2012,33.3515795587609
Iraq,2006,36.5604103612382
Jamaica,2017,64.974337018426
Jamaica,2010,41.7728852838934
Jamaica,2002,43.9431093673369
Jordan,2010,94.3529704627762
Jordan,2006,11.4794091223202
Kazakhstan,2017,18.489297820472
Kazakhstan,2015,34.503461574965996
Kazakhstan,2014,37.6596238384183
Kazakhstan,2010,29.4086876903935
Kenya,2015,27.8944055674626
Kenya,2005,44.721653013197
Kiribati,2006,44.8433390627144
Kosovo,2017,12.722969980013499
Kosovo,2013,19.1813414786645
Kosovo,2012,23.1835531969237
Kosovo,2011,12.2309985464675
Kosovo,2006,9.54541748825036
Kyrgyz Republic,2020,8.86770708864209
Kyrgyz Republic,2019,7.523401012090759
Kyrgyz Republic,2013,7.70417036498429
Kyrgyz Republic,2012,9.5224987630009
Kyrgyz Republic,2011,10.5303175815906
Kyrgyz Republic,2006,21.3351515960959
Lao PDR,2018,8.86799442634149
Lao PDR,2007,13.0749132022352
Latvia,2009,44.01313305536479
Latvia,2008,39.268524788104095
Lesotho,2017,50.041975099765004
Lesotho,2010,13.3713291431412
Liberia,2016,48.1042292122774
Liberia,2014,42.7593349287965
Liberia,2007,34.6160948576214
Lithuania,2008,6.54544650973548
Madagascar,2010,33.8303845735653
Malawi,2019,57.85935116474721
Malawi,2016,48.24518280001589
Malawi,2013,52.3975885309851
Malawi,2010,40.5619792124833
Malawi,2004,74.094983145997
Malaysia,2016,89.9789789929432
Malaysia,2014,89.7102279607183
Malaysia,2012,78.9294298295902
Malaysia,2008,18.1935187298397
Maldives,2019,32.3494516794442
Maldives,2016,27.081646311653902
Maldives,2009,24.7220801217582
Maldives,2004,10.6836395240428
Mali,2018,23.1517670428683
Mali,2009,47.0907260113065
Marshall Islands,2019,43.0052584964819
Mauritania,2014,33.13947033582159
Mauritius,2017,8.98565944813731
Mauritius,2012,25.625775130353702
Mauritius,2006,5.7004860146276695
Mexico,2020,21.365927995590788
Mexico,2018,21.597972570820488
Mexico,2016,23.0937960097684
Mexico,2014,18.2694933128507
Mexico,2012,23.2467986426268
Mexico,2010,19.2337398264062
Mexico,2008,17.3381907148853
"Micronesia, Fed. Sts.",2000,34.3963200330783
Moldova,2018,32.7402277440273
Moldova,2013,30.6790739713813
Moldova,2012,30.539061609434498
Moldova,2010,32.58305272777629
Mongolia,2018,16.7413891658545
Mongolia,2016,13.8327295906068
Mongolia,2014,17.2450966275944
Mongolia,2012,18.9301639570353
Mongolia,2011,18.752087621145
Mongolia,2010,21.5092346005569
Mongolia,2009,25.8022605026767
Mongolia,2007,19.6704991515276
Montenegro,2014,4.89599238408925
Montenegro,2012,3.9965906461587
Mozambique,2014,32.143137371561295
Mozambique,2008,26.566335587801497
Myanmar,2017,30.31630785714
Myanmar,2009,10.650291272481489
Namibia,2015,43.1230318258283
Nepal,2010,58.2074158900606
Nicaragua,2014,26.0649283906564
Nicaragua,2009,16.217763137166997
Nicaragua,2005,47.4106697625132
Niger,2018,45.9023515501364
Niger,2014,49.4285040464423
Niger,2011,58.623142645487206
Nigeria,2018,60.0236951192038
Nigeria,2015,5.26825932871933
Nigeria,2012,2.43169507781623
Nigeria,2010,3.3261478548351904
Pakistan,2018,47.866199462693196
Pakistan,2015,24.07758086495169
Pakistan,2013,20.8242658174468
Pakistan,2009,20.5919774968471
Pakistan,2007,18.995069967264698
Palau,2006,15.8331222824536
Panama,2019,28.94453435547049
Panama,2018,26.9480682718713
Panama,2017,26.6071921834933
Panama,2016,29.1093906256569
Panama,2015,28.4352857496999
Panama,2014,8.50042419085112
Panama,2013,9.9120837819659
Panama,2012,10.1806856387158
Panama,2011,11.0087676229976
Panama,2010,10.8277561093595
Panama,2009,11.2708933246549
Panama,2008,31.5446428571429
Papua New Guinea,2009,54.1890534776486
Paraguay,2020,23.652806951716
Paraguay,2019,24.482443435497
Paraguay,2018,25.295554257222392
Paraguay,2017,26.267069265257597
Paraguay,2016,22.4420675908376
Paraguay,2015,23.056108201194288
Paraguay,2014,19.05710100249
Paraguay,2013,19.9472577704364
Paraguay,2012,27.514876802772996
Paraguay,2011,19.2405861498245
Paraguay,2010,22.7654159429227
Paraguay,2009,26.9838845367684
Paraguay,2008,27.4833596513211
Paraguay,2007,27.7239357549787
Peru,2021,24.219109630413598
Peru,2020,24.869086858181298
Peru,2019,25.8184563758389
Peru,2018,24.8614064757598
Peru,2017,24.8970732131883
Peru,2016,23.0734348934032
Peru,2015,21.6418535509242
Peru,2014,23.043670033103
Peru,2013,26.0777460337245
Peru,2012,25.3821790734809
Peru,2011,27.576296823417003
Peru,2010,33.203233021454395
Peru,2009,29.8104129199602
Peru,2008,31.990257446319198
Philippines,2018,66.5943030117001
Philippines,2015,68.6175898110695
Philippines,2013,46.6454183785994
Philippines,2006,90.79343456486072
Poland,2017,37.6818619180008
Poland,2016,40.431750202768
Poland,2015,40.73666879905069
Poland,2012,34.0654676779694
Poland,2011,32.26359548327239
Poland,2010,30.5758363974078
Poland,2009,33.3056764888896
Poland,2008,34.840103010808896
Poland,2007,35.5331149181719
Poland,2006,38.9736852687824
Poland,2005,39.3347528481952
Romania,2016,4.636598969440779
Romania,2012,6.536490407014039
Romania,2011,7.413681387334139
Romania,2008,4.8690389066708795
Russian Federation,2017,42.94505015564679
Russian Federation,2016,45.3042814917858
Russian Federation,2015,42.374165433801494
Russian Federation,2014,46.1231022635902
Rwanda,2013,95.52566747808828
Rwanda,2010,97.4440509691936
Rwanda,2005,78.6890649679859
Samoa,2008,84.7927957891199
Sao Tome and Principe,2017,19.7727007679113
Senegal,2018,68.890450600798
Senegal,2011,89.6280974013335
Serbia,2018,4.06119424788802
Serbia,2015,3.7168750385856
Serbia,2013,4.26815316954614
Serbia,2010,3.01954892994102
Serbia,2007,5.40536984304783
Sierra Leone,2018,28.8770259548146
Sierra Leone,2011,21.84661632645569
Slovak Republic,2009,4.5272853674580995
Solomon Islands,2005,39.6936382663211
South Africa,2020,8.10816971553658
South Africa,2019,10.414331228406
South Africa,2018,6.842585091839649
South Africa,2016,14.7254654453057
South Africa,2005,12.673374434797799
Sri Lanka,2019,18.5240761021573
Sri Lanka,2016,18.3175060198763
Sri Lanka,2012,17.7377643209506
Sri Lanka,2009,13.72813080534239
Sri Lanka,2006,12.590185876716701
Syrian Arab Republic,2003,9.19344602780823
Tanzania,2014,32.1896293749579
Tanzania,2012,24.515734012491798
Tanzania,2008,28.101971742979696
Thailand,2019,23.2560321468881
Thailand,2017,23.1462130902406
Thailand,2013,25.942936085392997
Thailand,2011,31.742673728452804
Thailand,2009,29.526625987012
Thailand,2006,38.9177602615507
Timor-Leste,2011,8.80768864434188
Timor-Leste,2007,21.1042506617821
Togo,2018,30.0447526954767
Togo,2011,40.865222085093
Togo,2006,0.87887947943345
Tonga,2009,42.82154365482419
Turkiye,2019,16.1875720778057
Turkiye,2018,13.7284285855482
Turkiye,2017,14.0578037463159
Turkiye,2016,14.989880464072
Turkiye,2015,14.215202400825
Turkiye,2014,16.2441390997474
Turkiye,2013,18.8288299691195
Turkiye,2012,20.3137688108949
Turkiye,2011,17.2465578962837
Turkiye,2010,20.371524417309388
Turkiye,2009,19.8127745000792
Turkiye,2008,17.8856061245476
Turkiye,2007,13.6733790556402
Turkiye,2006,13.6523060097376
Turkiye,2005,11.4064011214158
Turkiye,2004,10.032572193569
Uganda,2016,42.1738217060348
Uganda,2012,45.1314576683214
Uganda,2009,37.3322988181838
Uganda,2005,39.3347452761685
Ukraine,2013,65.5317371321032
Ukraine,2012,65.0617290286966
Ukraine,2011,65.8616540039477
Ukraine,2006,65.3388703121664
Uruguay,2020,12.9173091175493
Uruguay,2019,15.1301758995445
Uruguay,2018,17.14708319723629
Uruguay,2017,17.3392651055434
Uruguay,2016,17.366572700574
Uruguay,2015,16.2921939939151
Uruguay,2012,18.4155771939419
Uruguay,2011,18.324451855162398
Uruguay,2010,19.2014147707531
Uruguay,2009,19.65286156667439
Uruguay,2008,22.0022939865257
Uzbekistan,2018,5.87979693798816
Vanuatu,2019,23.2656734051081
Viet Nam,2014,8.01670621296922
Viet Nam,2012,9.79315736553481
Viet Nam,2010,9.49411978907548
Viet Nam,2006,90.55936574862659
West Bank and Gaza,2016,98.04457714338092
West Bank and Gaza,2009,16.0380838819056
West Bank and Gaza,2007,9.35293561173064
"Yemen, Rep.",2014,44.2010718667089
"Yemen, Rep.",2005,48.8765470452313
Zambia,2015,16.0079385047612
Zambia,2010,22.8624755564258
Zimbabwe,2019,26.5875015258789
Zimbabwe,2017,26.3940658057651
Zimbabwe,2007,22.2536568174081
Argentina,2014,8.93150719111079
Argentina,2012,11.2457544352144
Argentina,2011,9.83931891345326
Bhutan,2007,6.56005802049283
Botswana,2015,33.5388236193156
Botswana,2009,
Chile,2009,
Chile,2006,
Eswatini,2009,49.562778259946896
India,2011,
Indonesia,2021,
Indonesia,2020,
Indonesia,2019,
Indonesia,2018,
Indonesia,2017,
Indonesia,2016,
Indonesia,2015,
Kazakhstan,2007,
Kiribati,2019,38.4681479850477
Mauritania,2008,
Montenegro,2013,
Montenegro,2011,
South Africa,2014,11.58635963773249
South Africa,2010,9.33800847376664
South Sudan,2009,13.1722879914213
Sudan,2009,7.515321873626429
Tajikistan,2011,
Tanzania,2010,
Tunisia,2010,
Ukraine,2020,
Ukraine,2018,
Ukraine,2016,
Ukraine,2015,
Bhutan,2017,5.35887748744045
Djibouti,2002,0.33645262989864
Eswatini,2000,55.20653629146
Ethiopia,2004,1.35162295794144
Morocco,2009,5.7238173627099
Namibia,2009,2.6142133459906898
"Venezuela, RB",2006,11.2461865702161
Zimbabwe,2011,42.69758224487299
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
