country,year,per_pr_allpr.adq_q2_tot
Belarus,2017,11.6306137845983
Belarus,2016,14.1012153637351
Belarus,2015,12.886459997649998
Belarus,2014,14.923710491147398
Belarus,2013,13.5511110986624
Belarus,2012,13.1214837656988
Belarus,2010,11.1211946338149
Belarus,2009,12.8065794543336
Belarus,2008,8.27896832539557
Belize,2009,23.8315045811493
Benin,2018,7.5021501283599
Benin,2003,11.6744947435028
Bhutan,2012,8.5319433555949
Bolivia,2020,21.0549918318833
Bolivia,2019,21.5197898524106
Bolivia,2018,24.6550050386925
Bolivia,2017,23.0322416789701
Bolivia,2016,19.319716862545
Bolivia,2015,24.169589257437398
Bolivia,2014,21.1155952056966
Bolivia,2012,34.238223581625995
Bolivia,2011,26.0223377212973
Bolivia,2009,28.102479669213597
Bolivia,2008,31.335366502703298
Bolivia,2007,27.8008264697226
Bolivia,2006,36.6828309120104
Bosnia and Herzegovina,2015,20.95009976247279
Bosnia and Herzegovina,2007,31.6934787860214
Brazil,2020,15.6842457238462
Brazil,2019,19.0443117298369
Brazil,2018,20.174199779541
Brazil,2017,20.083380486782097
Brazil,2016,20.3302632579187
Brazil,2015,20.0671529722182
Brazil,2012,39.2668271230117
Brazil,2011,32.9901503653939
Brazil,2009,27.5303548383519
Brazil,2006,36.5571170720244
Bulgaria,2007,15.38053417944619
Burkina Faso,2018,7.5942983310668
Burkina Faso,2014,5.2638597555386895
Burkina Faso,2009,8.99762546979407
Burkina Faso,2003,84.9407680964089
Cabo Verde,2007,19.3547441154041
Cambodia,2013,7.29205719613449
Cambodia,2008,8.18868655811966
Cameroon,2014,6.77458152451213
Cameroon,2007,64.0796783245487
Central African Republic,2008,5.68444837631828
Chad,2011,59.2820626440815
Chile,2020,13.3004607761057
Chile,2017,18.353579007759098
Chile,2015,20.3215288060571
Chile,2013,19.977438288659798
Chile,2011,21.0639137770038
China,2013,33.6672514419216
Colombia,2020,
Colombia,2019,23.277777892767098
Colombia,2018,22.4945168111447
Colombia,2017,22.6149947400956
Colombia,2016,21.2580239754731
Colombia,2015,21.0622833337408
Colombia,2014,17.17369420338119
Colombia,2012,7.858972464403199
Colombia,2011,8.76943780465005
Colombia,2010,9.207335836574169
Comoros,2004,18.9817139883543
"Congo, Dem. Rep.",2012,39.89434062306399
"Congo, Dem. Rep.",2004,46.0383544414303
"Congo, Rep.",2005,16.8149977449227
Costa Rica,2020,26.650566390783098
Costa Rica,2019,22.259490286144292
Costa Rica,2018,22.8430736747326
Costa Rica,2017,21.087655704604398
Costa Rica,2016,22.3871899013428
Costa Rica,2015,19.3919430409255
Costa Rica,2014,18.2485910599312
Costa Rica,2012,18.3082239038765
Costa Rica,2011,19.076987195001198
Costa Rica,2010,16.3318794853266
Costa Rica,2008,19.9883403870843
Cote D'Ivoire,2018,8.54070069020418
Cote D'Ivoire,2015,26.2224204192591
Cote D'Ivoire,2008,20.48994260829769
Cote D'Ivoire,2002,24.5635325505588
Croatia,2014,3.75709772109985
Croatia,2011,10.6393489837647
Croatia,2010,7.92618268720192
Croatia,2008,11.46030010952289
Djibouti,2012,25.311714790332402
Dominica,2002,35.2965677839478
Dominican Republic,2019,27.96116933990359
Dominican Republic,2018,28.52741853556479
Dominican Republic,2017,28.4457821063161
Dominican Republic,2016,28.6570764720106
Dominican Republic,2015,25.9187605142951
Dominican Republic,2014,22.15047308717879
Dominican Republic,2013,24.7311366022507
Dominican Republic,2012,24.5574473574083
Dominican Republic,2011,28.118779092784603
Dominican Republic,2010,26.429123816010105
Dominican Republic,2009,27.9672983596474
Dominican Republic,2008,25.645439332181592
Dominican Republic,2007,27.612372201540197
Ecuador,2020,12.3081901319113
Ecuador,2019,11.8920368219718
Ecuador,2018,13.1170310795253
Ecuador,2017,13.5816754477662
Ecuador,2016,17.3575653721557
Ecuador,2015,14.0811187217012
Ecuador,2014,21.3249409824363
Ecuador,2012,38.196935849997
Ecuador,2011,34.05149827023719
Ecuador,2010,33.9821389849952
Ecuador,2008,34.556336037387
"Egypt, Arab Rep.",2017,48.6006427355291
"Egypt, Arab Rep.",2008,10.4845637199244
El Salvador,2019,35.2967995840377
El Salvador,2018,35.4692808009846
El Salvador,2017,38.0218413284381
El Salvador,2016,38.34446585069579
El Salvador,2015,32.77967354052469
El Salvador,2014,33.83367658649189
El Salvador,2012,29.570616403667
El Salvador,2011,33.6614335174132
El Salvador,2010,35.3501944315882
El Salvador,2009,36.3315524975371
El Salvador,2008,39.0925986574422
El Salvador,2007,34.3750703443042
Eswatini,2016,25.1352344918718
Ethiopia,2018,9.61618436632194
Ethiopia,2015,21.1990280074308
Fiji,2013,20.9299437928154
Fiji,2008,23.98377643856959
Gabon,2017,12.5574614704279
Gabon,2005,18.6098378137593
"Gambia, The",2015,17.862810995192998
"Gambia, The",2010,13.3819055133548
Georgia,2021,21.2589878744821
Georgia,2020,18.339287753952
Georgia,2019,24.4558775896034
Georgia,2018,23.7592997512231
Georgia,2017,24.178961066702488
Georgia,2016,23.6135787399689
Georgia,2015,19.8495254606749
Georgia,2014,17.9749255336723
Georgia,2013,26.1706775658659
Georgia,2012,25.5375983693808
Georgia,2011,
Ghana,2016,31.3315436073415
Ghana,2012,31.331543692090392
Ghana,2005,2.6710045100005098
Guatemala,2014,17.9581089791127
Guatemala,2011,4.91759172738361
Guatemala,2006,30.9074047541409
Guinea,2012,10.426323514941389
Haiti,2012,3.6113807043474098
Haiti,2001,2.14385963592989
Honduras,2019,29.69429995888
Honduras,2018,32.8281308897107
Honduras,2017,31.144287936888798
Honduras,2016,33.6594244590503
Honduras,2015,35.36575810064999
Honduras,2013,33.4435545315044
Honduras,2011,34.0315837848699
Honduras,2010,33.7386051894441
Honduras,2009,25.83202453848069
Honduras,2008,36.7202453072699
Hungary,2007,5.41861036535094
"Iran, Islamic Rep.",2018,12.087774074444999
Iraq,2012,11.8067153948699
Iraq,2006,7.91238708395281
Jamaica,2017,31.6735006029033
Jamaica,2010,22.9867380683677
Jamaica,2002,2.08167737952555
Jordan,2010,6.060457525553329
Jordan,2006,21.224651395896398
Kazakhstan,2017,15.585843964863699
Kazakhstan,2015,7.89041453158227
Kazakhstan,2014,8.162438623844439
Kazakhstan,2010,5.38853655895573
Kenya,2015,11.4500577733457
Kenya,2005,6.85949694741836
Kiribati,2006,11.22340399916
Kosovo,2017,50.7873842812733
Kosovo,2013,47.9041434813973
Kosovo,2012,44.3618172825081
Kosovo,2011,53.6677347436788
Kosovo,2006,73.7232225770869
Kyrgyz Republic,2020,57.331496081470604
Kyrgyz Republic,2019,71.2334785753138
Kyrgyz Republic,2013,43.394805695334
Kyrgyz Republic,2012,44.10329180363559
Kyrgyz Republic,2011,38.2629365145363
Kyrgyz Republic,2006,44.0350795961543
Lao PDR,2018,
Lao PDR,2007,
Latvia,2009,9.31726079786649
Latvia,2008,9.82018021277482
Lesotho,2017,26.3036339909662
Lesotho,2010,
Liberia,2016,13.246445633913801
Liberia,2014,10.3331526911777
Liberia,2007,7.70274728820598
Lithuania,2008,31.056862460433198
Madagascar,2010,13.1015083239126
Malawi,2019,7.96374830875668
Malawi,2016,8.688169878090179
Malawi,2013,2.2151935950858
Malawi,2010,5.35212803585107
Malawi,2004,2.17788932963279
Malaysia,2016,8.69383087641216
Malaysia,2014,6.60103079007493
Malaysia,2012,2.40623110590228
Malaysia,2008,22.7068926171404
Maldives,2019,27.4801006512212
Maldives,2016,20.9749441048804
Maldives,2009,54.96454009280281
Maldives,2004,16.7890042768256
Mali,2018,8.44768676768873
Mali,2009,7.98963494960081
Marshall Islands,2019,21.55539135167229
Mauritania,2014,78.1332815326686
Mauritius,2017,19.884506702907288
Mauritius,2012,42.0282919155793
Mauritius,2006,31.680831383248098
Mexico,2020,19.335537557012
Mexico,2018,18.3759022658401
Mexico,2016,18.2853228981192
Mexico,2014,22.92133011999139
Mexico,2012,27.423776341787697
Mexico,2010,38.0017232438875
Mexico,2008,30.1946748184709
"Micronesia, Fed. Sts.",2000,38.286393065518794
Moldova,2018,69.7171659590593
Moldova,2013,53.36361999842269
Moldova,2012,68.5816570428405
Moldova,2010,70.1975903316678
Mongolia,2018,22.93307552806059
Mongolia,2016,23.8162281063573
Mongolia,2014,18.6879571613919
Mongolia,2012,20.7862312939729
Mongolia,2011,18.42247949483
Mongolia,2010,18.91699788175969
Mongolia,2009,15.9671745730419
Mongolia,2007,15.7417511472538
Montenegro,2014,59.6558156661114
Montenegro,2012,53.3677625626238
Mozambique,2014,27.133997059035398
Mozambique,2008,17.9907211519552
Myanmar,2017,95.40367469898692
Myanmar,2009,31.781214650041
Namibia,2015,8.57352490396475
Nepal,2010,39.100020514883
Nicaragua,2014,8.20949497117514
Nicaragua,2009,27.6747974961215
Nicaragua,2005,16.3885679344348
Niger,2018,13.7141334738345
Niger,2014,7.52283405377223
Niger,2011,6.821275136597089
Nigeria,2018,5.44682504702892
Nigeria,2015,7.583017624836411
Nigeria,2012,5.22253545338698
Nigeria,2010,26.3388383241973
Pakistan,2018,24.6360341176755
Pakistan,2015,45.7638461809178
Pakistan,2013,48.2392319913958
Pakistan,2009,43.986678679122
Pakistan,2007,49.5923949140902
Palau,2006,5.18239715153784
Panama,2019,14.770242632623502
Panama,2018,14.0404078740024
Panama,2017,15.6222488396576
Panama,2016,16.1450029497638
Panama,2015,15.65042176739829
Panama,2014,14.373233096008201
Panama,2013,14.4147872869886
Panama,2012,14.6717429548294
Panama,2011,12.1933966086403
Panama,2010,14.65664858683729
Panama,2009,12.9617464663723
Panama,2008,14.1128289643082
Papua New Guinea,2009,0.48319733503592
Paraguay,2020,18.9976609389924
Paraguay,2019,19.730583904254388
Paraguay,2018,18.8415946437278
Paraguay,2017,56.586179446732
Paraguay,2016,21.4265113152405
Paraguay,2015,23.512284831794698
Paraguay,2014,20.8817769871876
Paraguay,2013,72.0473383313185
Paraguay,2012,26.037891145666396
Paraguay,2011,30.803607863806498
Paraguay,2010,28.1162089980088
Paraguay,2009,32.03802602697
Paraguay,2008,27.4351496974823
Paraguay,2007,31.925255070976
Peru,2021,19.51428720418559
Peru,2020,20.0578959851143
Peru,2019,17.2737174189853
Peru,2018,15.869345263571798
Peru,2017,17.4375127574989
Peru,2016,17.0126269815871
Peru,2015,17.2716620427119
Peru,2014,14.330980980719902
Peru,2013,14.0025187250119
Peru,2012,15.4907352454789
Peru,2011,14.669741297112902
Peru,2010,13.491558968647798
Peru,2009,16.579231160681392
Peru,2008,13.642179081068601
Philippines,2018,32.5943253093834
Philippines,2015,14.8363176111251
Philippines,2013,21.073514463528788
Philippines,2006,12.2893393301523
Poland,2017,13.38290201890609
Poland,2016,12.5165474127583
Poland,2015,14.27955128788089
Poland,2012,14.911106140646599
Poland,2011,14.4562068908299
Poland,2010,13.818065256932199
Poland,2009,14.395870372226998
Poland,2008,13.4329320963291
Poland,2007,14.454453045351102
Poland,2006,15.519811751151998
Poland,2005,16.166833615643
Romania,2016,32.7399328883627
Romania,2012,24.5974885018915
Romania,2011,24.7945171985902
Romania,2008,25.414525302286002
Russian Federation,2017,3.9135092827321296
Russian Federation,2016,3.59432938885364
Russian Federation,2015,4.49132430949521
Russian Federation,2014,5.35888260523038
Rwanda,2013,5.216579636469739
Rwanda,2010,5.14452168112775
Rwanda,2005,3.30592616575834
Samoa,2008,10.878984673500899
Sao Tome and Principe,2017,11.842708345255
Senegal,2018,13.1388001758481
Senegal,2011,15.708784599696
Serbia,2018,47.3309951551264
Serbia,2015,35.4009654339196
Serbia,2013,34.407419359483896
Serbia,2010,48.0295857143015
Serbia,2007,25.2877027805376
Sierra Leone,2018,6.0603093013472495
Sierra Leone,2011,11.9725482354445
Slovak Republic,2009,10.3060757962847
Solomon Islands,2005,13.197075052997501
South Africa,2020,51.45785977236099
South Africa,2019,54.1689367955242
South Africa,2018,47.8182091239184
South Africa,2016,48.1159083607675
South Africa,2005,37.3611450742794
Sri Lanka,2019,36.710606083749
Sri Lanka,2016,37.4773032523097
Sri Lanka,2012,31.602777723655702
Sri Lanka,2009,23.577875048798198
Sri Lanka,2006,33.40905781138489
Syrian Arab Republic,2003,43.0978453243264
Tanzania,2014,10.547001265092899
Tanzania,2012,8.77580103758577
Tanzania,2008,4.29272911485993
Thailand,2019,47.812413828850694
Thailand,2017,46.9867360116466
Thailand,2013,33.825596347175
Thailand,2011,31.268093826717504
Thailand,2009,33.05143699710959
Thailand,2006,1.88850928939814
Timor-Leste,2011,9.29400967239099
Timor-Leste,2007,2.30192234265449
Togo,2018,10.51135274278889
Togo,2011,14.102889595198102
Togo,2006,16.882664944318197
Tonga,2009,8.90147814388356
Turkiye,2019,16.46502684169259
Turkiye,2018,16.1245210200051
Turkiye,2017,16.7149235675531
Turkiye,2016,14.2589481796741
Turkiye,2015,14.785739208286
Turkiye,2014,14.7348588571652
Turkiye,2013,13.5177027006839
Turkiye,2012,15.98836609800999
Turkiye,2011,14.3340266994004
Turkiye,2010,17.1984009531553
Turkiye,2009,18.26534288252889
Turkiye,2008,17.6876505768324
Turkiye,2007,19.6032846941555
Turkiye,2006,17.514071502144
Turkiye,2005,19.901300061392
Turkiye,2004,20.89916451080929
Uganda,2016,10.3049633238411
Uganda,2012,8.87081553056604
Uganda,2009,7.77695758691679
Uganda,2005,8.70422768617307
Ukraine,2013,7.640327454372529
Ukraine,2012,8.55431373883617
Ukraine,2011,8.34403940623505
Ukraine,2006,8.22321471990639
Uruguay,2020,17.4598217328229
Uruguay,2019,16.7870966556954
Uruguay,2018,15.708319543233602
Uruguay,2017,16.06978141931229
Uruguay,2016,15.99678737636259
Uruguay,2015,16.0998872052291
Uruguay,2012,15.2115954366496
Uruguay,2011,49.1367957236845
Uruguay,2010,49.4584155828029
Uruguay,2009,19.7175234425824
Uruguay,2008,19.1872242390263
Uzbekistan,2018,
Vanuatu,2019,2.87696585168597
Viet Nam,2014,50.905923775765906
Viet Nam,2012,41.7608439214428
Viet Nam,2010,44.1532911508977
Viet Nam,2006,12.8524747816997
West Bank and Gaza,2016,2.33122546886712
West Bank and Gaza,2009,24.063176490137
West Bank and Gaza,2007,19.4898732173048
"Yemen, Rep.",2014,22.629444266908198
"Yemen, Rep.",2005,14.2740001899792
Zambia,2015,5.49773683258783
Zambia,2010,52.3415512027322
Zimbabwe,2019,38.399787902832
Zimbabwe,2017,23.872164495695998
Zimbabwe,2007,50.9168087183254
Argentina,2014,
Argentina,2012,
Argentina,2011,
Bhutan,2007,
Botswana,2015,
Botswana,2009,
Chile,2009,
Chile,2006,
Eswatini,2009,
India,2011,
Indonesia,2021,
Indonesia,2020,
Indonesia,2019,
Indonesia,2018,
Indonesia,2017,
Indonesia,2016,
Indonesia,2015,
Kazakhstan,2007,
Kiribati,2019,
Mauritania,2008,
Montenegro,2013,
Montenegro,2011,
South Africa,2014,
South Africa,2010,
South Sudan,2009,
Sudan,2009,
Tajikistan,2011,
Tanzania,2010,
Tunisia,2010,
Ukraine,2020,
Ukraine,2018,
Ukraine,2016,
Ukraine,2015,
Bhutan,2017,
Djibouti,2002,
Eswatini,2000,
Ethiopia,2004,
Morocco,2009,
Namibia,2009,
"Venezuela, RB",2006,
Zimbabwe,2011,
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
