country,year,per_allsp.adq_q5_tot
Croatia,2008,21.5988721658465
Djibouti,2012,28.8602888455652
Dominica,2002,33.665352229503696
Dominican Republic,2019,26.311503652206298
Dominican Republic,2018,15.1412615475838
Dominican Republic,2017,10.1873157269063
Dominican Republic,2016,16.5056205069065
Dominican Republic,2015,15.8507272876213
Dominican Republic,2014,15.6565421786607
Dominican Republic,2013,16.6393406978925
Dominican Republic,2012,17.4132173291813
Dominican Republic,2011,16.3586488531649
Dominican Republic,2010,15.501694570209501
Dominican Republic,2009,16.969003711233498
Dominican Republic,2008,21.2468275603134
Dominican Republic,2007,20.1250105923763
Ecuador,2020,10.9307272206752
Ecuador,2019,35.342124005639
Ecuador,2018,33.7785248935552
Ecuador,2017,31.04159640639889
Ecuador,2016,39.8171686265751
Ecuador,2015,29.652271516371197
Ecuador,2014,27.19010790766979
Ecuador,2012,33.1177538279612
Ecuador,2011,34.275463010010995
Ecuador,2010,31.2203075403429
Ecuador,2008,28.583863196201996
"Egypt, Arab Rep.",2017,
"Egypt, Arab Rep.",2008,30.4635193498288
El Salvador,2019,32.169952854771
El Salvador,2018,30.614652045255298
El Salvador,2017,29.629044603023292
El Salvador,2016,31.3809663578002
El Salvador,2015,32.2556905896028
El Salvador,2014,29.5575832049622
El Salvador,2012,31.046772445146598
El Salvador,2011,28.2543603280731
El Salvador,2010,31.2761079666398
El Salvador,2009,30.670141321811702
El Salvador,2008,28.239898985519
El Salvador,2007,27.6892146941042
Eswatini,2016,13.988000342227
Ethiopia,2018,7.717006925059771
Ethiopia,2015,14.5057968357105
Fiji,2013,15.1173335716972
Fiji,2008,15.597303231120598
Gabon,2017,3.24010236021983
Gabon,2005,15.9966771352206
"Gambia, The",2015,12.533437361951
"Gambia, The",2010,3.80488331059311
Georgia,2021,26.1702931572732
Georgia,2020,25.2022724527973
Georgia,2019,19.6213367084794
Georgia,2018,17.7402578552762
Georgia,2017,17.7405440020974
Georgia,2016,21.1330009370087
Georgia,2015,17.000201007437397
Georgia,2014,17.93840564047669
Georgia,2013,14.6416542999971
Georgia,2012,14.76284365060799
Georgia,2011,14.5803520132056
Ghana,2016,60.08136039736009
Ghana,2012,61.63431681913071
Ghana,2005,0.53938165114367
Guatemala,2014,22.4700668052136
Guatemala,2011,4.8347444040436995
Guatemala,2006,13.7560048862857
Guinea,2012,8.58449098641292
Haiti,2012,
Haiti,2001,
Honduras,2019,22.8365187839861
Honduras,2018,24.7322382287029
Honduras,2017,17.7697492402047
Honduras,2016,18.573705003621
Honduras,2015,13.3883737125108
Honduras,2013,14.6833636430399
Honduras,2011,12.0440660791454
Honduras,2010,11.7455817844246
Honduras,2009,24.9368214547471
Honduras,2008,6.36794099406675
Hungary,2007,32.64637323174599
"Iran, Islamic Rep.",2018,9.21353581791296
Iraq,2012,10.585181317828999
Iraq,2006,6.25538541282211
Jamaica,2017,41.6406024976794
Jamaica,2010,20.58371476093899
Jamaica,2002,1.7846713962013
Jordan,2010,22.6612873454527
Jordan,2006,18.0890015182619
Kazakhstan,2017,44.2576040128772
Kazakhstan,2015,40.266278332558095
Kazakhstan,2014,30.8103980237535
Kazakhstan,2010,16.654872893205898
Kenya,2015,4.11430192739426
Kenya,2005,27.6792391372775
Kiribati,2006,
Kosovo,2017,22.8198430502235
Kosovo,2013,14.450532614116
Kosovo,2012,10.764205090193089
Kosovo,2011,12.255567352624599
Kosovo,2006,13.8573983239071
Kyrgyz Republic,2020,37.6868016104649
Kyrgyz Republic,2019,37.2576477053291
Kyrgyz Republic,2013,36.6348198786213
Kyrgyz Republic,2012,41.685936268126596
Kyrgyz Republic,2011,29.0665473760665
Kyrgyz Republic,2006,21.8855852387258
Lao PDR,2018,76.3570365299084
Lao PDR,2007,27.85184176325649
Latvia,2009,17.6712717367536
Latvia,2008,14.7578474013738
Lesotho,2017,17.23328423557019
Lesotho,2010,
Liberia,2016,2.36659316682785
Liberia,2014,2.77225261875307
Liberia,2007,61.2925964673376
Lithuania,2008,16.7129501744367
Madagascar,2010,
Malawi,2019,16.1931683962605
Malawi,2016,5.14875696864524
Malawi,2013,2.19848618324876
Malawi,2010,8.83109059452748
Malawi,2004,6.867077843164
Malaysia,2016,7.746662242413251
Malaysia,2014,5.22203393657402
Malaysia,2012,2.31048711741973
Malaysia,2008,3.53787024599899
Maldives,2019,12.5462571748052
Maldives,2016,10.444235057662
Maldives,2009,14.3922797116417
Maldives,2004,3.8306091729090803
Mali,2018,11.7798306876686
Mali,2009,17.007644971674598
Marshall Islands,2019,25.8520123719746
Mauritania,2014,
Mauritius,2017,37.6343644709002
Mauritius,2012,39.2251904004389
Mauritius,2006,18.5632426918073
Mexico,2020,31.644553899651
Mexico,2018,30.5750383548542
Mexico,2016,29.2681898895496
Mexico,2014,33.6780249374249
Mexico,2012,35.6452985429034
Mexico,2010,32.4803262156227
Mexico,2008,30.4036352104374
"Micronesia, Fed. Sts.",2000,19.7125631005774
Moldova,2018,40.88584364378559
Moldova,2013,21.407675179849
Moldova,2012,22.254797275340398
Moldova,2010,19.48560176419159
Mongolia,2018,18.657919505499
Mongolia,2016,18.3007206531493
Mongolia,2014,12.060120476181
Mongolia,2012,12.4644573312957
Mongolia,2011,11.651295557203099
Mongolia,2010,9.47329384187444
Mongolia,2009,13.155747557077598
Mongolia,2007,11.51172797274539
Montenegro,2014,50.0947703202887
Montenegro,2012,47.4484521435615
Mozambique,2014,22.20551194962839
Mozambique,2008,33.2113447740557
Myanmar,2017,17.6250174401478
Myanmar,2009,
Namibia,2015,7.85022135471337
Nepal,2010,7.55401744056167
Nicaragua,2014,14.1648602745233
Nicaragua,2009,20.193097539169198
Nicaragua,2005,9.35218065084877
Niger,2018,
Niger,2014,4.33828742637536
Niger,2011,14.03616571347959
Nigeria,2018,18.0258578709163
Nigeria,2015,23.343916035255198
Nigeria,2012,6.9726100046649195
Nigeria,2010,2.9635039026102197
Pakistan,2018,36.5631963161658
Pakistan,2015,31.2238173298237
Pakistan,2013,26.8673020005119
Pakistan,2009,17.8437163428201
Pakistan,2007,25.864830363556703
Palau,2006,32.7445092598866
Panama,2019,17.1153380490098
Panama,2018,18.4101251542546
Panama,2017,19.867087590444697
Panama,2016,21.7231770207018
Panama,2015,17.8140480701936
Panama,2014,23.838869129809588
Panama,2013,25.8439042417137
Panama,2012,27.0802707214805
Panama,2011,28.6319481274193
Panama,2010,30.991684526768896
Panama,2009,30.6590063830125
Panama,2008,33.8093830480066
Papua New Guinea,2009,0.36223755624803
Paraguay,2020,14.2635899886876
Paraguay,2019,22.072514174597497
Paraguay,2018,21.0275158958633
Paraguay,2017,30.27644311248489
Paraguay,2016,31.8881373787756
Paraguay,2015,27.086450189537796
Paraguay,2014,26.861635666456802
Paraguay,2013,28.8745829995473
Paraguay,2012,31.7521874219639
Paraguay,2011,28.8911579071115
Paraguay,2010,35.6466903972211
Paraguay,2009,35.0451282064643
Paraguay,2008,32.69128249028379
Paraguay,2007,35.5219890199214
Peru,2021,11.1166502142223
Peru,2020,11.672206674088489
Peru,2019,22.1929882229565
Peru,2018,20.9808675161592
Peru,2017,21.68480468500949
Peru,2016,20.646282437798398
Peru,2015,20.353951529171297
Peru,2014,18.741340346427
Peru,2013,18.8034589977718
Peru,2012,19.38221928603229
Peru,2011,20.4011123292366
Peru,2010,21.75149597283349
Peru,2009,23.1800191904115
Peru,2008,21.9081119840239
Philippines,2018,19.3893976105062
Philippines,2015,9.590619228924629
Philippines,2013,28.572329099140198
Philippines,2006,17.69188408006489
Poland,2017,46.5762635320975
Poland,2016,53.97100392644249
Poland,2015,58.1095761956763
Poland,2012,52.9041754009877
Poland,2011,50.6513053155928
Poland,2010,48.4660474868861
Poland,2009,46.3093033065149
Poland,2008,44.296933477474695
Poland,2007,45.8146471816479
Poland,2006,50.01397321262381
Poland,2005,50.1544602813301
Romania,2016,52.1988325375618
Romania,2012,51.77809765310341
Romania,2011,53.54308807260071
Romania,2008,41.0933006187783
Russian Federation,2017,18.2555671152915
Russian Federation,2016,17.1444626065223
Russian Federation,2015,15.783866522460798
Russian Federation,2014,17.5584012849644
Rwanda,2013,4.77051626040502
Rwanda,2010,3.45504998599991
Rwanda,2005,8.147949794447019
Samoa,2008,15.8434547591312
Sao Tome and Principe,2017,4.26360632900254
Senegal,2018,10.2111108991536
Senegal,2011,13.2885069926234
Serbia,2018,46.1225285930904
Serbia,2015,50.4842480571545
Serbia,2013,55.6038391791449
Serbia,2010,50.6909327512936
Serbia,2007,42.4425040984682
Sierra Leone,2018,2.2302034875204
Sierra Leone,2011,
Slovak Republic,2009,21.11075830684839
Solomon Islands,2005,26.315860207040696
South Africa,2020,58.0337146652254
South Africa,2019,72.6294628184131
South Africa,2018,32.5141198702622
South Africa,2016,60.5220783939455
South Africa,2005,28.48297407351169
Sri Lanka,2019,19.3739833886193
Sri Lanka,2016,20.6845057489993
Sri Lanka,2012,19.0309915295235
Sri Lanka,2009,24.5391781682161
Sri Lanka,2006,24.0990780510603
Syrian Arab Republic,2003,74.4341139599294
Tanzania,2014,15.6423865869162
Tanzania,2012,16.352826173522
Tanzania,2008,25.8107713805733
Thailand,2019,74.8054389768756
Thailand,2017,70.4688108899015
Thailand,2013,22.7725029989811
Thailand,2011,27.8847786839263
Thailand,2009,14.365412828058698
Thailand,2006,1.42472891984755
Timor-Leste,2011,26.28757470248239
Timor-Leste,2007,11.0215260812891
Togo,2018,8.69755948514878
Togo,2011,
Togo,2006,
Tonga,2009,
Turkiye,2019,38.9864122235875
Turkiye,2018,34.0283512886783
Turkiye,2017,34.562602865651996
Turkiye,2016,34.400248054875895
Turkiye,2015,32.74399880372939
Turkiye,2014,34.36914187604539
Turkiye,2013,32.6862762551976
Turkiye,2012,32.46290130486939
Turkiye,2011,33.6320965615802
Turkiye,2010,34.9684046216065
Turkiye,2009,32.9096090477886
Turkiye,2008,27.662056508159
Turkiye,2007,29.571877396741296
Turkiye,2006,26.9661407352456
Turkiye,2005,28.8275133946454
Turkiye,2004,27.9257873862085
Uganda,2016,19.9734308715361
Uganda,2012,14.4941021098023
Uganda,2009,13.071370616687899
Uganda,2005,
Ukraine,2013,41.696570971233996
Ukraine,2012,39.6631644114982
Ukraine,2011,38.2799098715986
Ukraine,2006,29.1665562235973
Uruguay,2020,39.9679444734738
Uruguay,2019,47.2302764842143
Uruguay,2018,38.959796441154
Uruguay,2017,37.3890704039459
Uruguay,2016,37.78981136812829
Uruguay,2015,36.6725896531342
Uruguay,2012,34.10826267269239
Uruguay,2011,45.1214663497009
Uruguay,2010,46.7755775910509
Uruguay,2009,45.1446717015001
Uruguay,2008,39.8278977820607
Uzbekistan,2018,16.555817807274188
Vanuatu,2019,
Viet Nam,2014,22.072690713953698
Viet Nam,2012,20.4273373856579
Viet Nam,2010,16.12987111085249
Viet Nam,2006,20.8786800723256
West Bank and Gaza,2016,18.5219770941317
West Bank and Gaza,2009,12.783230488999301
West Bank and Gaza,2007,
"Yemen, Rep.",2014,7.270900595702829
"Yemen, Rep.",2005,8.471354395634249
Zambia,2015,2.78343503595881
Zambia,2010,29.0874570669599
Zimbabwe,2019,12.8857393264771
Zimbabwe,2017,25.1879376666367
Zimbabwe,2007,21.3040943588774
Argentina,2014,39.4389088152152
Argentina,2012,21.8038397832536
Argentina,2011,19.6077389974485
Bhutan,2007,2.66171043335601
Botswana,2015,23.8856926180174
Botswana,2009,6.08615429134055
Chile,2009,14.2826389098623
Chile,2006,17.5154246937016
Eswatini,2009,18.7826144251886
India,2011,2.82591093293851
Indonesia,2021,2.32437118573604
Indonesia,2020,2.40944497738668
Indonesia,2019,1.89993645283668
Indonesia,2018,1.4522800593768599
Indonesia,2017,1.2596993162594199
Indonesia,2016,1.6113769820972301
Indonesia,2015,5.90534574633347
Kazakhstan,2007,7.03903926141361
Kiribati,2019,10.3064758571594
Mauritania,2008,44.7378903623962
Montenegro,2013,52.02031572647719
Montenegro,2011,51.3351617914612
South Africa,2014,23.1767352320952
South Africa,2010,6.63667792114149
South Sudan,2009,1.39397445841865
Sudan,2009,0.9042920173277
Tajikistan,2011,6.07477036866758
Tanzania,2010,14.583507722293099
Tunisia,2010,1.6645694971084601
Ukraine,2020,34.3872487440129
Ukraine,2018,28.382949115413
Ukraine,2016,20.2833480815913
Ukraine,2015,31.7980393828447
Bhutan,2017,
Djibouti,2002,
Eswatini,2000,
Ethiopia,2004,
Morocco,2009,
Namibia,2009,
"Venezuela, RB",2006,
Zimbabwe,2011,
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
