country,year,per_pr_allpr.adq_q3_tot
Costa Rica,2011,15.9777375565863
Costa Rica,2010,17.4921858759622
Costa Rica,2008,15.3051906040827
Cote D'Ivoire,2018,9.388771987121
Cote D'Ivoire,2015,27.088566353534997
Cote D'Ivoire,2008,20.759012689418498
Cote D'Ivoire,2002,25.621666168856898
Croatia,2014,6.63388538360596
Croatia,2011,8.95781135559082
Croatia,2010,13.955950684138
Croatia,2008,12.2548991973489
Djibouti,2012,26.470903227109797
Dominica,2002,18.6518933458771
Dominican Republic,2019,26.575873751509498
Dominican Republic,2018,25.714189579234098
Dominican Republic,2017,27.3571832796541
Dominican Republic,2016,24.9850297383026
Dominican Republic,2015,22.5917253513582
Dominican Republic,2014,18.6025451567973
Dominican Republic,2013,24.09728268621919
Dominican Republic,2012,21.9448025656132
Dominican Republic,2011,23.5517915844328
Dominican Republic,2010,21.513074253209798
Dominican Republic,2009,25.731283195138698
Dominican Republic,2008,21.4932092323857
Dominican Republic,2007,24.819263133750898
Ecuador,2020,12.1194107358625
Ecuador,2019,9.52015564564792
Ecuador,2018,11.2387437901897
Ecuador,2017,11.7746415280111
Ecuador,2016,16.3513003955535
Ecuador,2015,13.0655190509267
Ecuador,2014,18.9182851320816
Ecuador,2012,31.520921858404797
Ecuador,2011,30.730809681416797
Ecuador,2010,30.2178281638259
Ecuador,2008,32.7777627301939
"Egypt, Arab Rep.",2017,49.1875836550545
"Egypt, Arab Rep.",2008,9.405668516810179
El Salvador,2019,30.9683389245639
El Salvador,2018,33.9544273866393
El Salvador,2017,31.6784168240966
El Salvador,2016,33.04860059312979
El Salvador,2015,33.465047062791896
El Salvador,2014,31.325517863394797
El Salvador,2012,28.7266792006719
El Salvador,2011,30.994883259338803
El Salvador,2010,30.9886759715413
El Salvador,2009,34.9037139602677
El Salvador,2008,37.0066181233543
El Salvador,2007,31.488459669652404
Eswatini,2016,24.6002730483571
Ethiopia,2018,11.1191141007023
Ethiopia,2015,27.9668237873895
Fiji,2013,23.72513415383109
Fiji,2008,15.589665161107499
Gabon,2017,10.4915421752011
Gabon,2005,14.279967043927499
"Gambia, The",2015,17.253215805638998
"Gambia, The",2010,11.1588153740874
Georgia,2021,18.024395913534498
Georgia,2020,18.190608551911698
Georgia,2019,22.6995895899131
Georgia,2018,22.2120760739367
Georgia,2017,23.147585376027997
Georgia,2016,21.0353876184667
Georgia,2015,16.4581821477862
Georgia,2014,17.5094595813107
Georgia,2013,16.9235924141479
Georgia,2012,16.3966634163935
Georgia,2011,
Ghana,2016,32.757834782433996
Ghana,2012,32.7578350553285
Ghana,2005,2.66021890482234
Guatemala,2014,16.084847640428098
Guatemala,2011,5.54992435152972
Guatemala,2006,25.3389651559544
Guinea,2012,8.53067830004279
Haiti,2012,3.48654493835292
Haiti,2001,2.2819800105839
Honduras,2019,27.3018315314292
Honduras,2018,25.155665898124603
Honduras,2017,25.4616469494004
Honduras,2016,25.854707391012198
Honduras,2015,25.856361457804
Honduras,2013,32.1778737397564
Honduras,2011,28.9816638119163
Honduras,2010,30.5793546877549
Honduras,2009,22.0076154632746
Honduras,2008,32.7927283041615
Hungary,2007,4.99088573528234
"Iran, Islamic Rep.",2018,11.490376542674
Iraq,2012,12.580019071807499
Iraq,2006,6.785545474571459
Jamaica,2017,20.67258139417259
Jamaica,2010,23.112250306159197
Jamaica,2002,1.67596041813752
Jordan,2010,6.260541913307869
Jordan,2006,16.556631763237288
Kazakhstan,2017,15.200376111025902
Kazakhstan,2015,7.63877339902921
Kazakhstan,2014,7.87071914015856
Kazakhstan,2010,5.55345017571607
Kenya,2015,12.33669388513149
Kenya,2005,6.868396844180349
Kiribati,2006,17.2965364950038
Kosovo,2017,46.7755312260943
Kosovo,2013,45.944837044547796
Kosovo,2012,32.2337633546761
Kosovo,2011,68.8658531925489
Kosovo,2006,82.1281056881218
Kyrgyz Republic,2020,61.6582398945751
Kyrgyz Republic,2019,69.1507199536567
Kyrgyz Republic,2013,48.0815682590523
Kyrgyz Republic,2012,33.62801084055919
Kyrgyz Republic,2011,35.536765544327295
Kyrgyz Republic,2006,30.570293692420393
Lao PDR,2018,
Lao PDR,2007,88.8839926734626
Latvia,2009,8.16381678284386
Latvia,2008,6.60053096109598
Lesotho,2017,23.3833507358673
Lesotho,2010,
Liberia,2016,13.14217354231069
Liberia,2014,17.163799051143698
Liberia,2007,9.64483419709442
Lithuania,2008,20.4951054591061
Madagascar,2010,12.7400647627369
Malawi,2019,7.17905187194217
Malawi,2016,7.82064462200366
Malawi,2013,2.46615764080714
Malawi,2010,4.55460922829719
Malawi,2004,2.07602389778358
Malaysia,2016,7.53108773839854
Malaysia,2014,5.85214048013096
Malaysia,2012,2.31238954132085
Malaysia,2008,18.733364003469998
Maldives,2019,18.9648217377868
Maldives,2016,17.9274340771791
Maldives,2009,50.430943538351
Maldives,2004,11.289528417727999
Mali,2018,6.77255915577893
Mali,2009,7.835889180839049
Marshall Islands,2019,20.18274233281499
Mauritania,2014,70.9518221023443
Mauritius,2017,23.9178045974073
Mauritius,2012,48.89003581958329
Mauritius,2006,32.436318083729496
Mexico,2020,17.2487864499377
Mexico,2018,17.4606280994763
Mexico,2016,17.1194733228653
Mexico,2014,20.083568495016298
Mexico,2012,17.2673403313117
Mexico,2010,28.528309373197903
Mexico,2008,24.3889788182544
"Micronesia, Fed. Sts.",2000,21.5281337836597
Moldova,2018,58.68184661523049
Moldova,2013,61.1220778493141
Moldova,2012,59.8444026695033
Moldova,2010,67.2942400049165
Mongolia,2018,22.95236853248
Mongolia,2016,22.5876249674957
Mongolia,2014,18.734723531759588
Mongolia,2012,16.2053539672622
Mongolia,2011,17.5198422529666
Mongolia,2010,15.99162747068609
Mongolia,2009,19.623777544205588
Mongolia,2007,16.5322675016779
Montenegro,2014,50.25690365432231
Montenegro,2012,43.6549936775679
Mozambique,2014,18.3215468998514
Mozambique,2008,16.5044291256804
Myanmar,2017,80.6270943965311
Myanmar,2009,29.112747095223103
Namibia,2015,7.649184371316419
Nepal,2010,42.7089874608705
Nicaragua,2014,6.97032516585363
Nicaragua,2009,31.149001955494597
Nicaragua,2005,16.5022813660543
Niger,2018,10.663199201601389
Niger,2014,9.37736672328036
Niger,2011,6.90861408418032
Nigeria,2018,6.95417584582374
Nigeria,2015,17.6608769647684
Nigeria,2012,11.8037871173459
Nigeria,2010,16.119210814377897
Pakistan,2018,23.8768240759448
Pakistan,2015,45.3698797349501
Pakistan,2013,48.2145822988236
Pakistan,2009,43.842552311278595
Pakistan,2007,54.2627138543724
Palau,2006,4.77860813407401
Panama,2019,11.8780880276407
Panama,2018,12.2807673247416
Panama,2017,12.2596027419832
Panama,2016,12.3420135304341
Panama,2015,11.1640018788245
Panama,2014,10.5993885061741
Panama,2013,10.4210607861034
Panama,2012,9.723196057240049
Panama,2011,10.261799228624099
Panama,2010,11.1423424320687
Panama,2009,10.9169485773017
Panama,2008,11.6391778688015
Papua New Guinea,2009,0.33660163144575
Paraguay,2020,16.9462013721241
Paraguay,2019,15.879763925676798
Paraguay,2018,16.7459083873889
Paraguay,2017,47.7152340312134
Paraguay,2016,19.6708492820477
Paraguay,2015,18.7498732158586
Paraguay,2014,17.9843400529113
Paraguay,2013,75.2698724274219
Paraguay,2012,23.053727698207798
Paraguay,2011,23.822290382483597
Paraguay,2010,22.61169390181349
Paraguay,2009,25.1326106758519
Paraguay,2008,25.6167510668536
Paraguay,2007,28.769917916538603
Peru,2021,16.3816187487047
Peru,2020,15.7717966503261
Peru,2019,14.385187411647399
Peru,2018,14.525195874375399
Peru,2017,14.171345474358299
Peru,2016,14.8565736974627
Peru,2015,14.2624747207516
Peru,2014,12.8066120346949
Peru,2013,13.1391195215757
Peru,2012,13.0101740111451
Peru,2011,12.685576212275098
Peru,2010,12.5605001259106
Peru,2009,14.403457467244902
Peru,2008,13.900868413581998
Philippines,2018,36.577791841212296
Philippines,2015,17.6341198307344
Philippines,2013,26.1176166331674
Philippines,2006,14.1658718725825
Poland,2017,12.0820670487763
Poland,2016,11.5280023706403
Poland,2015,13.19218514511839
Poland,2012,14.09760950777
Poland,2011,13.64453898164219
Poland,2010,14.3763364609965
Poland,2009,13.74777799711539
Poland,2008,12.7138324515677
Poland,2007,12.61808811304839
Poland,2006,14.730672539130598
Poland,2005,15.2990015002395
Romania,2016,33.5545462534341
Romania,2012,25.0597143089827
Romania,2011,27.860376162249402
Romania,2008,28.948932951983704
Russian Federation,2017,3.8246099986491497
Russian Federation,2016,4.01215971723268
Russian Federation,2015,4.44370480912265
Russian Federation,2014,5.4797792019118
Rwanda,2013,4.795093839759669
Rwanda,2010,5.45963376520189
Rwanda,2005,3.06818744691985
Samoa,2008,11.4267678021505
Sao Tome and Principe,2017,8.53716956437581
Senegal,2018,11.895991427959
Senegal,2011,16.1095142804704
Serbia,2018,33.2116142099567
Serbia,2015,29.951365494297598
Serbia,2013,39.9772424185302
Serbia,2010,32.3934918242555
Serbia,2007,25.531231651249698
Sierra Leone,2018,20.173979876302788
Sierra Leone,2011,9.25699138675906
Slovak Republic,2009,6.70991440755687
Solomon Islands,2005,12.9357506455923
South Africa,2020,51.2816319450881
South Africa,2019,56.13915501108999
South Africa,2018,35.5051084919239
South Africa,2016,44.7540560265737
South Africa,2005,30.675550415028503
Sri Lanka,2019,38.78884537575339
Sri Lanka,2016,36.54806100600389
Sri Lanka,2012,30.812538213948297
Sri Lanka,2009,25.7080891379685
Sri Lanka,2006,27.4704165872873
Syrian Arab Republic,2003,66.7225742961612
Tanzania,2014,9.88637832339675
Tanzania,2012,9.56872349947163
Tanzania,2008,3.8656837545058496
Thailand,2019,45.84530465537739
Thailand,2017,44.4934121662404
Thailand,2013,29.748097066019703
Thailand,2011,31.4103731128612
Thailand,2009,30.569454796678592
Thailand,2006,1.6256285561635502
Timor-Leste,2011,16.8440304271543
Timor-Leste,2007,3.06995514475827
Togo,2018,10.9169410026374
Togo,2011,10.2024217933206
Togo,2006,14.049229248823899
Tonga,2009,6.33962231361251
Turkiye,2019,18.3989766761403
Turkiye,2018,17.2349138399679
Turkiye,2017,13.802576954863198
Turkiye,2016,17.6316948575021
Turkiye,2015,16.9918887039866
Turkiye,2014,14.0819647154119
Turkiye,2013,15.6962822044645
Turkiye,2012,16.8099536300974
Turkiye,2011,16.431182843115
Turkiye,2010,14.9567863834693
Turkiye,2009,15.6649486377519
Turkiye,2008,12.216595804020999
Turkiye,2007,18.5197640736511
Turkiye,2006,19.888084775406988
Turkiye,2005,17.9410507520745
Turkiye,2004,16.1090911999348
Uganda,2016,11.0566060286285
Uganda,2012,8.62587890173714
Uganda,2009,8.35294196531747
Uganda,2005,8.58047929247905
Ukraine,2013,8.0713643934398
Ukraine,2012,7.960118691650379
Ukraine,2011,8.40725806356808
Ukraine,2006,8.00560855074753
Uruguay,2020,17.2694830845146
Uruguay,2019,14.5538016232994
Uruguay,2018,15.516731631129199
Uruguay,2017,15.1038135443257
Uruguay,2016,15.5792914106843
Uruguay,2015,15.3700792244225
Uruguay,2012,14.7323110945031
Uruguay,2011,39.3217009303022
Uruguay,2010,38.4237299380072
Uruguay,2009,18.6392696371152
Uruguay,2008,18.214298851198098
Uzbekistan,2018,
Vanuatu,2019,2.41552216466153
Viet Nam,2014,45.835694822502596
Viet Nam,2012,45.6101397939982
Viet Nam,2010,39.7494198672955
Viet Nam,2006,13.666512628160902
West Bank and Gaza,2016,2.17352728060231
West Bank and Gaza,2009,16.5365097682336
West Bank and Gaza,2007,20.671911757500798
"Yemen, Rep.",2014,17.4094241775421
"Yemen, Rep.",2005,12.30653564410629
Zambia,2015,4.28533392213817
Zambia,2010,43.7731011002028
Zimbabwe,2019,85.0467300415039
Zimbabwe,2017,26.084740805870897
Zimbabwe,2007,55.475917977997604
Argentina,2014,
Argentina,2012,
Argentina,2011,
Bhutan,2007,
Botswana,2015,
Botswana,2009,
Chile,2009,
Chile,2006,
Eswatini,2009,
India,2011,
Indonesia,2021,
Indonesia,2020,
Indonesia,2019,
Indonesia,2018,
Indonesia,2017,
Indonesia,2016,
Indonesia,2015,
Kazakhstan,2007,
Kiribati,2019,
Mauritania,2008,
Montenegro,2013,
Montenegro,2011,
South Africa,2014,
South Africa,2010,
South Sudan,2009,
Sudan,2009,
Tajikistan,2011,
Tanzania,2010,
Tunisia,2010,
Ukraine,2020,
Ukraine,2018,
Ukraine,2016,
Ukraine,2015,
Bhutan,2017,
Djibouti,2002,
Eswatini,2000,
Ethiopia,2004,
Morocco,2009,
Namibia,2009,
"Venezuela, RB",2006,
Zimbabwe,2011,
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
