country,year,per_allsp.adq_q3_tot
Fiji,2013,8.93736843701494
Fiji,2008,38.48450720628469
Gabon,2017,6.42300880272328
Gabon,2005,21.5555929575245
"Gambia, The",2015,8.78665711797793
"Gambia, The",2010,30.0167549426601
Georgia,2021,44.4588173873143
Georgia,2020,46.7182269732214
Georgia,2019,40.71349999170269
Georgia,2018,39.1299156059969
Georgia,2017,40.020724549249195
Georgia,2016,43.2687744241797
Georgia,2015,40.3397824988229
Georgia,2014,41.8460354579355
Georgia,2013,37.16378131649089
Georgia,2012,34.203639473227895
Georgia,2011,33.21297846035769
Ghana,2016,
Ghana,2012,
Ghana,2005,1.06123798171707
Guatemala,2014,33.895886654426796
Guatemala,2011,3.58993867466831
Guatemala,2006,9.09649034496175
Guinea,2012,11.2067058168819
Haiti,2012,
Haiti,2001,
Honduras,2019,7.71039309514409
Honduras,2018,8.886013576860229
Honduras,2017,4.8581291460976
Honduras,2016,4.24193348859429
Honduras,2015,5.21926000170944
Honduras,2013,9.9653383604544
Honduras,2011,8.11460997577475
Honduras,2010,4.79276254366754
Honduras,2009,18.7745442913682
Honduras,2008,3.81601746393379
Hungary,2007,58.6689235620083
"Iran, Islamic Rep.",2018,10.3842733833482
Iraq,2012,8.70596177251632
Iraq,2006,8.50105277889345
Jamaica,2017,10.327519393918
Jamaica,2010,9.606211145764359
Jamaica,2002,0.40185063866862003
Jordan,2010,14.0681272207344
Jordan,2006,18.6910788337964
Kazakhstan,2017,41.3957313304969
Kazakhstan,2015,36.0912151865571
Kazakhstan,2014,37.0037576463271
Kazakhstan,2010,18.5260073092763
Kenya,2015,7.250461312727061
Kenya,2005,12.7267474222371
Kiribati,2006,
Kosovo,2017,28.7504309565286
Kosovo,2013,15.949740354648402
Kosovo,2012,14.796279831684
Kosovo,2011,18.7824183967257
Kosovo,2006,21.5458293351912
Kyrgyz Republic,2020,40.9451093763643
Kyrgyz Republic,2019,42.0425064326666
Kyrgyz Republic,2013,42.81747377327889
Kyrgyz Republic,2012,39.5374485386002
Kyrgyz Republic,2011,34.6043471290853
Kyrgyz Republic,2006,33.0512113210087
Lao PDR,2018,
Lao PDR,2007,25.3934530641518
Latvia,2009,40.3076518248429
Latvia,2008,34.92448610085369
Lesotho,2017,16.6236580404421
Lesotho,2010,
Liberia,2016,5.02128802564533
Liberia,2014,5.155018718694819
Liberia,2007,8.2437649403239
Lithuania,2008,39.6967016844969
Madagascar,2010,
Malawi,2019,5.53347146016893
Malawi,2016,5.32315521422884
Malawi,2013,1.1138709849103
Malawi,2010,2.49027198575423
Malawi,2004,4.10240453346273
Malaysia,2016,7.21487767896884
Malaysia,2014,5.56911273065109
Malaysia,2012,1.8586412879981
Malaysia,2008,5.3066760812642295
Maldives,2019,21.730614675447498
Maldives,2016,18.4219847298405
Maldives,2009,28.6317065075703
Maldives,2004,5.9336784339622
Mali,2018,16.7984699251631
Mali,2009,9.22522530508796
Marshall Islands,2019,66.9223330768154
Mauritania,2014,
Mauritius,2017,48.9918803114669
Mauritius,2012,49.8826799109071
Mauritius,2006,31.916360026256303
Mexico,2020,20.571185029591497
Mexico,2018,16.5577208183636
Mexico,2016,17.0310388646123
Mexico,2014,18.4067447051656
Mexico,2012,15.7016540633912
Mexico,2010,21.032530494795097
Mexico,2008,24.573334510700988
"Micronesia, Fed. Sts.",2000,44.7278111012871
Moldova,2018,55.97158308614439
Moldova,2013,38.34729811524699
Moldova,2012,39.241492596349396
Moldova,2010,39.750567071686696
Mongolia,2018,25.8613160877627
Mongolia,2016,24.8368619490621
Mongolia,2014,20.6315917372841
Mongolia,2012,25.18534047638819
Mongolia,2011,25.470674244139303
Mongolia,2010,18.6563298884415
Mongolia,2009,22.247562951515
Mongolia,2007,20.4386662453714
Montenegro,2014,51.0342917764206
Montenegro,2012,50.37749832402611
Mozambique,2014,52.041813368574594
Mozambique,2008,58.9530946132475
Myanmar,2017,18.0805147828105
Myanmar,2009,
Namibia,2015,15.6806966274914
Nepal,2010,5.56927760971728
Nicaragua,2014,23.1147366787579
Nicaragua,2009,25.3068836050687
Nicaragua,2005,15.2981864900502
Niger,2018,
Niger,2014,2.86200093279034
Niger,2011,24.1429657537206
Nigeria,2018,5.28493086756526
Nigeria,2015,10.8786665413541
Nigeria,2012,7.06871655739891
Nigeria,2010,0.4757951956894
Pakistan,2018,18.3384409543526
Pakistan,2015,13.4712520491341
Pakistan,2013,14.880682180671101
Pakistan,2009,14.613665513758301
Pakistan,2007,22.8600269956031
Palau,2006,21.1750167647393
Panama,2019,15.0868701951766
Panama,2018,15.485019651931301
Panama,2017,15.1136262230711
Panama,2016,14.568860496746
Panama,2015,14.7692570315501
Panama,2014,15.057205175956401
Panama,2013,14.139828845118599
Panama,2012,15.122212379957201
Panama,2011,16.3857215737196
Panama,2010,14.560452668176
Panama,2009,14.7738684934478
Panama,2008,31.831221820405098
Papua New Guinea,2009,0.20408554117763
Paraguay,2020,7.28536324543626
Paraguay,2019,11.3968210840493
Paraguay,2018,10.8216640287893
Paraguay,2017,20.0732779673292
Paraguay,2016,21.0998693696423
Paraguay,2015,22.4183983300618
Paraguay,2014,17.1687520955513
Paraguay,2013,23.9393272537805
Paraguay,2012,21.703311513148098
Paraguay,2011,27.3810394708623
Paraguay,2010,23.0684052646179
Paraguay,2009,36.3664205779474
Paraguay,2008,28.4161179192908
Paraguay,2007,43.5028879814502
Peru,2021,8.077142486474969
Peru,2020,10.2473396874828
Peru,2019,15.883358851207898
Peru,2018,15.768197503316001
Peru,2017,16.067772459839897
Peru,2016,15.5058623172367
Peru,2015,17.028468939454
Peru,2014,16.6320523960503
Peru,2013,19.1064791946143
Peru,2012,19.8317012583557
Peru,2011,23.4504764468957
Peru,2010,25.0852910150409
Peru,2009,22.3807475722804
Peru,2008,24.2827697217362
Philippines,2018,13.235260131666399
Philippines,2015,6.11993782942388
Philippines,2013,16.505429632109
Philippines,2006,25.6283044182156
Poland,2017,55.5470270569072
Poland,2016,69.1475387158988
Poland,2015,71.5699207099597
Poland,2012,64.888815175945
Poland,2011,64.4051342483817
Poland,2010,63.980745284784604
Poland,2009,62.25707682655099
Poland,2008,59.376539122175096
Poland,2007,59.0606941938332
Poland,2006,60.168379470072395
Poland,2005,60.2189825664945
Romania,2016,53.6822301242044
Romania,2012,46.6739275578854
Romania,2011,51.022069305766806
Romania,2008,45.9622876383677
Russian Federation,2017,33.616922455623396
Russian Federation,2016,32.2762923494183
Russian Federation,2015,34.2137334970257
Russian Federation,2014,34.5696184828897
Rwanda,2013,4.16743938477461
Rwanda,2010,2.49208991941294
Rwanda,2005,10.1826478759633
Samoa,2008,21.6732635612608
Sao Tome and Principe,2017,3.7956311608502697
Senegal,2018,8.429273890053759
Senegal,2011,5.28947580095624
Serbia,2018,66.2783426606562
Serbia,2015,55.1079011219956
Serbia,2013,53.4113829210194
Serbia,2010,59.2217546023675
Serbia,2007,47.51741779205279
Sierra Leone,2018,2.21948133698747
Sierra Leone,2011,
Slovak Republic,2009,41.9771253905209
Solomon Islands,2005,9.683515129994449
South Africa,2020,60.9583166801131
South Africa,2019,61.925498167188096
South Africa,2018,
South Africa,2016,42.48208874372829
South Africa,2005,38.39263284998129
Sri Lanka,2019,14.8844418944561
Sri Lanka,2016,14.991975449008098
Sri Lanka,2012,11.9041437828089
Sri Lanka,2009,10.886555017136699
Sri Lanka,2006,11.631335638163
Syrian Arab Republic,2003,59.94716871503461
Tanzania,2014,7.03858989738238
Tanzania,2012,22.1167701730131
Tanzania,2008,22.9649764961056
Thailand,2019,79.2200212758274
Thailand,2017,67.028543229731
Thailand,2013,11.4049840336253
Thailand,2011,10.6853154859515
Thailand,2009,6.3081661712434
Thailand,2006,0.30185709375418
Timor-Leste,2011,3.7398098790936003
Timor-Leste,2007,7.98095839244571
Togo,2018,16.3000114092573
Togo,2011,
Togo,2006,
Tonga,2009,
Turkiye,2019,50.3020719524784
Turkiye,2018,47.3729555623641
Turkiye,2017,49.4085141853203
Turkiye,2016,48.6472112103283
Turkiye,2015,44.43283705554829
Turkiye,2014,42.278360729639
Turkiye,2013,44.7030973852106
Turkiye,2012,45.3186847211052
Turkiye,2011,43.26296793495819
Turkiye,2010,41.5181139491172
Turkiye,2009,36.8411130193888
Turkiye,2008,27.6000148793808
Turkiye,2007,30.861350499724598
Turkiye,2006,31.3195902861838
Turkiye,2005,32.408375879619996
Turkiye,2004,32.6770352045495
Uganda,2016,15.3523606833533
Uganda,2012,12.0770812673807
Uganda,2009,16.3304221084827
Uganda,2005,
Ukraine,2013,51.06997606414579
Ukraine,2012,53.2633189877137
Ukraine,2011,46.2962436080964
Ukraine,2006,42.66119301292599
Uruguay,2020,36.3047950487154
Uruguay,2019,48.6912846361191
Uruguay,2018,33.6136728279477
Uruguay,2017,32.306244227858
Uruguay,2016,31.6635203824646
Uruguay,2015,30.21918468993629
Uruguay,2012,32.0242895973805
Uruguay,2011,44.26317569531079
Uruguay,2010,44.5548613310095
Uruguay,2009,43.67861174267329
Uruguay,2008,33.3602881786582
Uzbekistan,2018,34.4568210662905
Vanuatu,2019,
Viet Nam,2014,29.3785873088867
Viet Nam,2012,24.0363249611186
Viet Nam,2010,17.2437864449503
Viet Nam,2006,35.4661571186724
West Bank and Gaza,2016,5.02779195247635
West Bank and Gaza,2009,19.0971103163633
West Bank and Gaza,2007,
"Yemen, Rep.",2014,7.917215751216509
"Yemen, Rep.",2005,9.68239032684816
Zambia,2015,4.7778203204509
Zambia,2010,52.30760616531091
Zimbabwe,2019,27.6031169891357
Zimbabwe,2017,21.984091752182
Zimbabwe,2007,21.4907108318033
Argentina,2014,35.9527412475226
Argentina,2012,42.6574068573144
Argentina,2011,42.576193914846996
Bhutan,2007,0.8503264754536499
Botswana,2015,26.6550900036564
Botswana,2009,11.19422613114569
Chile,2009,19.4817045399144
Chile,2006,19.569372293533
Eswatini,2009,14.26570452901309
India,2011,5.55092899190272
Indonesia,2021,5.55935492264177
Indonesia,2020,4.98046191360467
Indonesia,2019,3.53344371414177
Indonesia,2018,3.11339840425182
Indonesia,2017,2.8687912268385096
Indonesia,2016,3.61772038867159
Indonesia,2015,13.67304049779379
Kazakhstan,2007,10.231032628471
Kiribati,2019,5.41351899911188
Mauritania,2008,38.0977778929402
Montenegro,2013,54.8452474730827
Montenegro,2011,51.1012040753563
South Africa,2014,37.2443085245448
South Africa,2010,28.223568757143404
South Sudan,2009,1.7145675789538
Sudan,2009,1.42257664416929
Tajikistan,2011,6.82214652845456
Tanzania,2010,19.4176754884282
Tunisia,2010,4.78335189819336
Ukraine,2020,48.8295697427237
Ukraine,2018,35.58875672006379
Ukraine,2016,32.5137351092334
Ukraine,2015,39.7709047041401
Bhutan,2017,
Djibouti,2002,
Eswatini,2000,
Ethiopia,2004,
Morocco,2009,
Namibia,2009,
"Venezuela, RB",2006,
Zimbabwe,2011,
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
