country,year,per_allsp.cov_q1_tot
Latvia,2009,89.8935364311375
Latvia,2008,80.7739723787188
Lesotho,2017,90.1096502449297
Lesotho,2010,7.66664103034355
Liberia,2016,21.3484472772257
Liberia,2014,6.9684274398949
Liberia,2007,33.862531277895
Lithuania,2008,91.8894510118165
Madagascar,2010,1.0311264938099
Malawi,2019,42.51882264715799
Malawi,2016,49.6037531774406
Malawi,2013,42.4531457153883
Malawi,2010,19.207162602632
Malawi,2004,60.72739826110269
Malaysia,2016,97.67823358367528
Malaysia,2014,98.77463966799128
Malaysia,2012,95.5967595892769
Malaysia,2008,94.1149563479067
Maldives,2019,31.42882840182679
Maldives,2016,33.649066933738595
Maldives,2009,29.4472300683789
Maldives,2004,3.4594828684371497
Mali,2018,41.4434455549062
Mali,2009,0.55870027020399
Marshall Islands,2019,52.348871771704395
Mauritania,2014,47.4608084025883
Mauritius,2017,51.41663820858759
Mauritius,2012,54.771902372213
Mauritius,2006,45.2636281279865
Mexico,2020,50.1653269380302
Mexico,2018,62.5367130307392
Mexico,2016,68.196361984765
Mexico,2014,57.7382660270928
Mexico,2012,71.6226262072217
Mexico,2010,56.8011574466117
Mexico,2008,28.66273305108029
"Micronesia, Fed. Sts.",2000,11.9921430786726
Moldova,2018,71.0301819524718
Moldova,2013,62.009604148095995
Moldova,2012,68.0606578300351
Moldova,2010,64.1899219740254
Mongolia,2018,98.1375317993746
Mongolia,2016,98.68954436705401
Mongolia,2014,98.6586844319736
Mongolia,2012,99.78915096365708
Mongolia,2011,99.9496573030725
Mongolia,2010,98.7710967529459
Mongolia,2009,97.12293092085632
Mongolia,2007,97.1755762865651
Montenegro,2014,71.7161849800767
Montenegro,2012,67.4375976287016
Mozambique,2014,3.1773059985386003
Mozambique,2008,8.23590097383935
Myanmar,2017,11.637104379061599
Myanmar,2009,0.78348720379176
Namibia,2015,51.7175673717479
Nepal,2010,49.072531810831
Nicaragua,2014,76.6880870712827
Nicaragua,2009,55.561555595426206
Nicaragua,2005,70.2262658489815
Niger,2018,29.587016923933003
Niger,2014,15.5180343947046
Niger,2011,2.80710524170833
Nigeria,2018,28.3730940619722
Nigeria,2015,5.23812716844715
Nigeria,2012,3.1314025924875697
Nigeria,2010,1.02157784567709
Pakistan,2018,25.922026063241198
Pakistan,2015,22.3871272352937
Pakistan,2013,21.2467479120788
Pakistan,2009,15.447327298642499
Pakistan,2007,4.06785980027517
Palau,2006,41.5140665798384
Panama,2019,90.682819853824
Panama,2018,90.47155289622
Panama,2017,88.2553215419146
Panama,2016,91.2860876714635
Panama,2015,90.1214939053467
Panama,2014,82.8297543795921
Panama,2013,85.2763692020028
Panama,2012,85.7545017869339
Panama,2011,81.1110292204353
Panama,2010,84.9315426348571
Panama,2009,84.0345305896618
Panama,2008,80.1037390351875
Papua New Guinea,2009,2.09601550493877
Paraguay,2020,92.9902867357843
Paraguay,2019,88.1982029583213
Paraguay,2018,86.8215979548315
Paraguay,2017,85.9711676246658
Paraguay,2016,85.1548858253664
Paraguay,2015,83.9148425308341
Paraguay,2014,82.6679716789793
Paraguay,2013,82.5697626476097
Paraguay,2012,86.2967287680882
Paraguay,2011,72.8945544214724
Paraguay,2010,73.4598916874517
Paraguay,2009,58.91331598571819
Paraguay,2008,58.8143343413537
Paraguay,2007,52.001694538608604
Peru,2021,96.73483595544799
Peru,2020,83.6148922183042
Peru,2019,88.62019500298
Peru,2018,90.4534323600639
Peru,2017,87.6702393749175
Peru,2016,89.5554696016034
Peru,2015,88.4190582743656
Peru,2014,88.2731601388298
Peru,2013,86.0254005249202
Peru,2012,90.1354557026779
Peru,2011,86.1478875856575
Peru,2010,86.0049066364386
Peru,2009,84.8080207230565
Peru,2008,78.1959643618102
Philippines,2018,58.4429839442622
Philippines,2015,63.3569580883213
Philippines,2013,59.03225446216139
Philippines,2006,1.05241649805846
Poland,2017,76.5216911501128
Poland,2016,72.9855571110353
Poland,2015,73.3465402286133
Poland,2012,78.8417072744102
Poland,2011,78.5313769518873
Poland,2010,80.448772577062
Poland,2009,84.0937293028399
Poland,2008,82.4687731923761
Poland,2007,86.7156314637471
Poland,2006,89.2995607762417
Poland,2005,90.7155393365974
Romania,2016,93.50997709570932
Romania,2012,92.0042035864646
Romania,2011,91.7851931454005
Romania,2008,91.6567848531746
Russian Federation,2017,88.7842054429648
Russian Federation,2016,88.2167897449853
Russian Federation,2015,85.469000625796
Russian Federation,2014,86.5471094037167
Rwanda,2013,32.4331588462096
Rwanda,2010,29.362392825210797
Rwanda,2005,18.2294888692957
Samoa,2008,31.810875300541504
Sao Tome and Principe,2017,17.1882577168532
Senegal,2018,40.96355947317219
Senegal,2011,9.338877705129219
Serbia,2018,79.170894995538
Serbia,2015,73.8205979347629
Serbia,2013,70.6085451426155
Serbia,2010,69.9917363594312
Serbia,2007,65.2646500707883
Sierra Leone,2018,21.3380592509209
Sierra Leone,2011,34.57235575032429
Slovak Republic,2009,96.75521860260692
Solomon Islands,2005,1.10697292212998
South Africa,2020,94.8855238743492
South Africa,2019,95.9213433717796
South Africa,2018,97.6644885274558
South Africa,2016,95.8703860502084
South Africa,2005,84.253376931691
Sri Lanka,2019,50.8882013179764
Sri Lanka,2016,49.4437764335055
Sri Lanka,2012,48.3350290449577
Sri Lanka,2009,45.9912382251293
Sri Lanka,2006,52.943305392288295
Syrian Arab Republic,2003,3.56637908647604
Tanzania,2014,8.97979506643935
Tanzania,2012,22.46984460099789
Tanzania,2008,6.94208669173685
Thailand,2019,95.2292612884858
Thailand,2017,88.4411161698857
Thailand,2013,81.5882796365364
Thailand,2011,83.1742988260848
Thailand,2009,85.1534917404772
Thailand,2006,68.7433695863366
Timor-Leste,2011,41.3972437968797
Timor-Leste,2007,23.5234904013263
Togo,2018,26.0390386473029
Togo,2011,0.0
Togo,2006,
Tonga,2009,
Turkiye,2019,57.78333747699019
Turkiye,2018,61.22658552589251
Turkiye,2017,62.45118405379541
Turkiye,2016,64.6433920488966
Turkiye,2015,62.996367691021106
Turkiye,2014,64.281938076967
Turkiye,2013,60.55995462085729
Turkiye,2012,58.9859043794989
Turkiye,2011,59.264399150837
Turkiye,2010,61.0506704998388
Turkiye,2009,56.0894435470194
Turkiye,2008,66.9533363873495
Turkiye,2007,55.4791007535696
Turkiye,2006,46.62444910585809
Turkiye,2005,42.8883138075491
Turkiye,2004,40.0709057905103
Uganda,2016,0.48295639406048996
Uganda,2012,75.68675157312
Uganda,2009,5.11138682662523
Uganda,2005,13.03607884410119
Ukraine,2013,78.2489232454118
Ukraine,2012,78.3692011400313
Ukraine,2011,79.2205580810683
Ukraine,2006,75.3732606803993
Uruguay,2020,89.5593284843183
Uruguay,2019,93.6052208315616
Uruguay,2018,93.5701028971841
Uruguay,2017,93.8027245271887
Uruguay,2016,94.6166840383855
Uruguay,2015,94.7532502755449
Uruguay,2012,95.1779081298217
Uruguay,2011,93.6146358486223
Uruguay,2010,94.26270408663339
Uruguay,2009,91.9266553120774
Uruguay,2008,84.3557357918271
Uzbekistan,2018,26.9215886892083
Vanuatu,2019,5.54924225251028
Viet Nam,2014,54.47554039571709
Viet Nam,2012,64.8479049728345
Viet Nam,2010,69.6347675117165
Viet Nam,2006,52.2085652136853
West Bank and Gaza,2016,47.6969475617224
West Bank and Gaza,2009,21.365925461558998
West Bank and Gaza,2007,22.5016361032442
"Yemen, Rep.",2014,46.2325965092468
"Yemen, Rep.",2005,23.24945230868809
Zambia,2015,0.8181973683702
Zambia,2010,0.52968681048292
Zimbabwe,2019,58.9574890136719
Zimbabwe,2017,15.317779092120002
Zimbabwe,2007,28.7383414311433
Argentina,2014,57.075344985766094
Argentina,2012,45.85437728792469
Argentina,2011,48.343069594534896
Bhutan,2007,2.76201310527372
Botswana,2015,65.5709393502503
Botswana,2009,91.63193860822152
Chile,2009,96.5143392505708
Chile,2006,96.31558310253152
Eswatini,2009,70.9267257344138
India,2011,96.4334773964287
Indonesia,2021,64.2910273110962
Indonesia,2020,51.2792704213772
Indonesia,2019,50.9430547980815
Indonesia,2018,72.2525178509944
Indonesia,2017,68.6541411850171
Indonesia,2016,75.7966908911293
Indonesia,2015,77.0684530324078
Kazakhstan,2007,56.82015907808879
Kiribati,2019,39.2297123523556
Mauritania,2008,36.2718820250461
Montenegro,2013,64.9791072417546
Montenegro,2011,53.7029858841716
South Africa,2014,96.1661850835664
South Africa,2010,86.6260422047908
South Sudan,2009,3.3670658990436504
Sudan,2009,13.1009506883009
Tajikistan,2011,45.7926251350126
Tanzania,2010,16.2903190724111
Tunisia,2010,19.806472778320288
Ukraine,2020,66.4477281806399
Ukraine,2018,85.8091505927995
Ukraine,2016,69.638678607083
Ukraine,2015,74.6971250972846
Bhutan,2017,2.88742917363484
Djibouti,2002,2.38185119911622
Eswatini,2000,47.1286071949921
Ethiopia,2004,0.59520831755173
Morocco,2009,52.4695435431038
Namibia,2009,26.498595236189697
"Venezuela, RB",2006,9.14093663501615
Zimbabwe,2011,37.4671859741211
Costa Rica,2009,84.7301707147043
Ethiopia,2010,16.20752438992889
India,2009,22.60935585505259
India,2004,30.2805513465913
Indonesia,2014,86.1547594057134
Indonesia,2012,81.6579668196294
Indonesia,2011,79.7047514810674
Indonesia,2009,65.0126805181932
Lebanon,2004,25.4744043942887
Namibia,2003,19.3399265668638
Russian Federation,2007,73.4844835335353
Thailand,2018,94.4653401439518
