country,year,per_pr_allpr.cov_q3_tot
Georgia,2013,83.5009493479528
Georgia,2012,78.01015010886
Georgia,2011,12.906702981068099
Ghana,2016,30.6632601543891
Ghana,2012,30.6632601543891
Ghana,2005,31.2190194248073
Guatemala,2014,28.4870185471771
Guatemala,2011,42.0772797332226
Guatemala,2006,37.5294136795699
Guinea,2012,50.7434950018281
Haiti,2012,45.7117739370496
Haiti,2001,43.8243588668091
Honduras,2019,41.5127988154396
Honduras,2018,46.0471321623117
Honduras,2017,46.5908045488964
Honduras,2016,45.5829957375176
Honduras,2015,45.6519855031597
Honduras,2013,45.20384802368919
Honduras,2011,41.5280907726978
Honduras,2010,48.0642943626998
Honduras,2009,34.8897086257296
Honduras,2008,48.0926239719749
Hungary,2007,24.0521452551511
"Iran, Islamic Rep.",2018,16.6727270281979
Iraq,2012,32.800872305921
Iraq,2006,41.59346441374619
Jamaica,2017,67.6466964156927
Jamaica,2010,45.08101851851849
Jamaica,2002,44.2282537606279
Jordan,2010,97.3304523429619
Jordan,2006,14.5882301395231
Kazakhstan,2017,17.0925255047046
Kazakhstan,2015,33.5548222677888
Kazakhstan,2014,36.177277080192596
Kazakhstan,2010,26.922241599648
Kenya,2015,31.856261284403992
Kenya,2005,44.6475203942149
Kiribati,2006,43.79218763101339
Kosovo,2017,17.16323243308569
Kosovo,2013,16.9561684153837
Kosovo,2012,18.1625472208132
Kosovo,2011,14.022068853789198
Kosovo,2006,8.53117002863459
Kyrgyz Republic,2020,8.51531303362195
Kyrgyz Republic,2019,7.25280342906095
Kyrgyz Republic,2013,8.38553065767073
Kyrgyz Republic,2012,9.6231192016872
Kyrgyz Republic,2011,10.301915637548289
Kyrgyz Republic,2006,17.966105271815298
Lao PDR,2018,8.53988285080998
Lao PDR,2007,11.6428316663379
Latvia,2009,38.3841661352789
Latvia,2008,38.2698977204666
Lesotho,2017,50.9133858065814
Lesotho,2010,12.20033665062159
Liberia,2016,44.501051344164196
Liberia,2014,36.5857310306347
Liberia,2007,34.4411164154557
Lithuania,2008,4.68008696018275
Madagascar,2010,33.6629526039603
Malawi,2019,56.8504105649249
Malawi,2016,43.7486238165414
Malawi,2013,52.8752266566319
Malawi,2010,37.9934167690856
Malawi,2004,77.2626027759625
Malaysia,2016,92.2710298828652
Malaysia,2014,91.77007799734321
Malaysia,2012,82.9318115036702
Malaysia,2008,24.1937219508102
Maldives,2019,30.115061162624702
Maldives,2016,31.01624128340969
Maldives,2009,31.3461080388487
Maldives,2004,10.94639006979189
Mali,2018,24.37940832150739
Mali,2009,39.1353700716676
Marshall Islands,2019,52.83345412666209
Mauritania,2014,31.99033548323129
Mauritius,2017,7.34138411079222
Mauritius,2012,19.881210917765298
Mauritius,2006,4.06929806559104
Mexico,2020,24.73151430943979
Mexico,2018,23.9549044755888
Mexico,2016,24.7882557844783
Mexico,2014,19.8620470295697
Mexico,2012,29.380434864597397
Mexico,2010,17.766476766008697
Mexico,2008,19.8256623898401
"Micronesia, Fed. Sts.",2000,42.2581812542005
Moldova,2018,29.60153519237389
Moldova,2013,29.421140317559804
Moldova,2012,30.6037560566491
Moldova,2010,30.3566347167093
Mongolia,2018,14.789112276705199
Mongolia,2016,11.9675513310517
Mongolia,2014,14.426935150366699
Mongolia,2012,16.733037682961598
Mongolia,2011,15.1734635928188
Mongolia,2010,21.49964007597199
Mongolia,2009,22.8302307253419
Mongolia,2007,18.6708132922899
Montenegro,2014,2.42363727953993
Montenegro,2012,4.4236019505783
Mozambique,2014,26.358624397643897
Mozambique,2008,24.7305044162938
Myanmar,2017,32.4406983906333
Myanmar,2009,9.9496259175459
Namibia,2015,47.9538974438244
Nepal,2010,57.4341871183603
Nicaragua,2014,26.237388776645897
Nicaragua,2009,17.1204063606556
Nicaragua,2005,41.7834576094178
Niger,2018,41.4338322607908
Niger,2014,44.0265360273522
Niger,2011,56.904925903487005
Nigeria,2018,54.9115412588406
Nigeria,2015,2.26052421070379
Nigeria,2012,1.55182264118941
Nigeria,2010,1.7132740567994302
Pakistan,2018,40.7965843858732
Pakistan,2015,21.5179127726599
Pakistan,2013,19.133129013946988
Pakistan,2009,17.26730145323839
Pakistan,2007,16.7423157325988
Palau,2006,7.73842972016016
Panama,2019,34.4128378737401
Panama,2018,32.8486333498363
Panama,2017,29.929853719341597
Panama,2016,36.473516491900895
Panama,2015,29.361347176452202
Panama,2014,11.765652023819689
Panama,2013,14.631599152836799
Panama,2012,16.2375228701444
Panama,2011,13.915937504158599
Panama,2010,14.7484125881395
Panama,2009,13.6725608311035
Panama,2008,28.7771648531507
Papua New Guinea,2009,44.596038720858
Paraguay,2020,28.8321939926868
Paraguay,2019,30.6893978046953
Paraguay,2018,29.804539342833692
Paraguay,2017,26.36135492563
Paraguay,2016,26.659919569453
Paraguay,2015,26.6058235680587
Paraguay,2014,22.898162457103
Paraguay,2013,26.0578024241735
Paraguay,2012,31.9726240861262
Paraguay,2011,25.9934621714016
Paraguay,2010,28.4716105832389
Paraguay,2009,28.5778520708027
Paraguay,2008,28.5842755299629
Paraguay,2007,29.0886878617761
Peru,2021,26.486384440661098
Peru,2020,24.174312397806798
Peru,2019,25.2749086281503
Peru,2018,24.5226155233363
Peru,2017,24.260326026429198
Peru,2016,22.5680463125371
Peru,2015,23.3886185946617
Peru,2014,24.677697378044698
Peru,2013,22.00596018481219
Peru,2012,25.2981639154579
Peru,2011,26.357480677086798
Peru,2010,27.257606566672898
Peru,2009,28.491231246652998
Peru,2008,28.206693069831502
Philippines,2018,69.3180264107154
Philippines,2015,68.7654480559809
Philippines,2013,45.1970839253865
Philippines,2006,93.1149104322944
Poland,2017,33.8351055613824
Poland,2016,36.5690103522164
Poland,2015,36.60979951712619
Poland,2012,31.065991871452198
Poland,2011,30.8177098727182
Poland,2010,29.450580777289996
Poland,2009,32.080918276000695
Poland,2008,32.541187909304
Poland,2007,35.765712157720294
Poland,2006,37.0206622136385
Poland,2005,39.2542992016916
Romania,2016,4.21352572453312
Romania,2012,6.355175853266299
Romania,2011,7.40285940616517
Romania,2008,5.875859847260919
Russian Federation,2017,46.6924120070421
Russian Federation,2016,47.5785963603305
Russian Federation,2015,44.7846000497399
Russian Federation,2014,43.2178808334889
Rwanda,2013,96.692243626457
Rwanda,2010,97.1016717205244
Rwanda,2005,76.7205615480464
Samoa,2008,87.3502446134221
Sao Tome and Principe,2017,17.6692424002694
Senegal,2018,68.1541199646523
Senegal,2011,89.6135090237238
Serbia,2018,3.27479298747246
Serbia,2015,3.98274305112774
Serbia,2013,4.453778894375819
Serbia,2010,3.46601338875392
Serbia,2007,4.83255833404898
Sierra Leone,2018,25.177187467213503
Sierra Leone,2011,21.727690339382
Slovak Republic,2009,5.1332420906198895
Solomon Islands,2005,47.577156650254096
South Africa,2020,15.724565894393
South Africa,2019,22.0275259130754
South Africa,2018,10.0746086912739
South Africa,2016,20.796358389022
South Africa,2005,16.7921291342851
Sri Lanka,2019,17.6537073121781
Sri Lanka,2016,18.161970523787797
Sri Lanka,2012,16.2071746361661
Sri Lanka,2009,12.04305394793859
Sri Lanka,2006,12.0452954983958
Syrian Arab Republic,2003,8.10498990481685
Tanzania,2014,31.253714163803597
Tanzania,2012,20.1976549540996
Tanzania,2008,24.12045748115389
Thailand,2019,33.7119384242199
Thailand,2017,31.697928482699
Thailand,2013,34.7026406478891
Thailand,2011,38.777492044141
Thailand,2009,37.8288774353251
Thailand,2006,47.1311745942591
Timor-Leste,2011,8.56458767884333
Timor-Leste,2007,18.9042037050252
Togo,2018,25.7380016144557
Togo,2011,30.8704113123632
Togo,2006,2.23110583066424
Tonga,2009,41.4954668100943
Turkiye,2019,15.5836978464876
Turkiye,2018,16.0011912691581
Turkiye,2017,14.604255102456202
Turkiye,2016,15.645925078445899
Turkiye,2015,16.391894298329
Turkiye,2014,19.474008595581598
Turkiye,2013,22.0147838378841
Turkiye,2012,20.6906855366157
Turkiye,2011,18.529935539755098
Turkiye,2010,24.989671033049497
Turkiye,2009,23.9725847981783
Turkiye,2008,18.014935812444797
Turkiye,2007,14.1947272374875
Turkiye,2006,14.6940450754527
Turkiye,2005,12.494768557131
Turkiye,2004,11.301756157694989
Uganda,2016,44.79893700522829
Uganda,2012,42.499073887069
Uganda,2009,40.5901676402631
Uganda,2005,41.9630550972544
Ukraine,2013,62.9801300527285
Ukraine,2012,66.4625524593921
Ukraine,2011,63.807235001894306
Ukraine,2006,61.2244927209947
Uruguay,2020,15.3985697536104
Uruguay,2019,18.2367644298852
Uruguay,2018,19.289096822046
Uruguay,2017,19.4906226105484
Uruguay,2016,19.528785049684398
Uruguay,2015,19.1722192009255
Uruguay,2012,20.39795902778839
Uruguay,2011,20.1666622120459
Uruguay,2010,22.2554774651191
Uruguay,2009,22.719019932042688
Uruguay,2008,24.1938893910866
Uzbekistan,2018,5.95134249244138
Vanuatu,2019,25.418473338811097
Viet Nam,2014,6.88039832565574
Viet Nam,2012,6.659437270138641
Viet Nam,2010,7.147532045071429
Viet Nam,2006,91.2182491215105
West Bank and Gaza,2016,99.264778956128
West Bank and Gaza,2009,20.87542809581919
West Bank and Gaza,2007,16.8222470244639
"Yemen, Rep.",2014,44.056417736270994
"Yemen, Rep.",2005,46.5255367722946
Zambia,2015,15.094771241839
Zambia,2010,22.3918837560847
Zimbabwe,2019,18.4596519470215
Zimbabwe,2017,29.4775031703159
Zimbabwe,2007,23.20480801840579
Argentina,2014,10.05775429606259
Argentina,2012,9.49607964574303
Argentina,2011,9.18659086130871
Bhutan,2007,10.3240435479221
Botswana,2015,41.3137995776038
Botswana,2009,
Chile,2009,
Chile,2006,
Eswatini,2009,56.8066659818596
India,2011,
Indonesia,2021,
Indonesia,2020,
Indonesia,2019,
Indonesia,2018,
Indonesia,2017,
Indonesia,2016,
Indonesia,2015,
Kazakhstan,2007,
Kiribati,2019,39.25099429672499
Mauritania,2008,
Montenegro,2013,
Montenegro,2011,
South Africa,2014,13.58171113702879
South Africa,2010,10.8749671674366
South Sudan,2009,10.9672969223443
Sudan,2009,9.14730530113819
Tajikistan,2011,
Tanzania,2010,
Tunisia,2010,
Ukraine,2020,
Ukraine,2018,
Ukraine,2016,
Ukraine,2015,
Bhutan,2017,5.191903490458389
Djibouti,2002,0.50202427261588
Eswatini,2000,69.4221063230646
Ethiopia,2004,0.8091645367283801
Morocco,2009,7.21947490384386
Namibia,2009,1.73712914174298
"Venezuela, RB",2006,12.193714066637499
Zimbabwe,2011,49.7533378601074
Costa Rica,2009,
Ethiopia,2010,
India,2009,
India,2004,
Indonesia,2014,
Indonesia,2012,
Indonesia,2011,
Indonesia,2009,
Lebanon,2004,
Namibia,2003,
Russian Federation,2007,
Thailand,2018,
