country,year,income_cat,adequacy_remittances,adequacy_all_prot_lab,coverage_remittances,coverage_all_prot_lab
Armenia,2021,0.8,0.5711776439805071,0.43967106541566503,0.21146199717556802,0.6535296641443741
Armenia,2021,1.0,0.576957693185709,0.31317777343047903,0.270011363755615,0.554992190337085
Armenia,2020,0.2,0.726187940583612,0.717148839694695,0.18701045947961903,0.774112189445013
Armenia,2020,0.4,0.6707606368623399,0.553671930611886,0.145844817893407,0.719955650910204
Armenia,2020,0.6,0.568248507291193,0.590998663920151,0.18447528575331099,0.698761009947261
Armenia,2020,0.8,0.573235325932967,0.508228543092998,0.188367188008362,0.624538330782198
Armenia,2020,1.0,0.495984220967735,0.363827566278517,0.249261524770073,0.583076025665818
Armenia,2019,0.2,,0.556924632424586,0.225883650387,0.726053759564865
Armenia,2019,0.4,0.929381436533559,0.47221008271000303,0.166527134142645,0.6643773373945789
Armenia,2019,0.6,0.625267169652822,0.4350734367004,0.174476062931716,0.668996858155119
Armenia,2019,0.8,0.6091332686229071,0.417655608073892,0.22324283846934,0.615113512856196
Armenia,2019,1.0,0.549399691381944,0.319395093200177,0.297859224364247,0.569378151721214
Armenia,2018,0.2,0.6425052791214491,0.6157517437000211,0.42527587851484,0.775151151942391
Armenia,2018,0.4,0.49124002060796795,0.5105041825898909,0.321265803705421,0.692890903291224
Armenia,2018,0.6,0.44436418579127496,0.446498474005122,0.312671492056311,0.6887405244748319
Armenia,2018,0.8,0.401998763319328,0.381271950905072,0.288691154564773,0.6538681336704041
Armenia,2018,1.0,0.21653379255156502,0.198636759034534,0.299089510437655,0.552263388659377
Armenia,2017,0.2,,0.596679556094772,0.263235544336028,0.7853500828654759
Armenia,2017,0.4,0.76196083654713,0.49605407663179796,0.21500363515169799,0.752648861965595
Armenia,2017,0.6,0.774850473243926,0.44201152592057497,0.172081019440306,0.7378730937605169
Armenia,2017,0.8,0.596076063502417,0.351868837068395,0.16345457491873902,0.689578057445319
Armenia,2017,1.0,0.35965777327665,0.21313150717823098,0.192445411927967,0.591290200414978
Armenia,2016,0.2,,0.65443611439495,0.359866062602249,0.7686091199720749
Armenia,2016,0.4,,0.491400585215238,0.271700782031939,0.703224827970036
Armenia,2016,0.6,0.94597393243214,0.379122513690125,0.285444003666125,0.67430525803435
Armenia,2016,0.8,0.726276969796239,0.351108947422785,0.22658968569485802,0.602788043353223
Armenia,2016,1.0,0.344884428687997,0.191901391282377,0.194561685629867,0.6281382211398401
Armenia,2015,0.2,,0.611549649329195,0.334506215427342,0.7595577490440201
Armenia,2015,0.4,,0.46510260770803796,0.296617100768086,0.701531956748832
Armenia,2015,0.6,0.994097644480605,0.367119974142559,0.22023490246827698,0.636167908474699
Armenia,2015,0.8,0.7155249236849519,0.34277593492264,0.233131297224013,0.635992951952355
Armenia,2015,1.0,0.41483660224147,0.20862442931825398,0.22108236405287598,0.60689876493697
Armenia,2014,0.2,,0.5980824284378989,0.264033490089015,0.731296273464633
Armenia,2014,0.4,0.890247400775113,0.481791080346186,0.231702477036396,0.69341315666269
Armenia,2014,0.6,0.7305724827907321,0.35584219514901905,0.198817225578413,0.650888530243694
Armenia,2014,0.8,0.529919798113387,0.312784776514491,0.195216672671605,0.66523767905895
Armenia,2014,1.0,0.560036072376084,0.21414700121568297,0.20433717820804698,0.5973332364946919
Armenia,2013,0.2,0.879483510417323,0.576510075548233,0.21344729930356698,0.702071342928757
Armenia,2013,0.4,0.965058978044897,0.431150208924037,0.196819586109427,0.648745521143878
Armenia,2013,0.6,0.7623303251460161,0.365738214507506,0.19831639721252198,0.636277727064341
Armenia,2013,0.8,0.571369003828074,0.34587485262735695,0.180830782297284,0.642627922992368
Armenia,2013,1.0,0.38619188086464395,0.207265517768892,0.20460970269538697,0.62260269907074
Armenia,2012,0.2,,0.599950905680474,0.239081716757444,0.7212065919004389
Armenia,2012,0.4,0.860742757209825,0.47117657451491296,0.189915749804107,0.70772643953771
Armenia,2012,0.6,0.7321972432855679,0.37635300119788195,0.172561117613771,0.652606024601304
Armenia,2012,0.8,0.516322818134278,0.331439207141145,0.162893633280657,0.613352240512045
Armenia,2012,1.0,0.45119156492144696,0.21650779175475499,0.168844770593552,0.5570966067437201
Armenia,2011,0.2,0.98080635100908,0.567383691111926,0.22288894476897098,0.6847977943054769
Armenia,2011,0.4,0.8281932742791609,0.419934965147552,0.162926909484222,0.6677354501445509
Armenia,2011,0.6,0.77297891995664,0.35775279959462203,0.19143970847336297,0.6205053936582849
Armenia,2011,0.8,0.644896053744481,0.355192833525085,0.1602028239586,0.630217171674043
Armenia,2011,1.0,0.45156207222294,0.214676837691422,0.195696163617096,0.575580643584166
Armenia,2010,0.2,0.7884975884673731,0.558747994887293,0.214435512324704,0.711961369109332
Armenia,2010,0.4,0.607066869049574,0.427154347563735,0.214143961525963,0.6788988230115081
Armenia,2010,0.6,0.6294093159067861,0.34718924436454995,0.21588959129035,0.653324652857617
Armenia,2010,0.8,0.501834145688944,0.363687050123659,0.20391377932028099,0.648601979432203
Armenia,2010,1.0,0.35932355326154103,0.226379332475797,0.18847803719090098,0.580629859817141
Armenia,2009,0.2,0.716356577410469,0.531273588424052,0.19139818626222202,0.679287339416614
Armenia,2009,0.4,0.5486497423602961,0.464795394519078,0.168531953695129,0.630059700291732
Armenia,2009,0.6,0.462808562884458,0.36856928804755695,0.183972854379032,0.599014994607485
Armenia,2009,0.8,0.418315772958198,0.34839335506392105,0.163133232456676,0.581684967502015
Armenia,2009,1.0,0.304618392842196,0.213299705622679,0.17864389494403599,0.549406836287887
Armenia,2008,0.2,0.7552747166229079,0.510752072158714,0.26265077400204,0.7063977465653559
Armenia,2008,0.4,0.580545363524122,0.363828153431399,0.195610340848901,0.641500629857193
Armenia,2008,0.6,0.482594458460879,0.295722933454939,0.165550007446754,0.585454290042749
Armenia,2008,0.8,0.41874877429562296,0.27264767258752803,0.176248957090122,0.565923006027034
Armenia,2008,1.0,0.29463432456009203,0.17313705450161,0.193634422181306,0.54385702764618
Azerbaijan,2015,0.2,0.00179420042896649,0.0392889468585445,0.1106153264286,0.723108813672007
Azerbaijan,2015,0.4,0.00136055836141934,0.020825788473995802,0.14030624541436298,0.6619198025616759
Azerbaijan,2015,0.6,0.00123737139500149,0.0285547963021585,0.15257526486166198,0.6371711635510929
Azerbaijan,2015,0.8,0.00128501209912322,0.023766879354157798,0.166482900587506,0.602314868577078
Azerbaijan,2015,1.0,0.00149484951767598,0.0233178093396273,0.18886531058135803,0.607705248035852
Bangladesh,2022,0.2,0.12403992439569,0.0365589023503783,0.378310089122909,0.701056096406106
Bangladesh,2022,0.4,0.136687508208174,0.0233927856571859,0.362551861637436,0.632163022810471
Bangladesh,2022,0.6,0.154116155050915,0.0221710654738076,0.360011793443321,0.570153078373395
Bangladesh,2022,0.8,0.155010935463683,0.0230012515908762,0.369442293935699,0.489824626776234
Bangladesh,2022,1.0,0.19197460291916102,0.0365939393461283,0.40387344260753105,0.384689569609319
Bangladesh,2016,0.2,0.0892120858254513,0.0436217216599676,0.283681171888485,0.557450562603944
Bangladesh,2016,0.4,0.0797042301319405,0.0321125078671761,0.263628501554163,0.501889445663128
Bangladesh,2016,0.6,0.07668883179881371,0.043468880021170796,0.276884561013165,0.413788053264632
Bangladesh,2016,0.8,0.0762263131793853,0.0361058640382921,0.27068961315362,0.342813501167463
Bangladesh,2016,1.0,0.06367783360381629,0.050947243953486696,0.38251772417147994,0.25159458462948403
Bangladesh,2010,0.2,0.217518387337957,0.054027539019123404,0.22740586256503398,0.26875096626636297
Bangladesh,2010,0.4,0.415222157510462,0.062124226351016,0.22210166185054303,0.224438906146245
Bangladesh,2010,0.6,0.467443373875103,0.068517365207082,0.245745940132919,0.18585399127851202
Bangladesh,2010,0.8,0.527980920956577,0.0630345939698277,0.281358887646061,0.170738811107461
Bangladesh,2010,1.0,0.502581589762046,0.156488349875933,0.285839792588382,0.131761897538304
Bangladesh,2005,0.2,0.133928734396098,0.255964736046724,0.413993739037736,0.22519782754417603
Bangladesh,2005,0.4,0.16684181135658702,0.234469805921226,0.392679440350419,0.161540769824826
Bangladesh,2005,0.6,0.24495044954566703,0.196221783341776,0.43442158940926,0.13916692576609502
Bangladesh,2005,0.8,0.366009473866278,0.209883268903198,0.435245024746493,0.09587994523009909
Bangladesh,2005,1.0,0.327285967506471,0.40023571341222997,0.43717376024653,0.0774059106759131
Belarus,2019,0.2,0.134054760927666,0.6915548010240581,0.579789898643841,0.763982968572203
Belarus,2019,0.4,0.130809696728223,0.639144078864812,0.53282889988155,0.7610618597720379
Belarus,2019,0.6,0.101461417365941,0.633314870759431,0.5524142026734711,0.702644509300909
Belarus,2019,0.8,0.10050409824989501,0.5293196856036461,0.57692982798492,0.721258205914567
Belarus,2019,1.0,0.107863150859351,0.36388152020854103,0.598853192498153,0.643584140689604
Belarus,2018,0.2,0.140671658029739,0.6684664727759361,0.534266935299742,0.760651788167311
Belarus,2018,0.4,0.114280160003226,0.636970004751905,0.5327535975729369,0.774873305984074
Belarus,2018,0.6,0.0846283058030796,0.5778832124694371,0.580241891347772,0.751007503115001
Belarus,2018,0.8,0.108152541264747,0.518127059721461,0.586264023877351,0.737302080833431
Belarus,2018,1.0,0.10235790296345999,0.3195210587871,0.623132390330766,0.642978892736476
Belarus,2017,0.2,0.11549435250451501,0.63623692566184,0.639797414816503,0.800589542680921
Belarus,2017,0.4,0.110889141719168,0.681368787477587,0.543764420257174,0.780801785891134
Belarus,2017,0.6,0.10524091000486101,0.584286451464042,0.595340139336109,0.768985465940623
Belarus,2017,0.8,0.10495162519466099,0.542279542381333,0.5474646870840609,0.7590773172915221
Belarus,2017,1.0,0.118013986718566,0.345630862176667,0.572490033975484,0.7115916208547339
Belarus,2016,0.2,0.161331805146595,,0.6004942449912329,0.7868453365388279
Belarus,2016,0.4,0.141012153637351,0.9808797650521259,0.587807993859836,0.779876754875223
Belarus,2016,0.6,0.11108490539424,0.79976614074304,0.573986577603035,0.773700068707774
Belarus,2016,0.8,0.135255984580788,0.659292920378324,0.603415331758146,0.755995072240907
Belarus,2016,1.0,0.149416985934276,0.46910873378113005,0.6237162202630909,0.721149204189651
Belarus,2015,0.2,0.13823702336838,0.656070528352371,0.577028239549233,0.7910327666340891
Belarus,2015,0.4,0.12886459997649902,0.672741144702019,0.548884508372268,0.7838923909030749
Belarus,2015,0.6,0.10708437903253999,0.607453138348551,0.56572844294967,0.737025285162093
Belarus,2015,0.8,0.114163355420791,0.504704194199921,0.613935460210477,0.7398800545385229
Belarus,2015,1.0,0.131592534108841,0.349297559987377,0.6359327932101599,0.7166885845621
Belarus,2014,0.2,0.176385113374592,0.6634102811417689,0.564070216953491,0.8046249277889891
Belarus,2014,0.4,0.149237104911474,0.625402613987259,0.596431362577109,0.79886799171783
Belarus,2014,0.6,0.125127825668505,0.532615109592133,0.569814539810397,0.750076327975117
Belarus,2014,0.8,0.11483696104027301,0.50835126970961,0.5934856393437731,0.747997712719019
Belarus,2014,1.0,0.14935281209268,0.308617264787187,0.617589943111472,0.668476411757962
Belarus,2013,0.2,0.199548123346347,0.731550920455193,0.55754675799643,0.8227002785117951
Belarus,2013,0.4,0.135511110986623,0.634390307300239,0.54572153828683,0.784306835885655
Belarus,2013,0.6,0.121475063699218,0.5466151366166391,0.5586242316277921,0.7696447432533821
Belarus,2013,0.8,0.109776972812167,0.453388456172582,0.560346138641167,0.703106860153511
Belarus,2013,1.0,0.11685383970964701,0.315089345756077,0.59893501791081,0.6729996527289
Belarus,2012,0.2,0.154546965817923,0.57036302107984,0.606228425579763,0.824900151526014
Belarus,2012,0.4,0.131214837656988,0.510523267598486,0.54521751961116,0.79038065212925
Belarus,2012,0.6,0.11110153207325199,0.46567540602475505,0.5636941202634,0.816103783061871
Belarus,2012,0.8,0.107390439484665,0.395827113615495,0.553538576182122,0.760509626234435
Belarus,2012,1.0,0.10591948298969299,0.289661956479653,0.579699850822457,0.670681231336454
Belarus,2010,0.2,0.122743680747916,0.510589867834301,0.655052398396352,0.805623889085218
Belarus,2010,0.4,0.111211946338149,0.466956645681292,0.623435405360469,0.761187276296765
Belarus,2010,0.6,0.101336171230219,0.441233139361619,0.6435490312894041,0.758708467897129
Belarus,2010,0.8,0.0846291259059187,0.375256018059557,0.6435955311636871,0.753404745953143
Belarus,2010,1.0,0.102476164505231,0.237156297757096,0.658457366898896,0.638706422383449
Belarus,2009,0.2,0.14200970393365,0.511484308953986,0.672721088424815,0.8281421342240659
Belarus,2009,0.4,0.128065794543336,0.46133556841479,0.666255494606075,0.769757319948893
Belarus,2009,0.6,0.10382705068938099,0.43501281080272397,0.6827160883689151,0.7656868836171
Belarus,2009,0.8,0.10097099412637499,0.358217195966837,0.6420298728914859,0.6965418840294321
Belarus,2009,1.0,0.104938472638009,0.232814146098215,0.694020761062864,0.633077821248505
Belarus,2008,0.2,0.0964439494978872,0.516366061918937,0.586117433219806,0.835918402592572
Belarus,2008,0.4,0.0827896832539557,0.43311414062779,0.604364503692486,0.78325347733673
Belarus,2008,0.6,0.0760999622215007,0.42096705060885,0.577884839589237,0.766157997707088
Belarus,2008,0.8,0.071630853484338,0.36267088032582995,0.583110586683633,0.7208372405244251
Belarus,2008,1.0,0.0809761788498769,0.271954120785853,0.592530341486677,0.641943681735592
Belize,2009,0.2,0.43973229244636897,0.5307402467024169,0.448289283925739,0.420620540620981
Belize,2009,0.4,0.23831504581149202,0.37819777132702903,0.37881322266891204,0.423203256183619
Belize,2009,0.6,0.196913270947149,0.210074520549587,0.231519016621961,0.36939247842224504
Belize,2009,0.8,0.19465536728216,0.152435402042722,0.253430560179634,0.416851876295041
Belize,2009,1.0,0.10034756929091398,0.17923526861505198,0.25654443481911,0.34043043506174697
Benin,2021,0.2,0.08600649443422309,0.217106779791299,0.198907954595829,0.054082142227294
Benin,2021,0.4,0.0697107749073312,0.0970244667087478,0.214404893736671,0.0790696792077437
Benin,2021,0.6,0.0781209029785874,0.143040193286595,0.20253146649921402,0.0944360930209759
Benin,2021,0.8,0.07404012852097899,0.268408960481897,0.24287740698359803,0.0747611764005586
Benin,2021,1.0,0.0952763352354442,0.17242136755279,0.240521093050227,0.130363306135024
Benin,2018,0.2,0.0894210946704723,0.32428211667780504,0.17121554776838,0.0916871133128388
Benin,2018,0.4,0.075021501283599,0.5346607541863481,0.204580666232,0.0870809030977181
Benin,2018,0.6,0.0763347693815305,0.20242038629276501,0.24221578712296601,0.101630144348731
Benin,2018,0.8,0.08358663490366171,0.257102231841266,0.29223685773674,0.105152913274552
Benin,2018,1.0,0.108233142098563,0.21621216242442098,0.363308037095504,0.141170097241448
Benin,2003,0.2,0.165043398986479,0.34638408557065903,0.21078544211149702,0.0360006406603271
Benin,2003,0.4,0.116744947435027,0.416568200771365,0.21299311816532002,0.0353466922326565
Benin,2003,0.6,0.123133044437983,0.21984508960187998,0.25835735127998,0.0661650964344154
Benin,2003,0.8,0.149932118232974,0.465525252901833,0.264742038038931,0.07185528101585889
Benin,2003,1.0,0.181487642747743,0.406318987487994,0.295383482033232,0.121946319212424
Bhutan,2022,0.2,0.113995283260967,0.174540808350201,0.147039689623219,0.0472388686126038
Bhutan,2022,0.4,0.12915909573877798,0.16268597283154299,0.110289137325513,0.09922042946222559
Bhutan,2022,0.6,0.153681487448703,0.16387902265819398,0.0897370678065897,0.10362141310193801
Bhutan,2022,0.8,0.159046357822908,0.133988850720449,0.0761676106086988,0.0960084084821726
Bhutan,2022,1.0,0.154645570202527,0.135488760095639,0.06293823081287049,0.102450092144311
Bhutan,2012,0.2,0.104421083922478,0.17201947653861901,0.16821679012569402,0.041224612513545804
Bhutan,2012,0.4,0.085319433555949,0.558188184564787,0.146731281660655,0.0338627578684407
Bhutan,2012,0.6,0.0998872626278125,0.34554534524911296,0.0947075443716413,0.024312851440696698
Bhutan,2012,0.8,0.139265199181145,0.481161710433484,0.100097745996821,0.0224398791512475
Bhutan,2012,1.0,0.138853503658476,0.181014597500487,0.0760778146608265,0.0240117530084595
Bolivia,2021,0.2,0.262734556427608,0.17134026363432098,0.270734818789413,0.9933965062234791
Bolivia,2021,0.4,0.23124197817199502,0.0923353991611306,0.22964937150861497,0.99262284455908
Bolivia,2021,0.6,0.189249988193057,0.0695316640633207,0.237713989031153,0.987716728293035
Bolivia,2021,0.8,0.167379358680795,0.0737242905195628,0.227693569555187,0.966195775240326
Bolivia,2021,1.0,0.15478384562411,0.10538853206855499,0.229468466937358,0.907032615883732
Bolivia,2020,0.2,0.214177754487284,0.19315606442799102,0.21600520577920201,0.996217943264018
Bolivia,2020,0.4,0.210549918318833,0.108683369446944,0.230489828298363,0.99630884604579
Bolivia,2020,0.6,0.195389947749317,0.0827048571068274,0.199718162009401,0.994345288723659
Bolivia,2020,0.8,0.16507082745319898,0.0871006747010659,0.207480653408897,0.987639630432256
Bolivia,2020,1.0,0.144414481494315,0.11405778794262501,0.17763238515959098,0.924882931805188
Bolivia,2019,0.2,0.21693964218701597,0.115069591354398,0.27227215301734,0.8959317130008441
Bolivia,2019,0.4,0.215197898524105,0.0607830769682705,0.248278390036677,0.860805418036704
Bolivia,2019,0.6,0.196812639402078,0.0681139208003697,0.24571580421313602,0.822769366641984
Bolivia,2019,0.8,0.155959598752281,0.09121225921771281,0.255872348839148,0.7559616065337509
Bolivia,2019,1.0,0.163456097916218,0.190275309029753,0.243620595931666,0.5642242060046889
Bolivia,2018,0.2,0.236698964432182,0.162833215339807,0.263353451677573,0.9053687465627119
Bolivia,2018,0.4,0.246550050386925,0.0659544946046375,0.244267086182079,0.8849788851854651
Bolivia,2018,0.6,0.232017943169332,0.058568208221033,0.217810031681828,0.843411207716936
Bolivia,2018,0.8,0.204619810674786,0.0743143023462173,0.247374903017465,0.807966853058598
Bolivia,2018,1.0,0.191368236697359,0.155538277270892,0.22612483317264398,0.7390784867027681
Bolivia,2017,0.2,0.25996818635094,0.190809045217222,0.22156215332410098,0.9086452359027529
Bolivia,2017,0.4,0.230322416789701,0.0724444840193961,0.213866344913984,0.8702019604992419
Bolivia,2017,0.6,0.201617202843974,0.057065574991112,0.208125080736361,0.8566552823676319
Bolivia,2017,0.8,0.173526653366333,0.079737070093875,0.224731240737026,0.8013778369662229
Bolivia,2017,1.0,0.19489327346524898,0.132760773772027,0.199655240369042,0.71421918286078
Bolivia,2016,0.2,0.206581760650324,0.13832813740472902,0.30795428585032303,0.901547382671274
Bolivia,2016,0.4,0.19319716862545,0.0626252397063895,0.265994437354319,0.890185354385207
Bolivia,2016,0.6,0.183727034821624,0.051693004957554196,0.231306758965519,0.854036571986194
Bolivia,2016,0.8,0.152887402696821,0.0689657770351994,0.243471792089837,0.8311814887806981
Bolivia,2016,1.0,0.161961734699923,0.141072759603309,0.21449661837693998,0.7397255259578059
Bolivia,2015,0.2,0.255253219228893,0.138039642166949,0.186193854175042,0.876069375122873
Bolivia,2015,0.4,0.24169589257437402,0.0629980709763053,0.159694619069922,0.8311056109823499
Bolivia,2015,0.6,0.20773707279874698,0.0486263855671646,0.16937630229259198,0.7947916656989951
Bolivia,2015,0.8,0.176223312619923,0.0668389224136641,0.19809674677023,0.726350557225348
Bolivia,2015,1.0,0.201729238513019,0.107471405181439,0.180429215241483,0.592645341345227
Bolivia,2014,0.2,0.188731694575599,0.133601654109508,0.244330788842316,0.8930613928129241
Bolivia,2014,0.4,0.211155952056966,0.0651535398872442,0.236207499196635,0.87687475217848
Bolivia,2014,0.6,0.18507034628109,0.047219174264005896,0.21673425758972,0.8148216824858691
Bolivia,2014,0.8,0.16654656695116302,0.0615682879326824,0.225497287522604,0.750685047321575
Bolivia,2014,1.0,0.15577222740052898,0.113460879947585,0.228662856542098,0.567630180429439
Bolivia,2012,0.2,0.314346454552327,0.38263396494763396,0.147338641600694,0.8847158310747361
Bolivia,2012,0.4,0.34238223581626004,0.146500752466666,0.19762771309418897,0.864250298479941
Bolivia,2012,0.6,0.286530832569506,0.107212252622243,0.160056808210844,0.795401067178828
Bolivia,2012,0.8,0.220290781669063,0.10152789977992599,0.200891608074193,0.7199642090493189
Bolivia,2012,1.0,0.268945318191853,0.11812426118041501,0.187212563095906,0.57347982210969
Bolivia,2011,0.2,0.30280187768663,0.369503406565113,0.191060819939954,0.883488584535307
