iso3,real_estate_share_of_value_added,home_ownership_rate,self_employment,k_pub_share,real_est_k_to_va_shares_ratio,k_real_est_share,k_labor_share,owner_occupied_share_of_value_added
COG,0.05575379253864181,0.8092505064145847,0.756196439862729,0.26927189635660304,3.705328168012808,0.2065860979669718,0.5635481992454121,0.04511878484642958
COK,0.1019921213960145,0.6854986276303752,,,3.705328168012808,0.37791428032403435,,0.06991545924607856
COL,0.08016718692132692,0.40440000000000004,0.465934825340389,0.20224120112445193,3.705328168012808,0.2970457358499406,0.6776335032978321,0.03241961039098461
COM,0.05575379253864181,0.8092505064145847,0.574777515841956,0.18570281251203513,3.705328168012808,0.2065860979669718,0.64711728308998,0.04511878484642958
CPV,0.08629817091899998,0.8092505064145847,0.385120664773282,0.27235123495854907,3.705328168012808,0.31976304355415436,0.4688803601125826,0.06983683851885313
CRI,0.08139939953009588,0.7386000000000001,0.269521883663997,0.17537294627227226,3.705328168012808,0.30161148793819276,0.6018568087365785,0.06012159649292883
CUB,0.07019097130394586,0.772606869511574,0.28367304452756903,,3.705328168012808,0.2600805831126893,,0.054230026607118335
CUW,0.11271002286353077,0.6599999999999999,,,3.705328168012808,0.41762762253360813,,0.0743886150899303
CYM,0.0928502557366532,0.47009843365553605,,,3.705328168012808,0.3440406679882139,,0.04364875978631662
CYP,0.08503362372000611,0.6452,0.10515626606210599,0.22887640169075577,3.705328168012808,0.3150774811979407,0.5678356074403329,0.054863694024147945
CZE,0.09393824068861352,0.7512000000000001,0.164905171448329,0.20687626848427165,3.705328168012808,0.34807200927708654,0.5316520381467809,0.07056640640528648
DEU,0.10006903032955414,0.42160000000000003,0.0862742215819687,0.172163040094892,3.705328168012808,0.37078859682582493,0.6715124874833401,0.042189103186940025
DJI,0.05575379253864181,0.8092505064145847,0.506862780791495,0.48470873034554296,3.705328168012808,0.2065860979669718,0.3481113652564721,0.04511878484642958
DMA,0.07019097130394586,0.772606869511574,,0.7083431474169981,3.705328168012808,0.2600805831126893,0.09071680744356228,0.054230026607118335
DNK,0.09710488565803967,0.5422,0.0841889998659116,0.2608448041421991,3.705328168012808,0.3598054680803973,0.5440686710646094,0.05265026900378911
DOM,0.07059464053636394,0.5696283541150585,0.42365559403910297,0.19438195334750336,3.705328168012808,0.2615763100901281,0.6566167636603668,0.040212708898073185
DZA,0.05575379253864181,0.8092505064145847,0.320940198493035,0.4528349133520606,3.705328168012808,0.2065860979669718,0.3799851822499545,0.04511878484642958
ECU,0.0690934089165594,0.6433934688906322,0.507938036477426,0.4454544791947039,3.705328168012808,0.25601375428255485,0.38982794335372917,0.044454248040304095
EGY,0.05575379253864181,0.7587812430731954,0.260877691023584,0.5539740581896897,3.705328168012808,0.2065860979669718,0.28927228559329055,0.04230493200851568
ERI,0.053764148460121085,0.805990992136218,0.763040916761568,0.8319574704590661,3.705328168012808,0.19921381371850908,0.0074779901747130395,0.04333341935873191
ESP,0.10622675421671189,0.7648,0.151693384007829,0.20812586728938998,3.705328168012808,0.3936049845957559,0.4908450404917759,0.08124222162494125
EST,0.10232210700729022,0.7859999999999999,0.11108434247167401,0.23529177362888748,3.705328168012808,0.37913698530453316,0.4667065559217494,0.0804251761077301
ETH,0.053764148460121085,0.82,0.850948840976875,0.47639485040000695,3.705328168012808,0.19921381371850908,0.3602498223508156,0.04408660173729929
FIN,0.12674378051615903,0.6636,0.131887241270814,0.2321439473526286,3.705328168012808,0.46962730006695697,0.45621137632293884,0.08410717275052312
FJI,0.03947804199509836,0.772606869511574,0.314050529127821,0.27368674538225396,3.705328168012808,0.14627910102243052,0.6132970163018386,0.0305010064402794
FRA,0.1298316218536094,0.6216,0.12918804155201902,0.24268675442230453,3.705328168012808,0.4810687655529662,0.4582809009099716,0.08070333614420362
FRO,0.08724390503883861,0.6599999999999999,,,3.705328168012808,0.3232672988278432,,0.05758097732563348
GAB,0.07019097130394586,0.772606869511574,0.33851037350200697,0.30211512571564014,3.705328168012808,0.2600805831126893,0.4969448291449202,0.054230026607118335
GBR,0.12298488240315675,0.6904,0.134187341614466,0.21986111351164803,3.705328168012808,0.4556993490081594,0.4655240559331187,0.08490876281113942
GEO,0.10241732411673451,0.8642510806933046,0.487384383924351,0.3861178097422998,3.705328168012808,0.37948979594223387,0.28590772400254294,0.08851428304960425
GGY,,0.6518867527659753,,,3.705328168012808,,,
GHA,0.021687489525981696,0.9,0.711727725664695,0.1717632574225276,3.705328168012808,0.08035926583410272,0.7559134033267799,0.019518740573383528
GIB,0.09647899242023716,0.4145360824742268,,,3.705328168012808,0.35748632823619897,,0.039994023558945734
GIN,0.05575379253864181,0.8092505064145847,0.818802860470411,0.41457980425554414,3.705328168012808,0.2065860979669718,0.4182402913464709,0.04511878484642958
GLP,,0.5927150653444314,,,3.705328168012808,,,
GMB,0.020922413038773093,0.805990992136218,0.692398782635111,0.45144091272394876,3.705328168012808,0.07752440637536438,0.4860751140668,0.01686327644300447
GNB,0.053764148460121085,0.731399433427762,0.7831757258655491,0.757389259663022,3.705328168012808,0.19921381371850908,0.09690586985227678,0.039323067722458645
GNQ,0.07019097130394586,0.772606869511574,0.873021002624352,0.6464362173036028,3.705328168012808,0.2600805831126893,0.1526237375569576,0.054230026607118335
GRC,0.13956524512246354,0.7163999999999999,0.309524457344361,0.319967246773652,3.705328168012808,0.5171350340278763,0.3095572148487774,0.09998454160573288
GRD,0.07019097130394586,0.772606869511574,,0.33340423772595673,3.705328168012808,0.2600805831126893,0.46565571713460363,0.054230026607118335
GRL,0.13047473200612558,0.6599999999999999,,,3.705328168012808,0.4834516997162194,,0.08611332312404288
GTM,0.08019040411634494,0.772606869511574,0.39540840734712296,0.2291045685103328,3.705328168012808,0.2971317631766231,0.5413293901093221,0.0619556570891973
GUF,,0.4370039942255718,,,3.705328168012808,,,
GUM,0.09647899242023716,0.5030219387997906,0.119046966249006,,3.705328168012808,0.35748632823619897,,0.048531049820678004
GUY,0.029264367215938423,0.6599999999999999,0.319293271314923,0.5908987965413017,3.705328168012808,0.1084340841642872,0.33753470791026874,0.019314482362519356
HKG,0.031760010294339135,0.4855500625721375,0.0846457548957351,0.24191259998376635,3.705328168012808,0.11768126075999154,0.7009472564906517,0.015421074985708098
HND,0.05575379253864181,0.8092505064145847,0.45651261560525297,0.3070449597285783,3.705328168012808,0.2065860979669718,0.5257751358734368,0.04511878484642958
HRV,0.08625195862377714,0.9112,0.135379286777243,0.31706186154943833,3.705328168012808,0.31959181183495666,0.3917260795065492,0.07859278469798574
HTI,0.04876644908854955,0.8092505064145847,0.754352409262302,0.36439942496795813,3.705328168012808,0.18069569746176517,0.48937249035417185,0.03946427362094979
HUN,0.12100352278350253,0.8944000000000001,0.122944560329107,0.23212315586808013,3.705328168012808,0.4483577613984915,0.3668656623371091,0.10822555077756467
IDN,0.025300418740451823,0.7770194725957571,0.540456286515265,0.14627590623492365,3.705328168012808,0.09374635422151527,0.7808813510500995,0.019658918026157685
IND,0.070918564316989,0.8092505064145847,0.7612658681171909,0.30449962629096017,3.705328168012808,0.2627765539987673,0.4828483143116579,0.05739088408771864
IRL,0.060594753898711134,0.7032,0.137488731291084,0.14243816630039938,3.705328168012808,0.22452344845469827,0.6996769447462567,0.04261023094157367
IRN,0.0982181900586773,0.8092505064145847,0.42510849204283097,0.23717318730086073,3.705328168012808,0.36393062623565253,0.46831576911816053,0.07948312004410854
IRQ,0.07019097130394586,0.772606869511574,0.31597308287550896,0.6565014006787058,3.705328168012808,0.2600805831126893,0.14255855418185462,0.054230026607118335
ISL,0.10049132366380148,0.702,0.136835578997005,0.2315210527461527,3.705328168012808,0.37235333221237565,0.5070869080407596,0.07054490921198864
ISR,0.12328065049001558,0.6642839904341912,0.1169300809039,0.15468514594150626,3.705328168012808,0.45679526683159666,0.5418730713961495,0.08189336245083037
ITA,0.12742751182376066,0.7368,0.213666291620479,0.20547923136378612,3.705328168012808,0.4721607489403655,0.4466327288169526,0.09388859071174686
JAM,0.07019097130394586,0.6064800680081401,0.37282449713511295,,3.705328168012808,0.2600805831126893,,0.0425694250499745
JOR,0.1276000882190731,0.8092505064145847,0.11704178616359301,0.3099290071616594,3.705328168012808,0.47280020111905074,0.3074571906498313,0.10326043600983059
JPN,0.11650848694853183,0.6127566063977747,0.0950253170182913,0.33770691233890177,3.705328168012808,0.43170217850294756,0.39776472578710564,0.0713913450791218
KAZ,0.08074870837476757,0.772606869511574,0.2538945746248,0.1908234973628369,3.705328168012808,0.29920046367167796,0.5780121690433766,0.062387006794532185
KEN,0.08901677096993814,0.6129342469346262,0.6524706147265159,0.35046603702615364,3.705328168012808,0.3298363489004566,0.44736596884887836,0.054561427479011125
KGZ,0.058984211515563066,0.9466959129663638,0.326361669750853,,3.705328168012808,0.21855586039664127,,0.055840111971327086
KHM,0.05575379253864181,0.9220527697499713,0.563463328275945,0.4110586892735298,3.705328168012808,0.2065860979669718,0.39845802690418497,0.05140793883431996
KIR,0.05575379253864181,0.8092505064145847,,,3.705328168012808,0.2065860979669718,,0.04511878484642958
KNA,0.09647899242023716,0.6599999999999999,,0.22339864586449687,3.705328168012808,0.35748632823619897,0.5406603774996118,0.06367613499735653
KOR,0.07429192656039227,0.5838,0.23183467685124198,0.20583081855231825,3.705328168012808,0.27527596814016037,0.6334630712474562,0.043371626725957006
KWT,0.07484289193906189,0.3411813951922996,0.019520094812689598,0.33995596551801627,3.705328168012808,0.27731747567734477,0.5654284712191807,0.02553500229199565
LAO,0.05695741644430427,0.8092505064145847,0.774701374900218,0.5334457969093771,3.705328168012808,0.21104591952831653,0.2957651858356011,0.04609281810161963
LBN,0.13992498000289716,0.8092505064145847,0.295626515170066,0.1277240265364752,3.705328168012808,0.5184679698133637,0.4527055063323186,0.11323436092739517
LBR,0.04490700841128846,0.5415565628758765,0.790264840152927,0.3546148757372118,3.705328168012808,0.16639520320753523,0.5552727099346824,0.024319685124255454
LBY,0.07019097130394586,0.772606869511574,0.150922226755969,0.8838396834868134,3.705328168012808,0.2600805831126893,-0.08477972862625302,0.054230026607118335
LCA,0.1470188247083244,0.772606869511574,0.29168734628153,0.25949857792240416,3.705328168012808,0.5447529924198917,0.3196215179470011,0.11358775391716935
LIE,0.05725462304409673,0.5023627771719374,,,3.705328168012808,0.21214716751424684,,0.02876259143836484
LKA,0.04475227468769419,0.8292089975423049,0.41806466176950896,0.21338021033279564,3.705328168012808,0.16582186398295987,0.6491188080632978,0.037108988831520764
LSO,0.0372515738651261,0.7890826614966406,0.385770775891706,0.5012828560496121,3.705328168012808,0.13802930594526147,0.3898006118505669,0.029394571050432403
LTU,0.06245398986021975,0.8854000000000001,0.118625059815295,0.2140950630907475,3.705328168012808,0.23141252783385852,0.5810122847651542,0.05529676262223857
LUX,0.07659412354100363,0.7,0.0993276302333699,0.254468160681299,3.705328168012808,0.2838063634607337,0.5468673848961874,0.05361588647870254
LVA,0.11052168695162212,0.8242,0.133903184257445,0.21550662026859205,3.705328168012808,0.40951911983813905,0.44696772116081374,0.09109197438552696
MAC,0.09647899242023716,0.7322951555540209,0.064753521669243,,3.705328168012808,0.35748632823619897,,0.07065109876207278
MAF,0.09647899242023716,0.2784495950269363,,,3.705328168012808,0.35748632823619897,,0.026864536368021892
MAR,0.0719711941914063,0.6818248893608488,0.39949068913289104,0.21578378605022466,3.705328168012808,0.2666768931229375,0.6023892708011336,0.049071751516723765
MCO,0.06458913864791478,0.2385311660583866,,,3.705328168012808,0.2393239547798033,,0.015406522556393916
MDA,0.0829971327453341,0.9407385013135399,0.590149834721299,0.20414717430796397,3.705328168012808,0.30753161382558464,0.5065459961952212,0.07807859827216652
MDG,0.053764148460121085,0.805990992136218,0.889701546595027,0.4270517061441106,3.705328168012808,0.19921381371850908,0.4123837544896686,0.04333341935873191
MDV,0.089042354600172,0.7621552582586483,0.219017746659775,0.4857107609912224,3.705328168012808,0.3299311446462021,0.26283048225338007,0.06786409876625223
MEX,0.0865811540332466,0.6953999999999999,0.31353913594230504,0.24024746135899508,3.705328168012808,0.32081158885844435,0.5366601597488427,0.06020853451471967
MHL,0.0448805438363555,0.772606869511574,,,3.705328168012808,0.16629714327258163,,0.03467501647538359
MKD,0.13103280952921548,0.8484,0.159304270103509,0.30596725813382647,3.705328168012808,0.48551956008245917,0.2821179470922152,0.11116823560458641
MLI,0.053764148460121085,0.805990992136218,0.854329412430454,0.4044720093203938,3.705328168012808,0.19921381371850908,0.43496345131338543,0.04333341935873191
MLT,0.08052257103086141,0.807,0.151510478186655,0.195969803488655,3.705328168012808,0.2983625506014629,0.5632516181759645,0.06498171482190516
MMR,0.05575379253864181,0.8552108545158631,0.64919218975476,0.3098969301134252,3.705328168012808,0.2065860979669718,0.5134283965131431,0.04768124855947201
MNE,0.07266708124519881,0.8904,0.187310087406685,0.2974117055400452,3.705328168012808,0.2692553830251104,0.46284330141439656,0.06470276914072502
MNG,0.04684012898829282,0.9165737157451247,0.397689458904874,0.38626645342096394,3.705328168012808,0.17355804933367464,0.4546548004037943,0.042932431072780476
MOZ,0.024041938362236295,0.805990992136218,0.8506112153602661,0.5002670398572487,3.705328168012808,0.08908327142722186,0.4279326458223847,0.019377585753456633
MRT,0.054016348454256825,0.8092505064145847,0.575401313050379,0.18696328016855795,3.705328168012808,0.2001482974607529,0.6510666087533109,0.04371275734127401
MTQ,,0.5438296437606454,,,3.705328168012808,,,
MUS,0.050493982016517745,0.9047000299018675,0.18472384808344,0.3391965687298239,3.705328168012808,0.18709677388093537,0.4915369743455509,0.04568190704020796
MWI,0.0647371171473435,0.8511072159812512,0.6162683457754661,0.4592060178735656,3.705328168012808,0.2398722636819968,0.3366369675929296,0.055098227545927636
MYS,0.013394117996303426,0.772606869511574,0.276375407385757,0.4473938552779175,3.705328168012808,0.049629602697390356,0.5142619727469485,0.010348387574992625
MYT,,0.5359474058715846,,,3.705328168012808,,,
NAM,0.05311982006549156,0.7034392553120543,0.39130518080585297,0.3377427579453917,3.705328168012808,0.19682636556843783,0.5238018500333681,0.0373665666691797
NCL,0.09647899242023716,0.6599999999999999,0.16838846538580898,,3.705328168012808,0.35748632823619897,,0.06367613499735653
NER,0.01666381535218135,0.805990992136218,0.902672135245963,0.30542142024119134,3.705328168012808,0.06174490441100182,0.6448127429932293,0.013430885068479387
NGA,0.04568282015416662,0.7082981804679456,0.8472765376212721,0.37018660967919925,3.705328168012808,0.16926984031149678,0.5099198704200679,0.032357058393840614
NIC,0.05575379253864181,0.8092505064145847,0.429872216086372,0.31747647128030004,3.705328168012808,0.2065860979669718,0.5153436243217151,0.04511878484642958
NIU,,0.754601226993865,,,3.705328168012808,,,
NLD,0.08828474134307747,0.6404,0.165034079958082,0.2572588968290384,3.705328168012808,0.32712393890422986,0.5332509326966929,0.05653754835610681
NOR,0.057351840738994096,0.7649999999999999,0.045686030705137305,0.24820138032477965,3.705328168012808,0.2125073909775793,0.5892304655773721,0.043874158165330475
NPL,0.08367795777487184,0.8525538984864742,0.8016124188899749,0.22744539760243046,3.705328168012808,0.310054293985019,0.5082166053181703,0.07133996911835357
NZL,0.16172345541091898,0.5123842659778255,0.18857104327622,0.3097409100515489,3.705328168012808,0.5992384747624414,0.3832187239116258,0.08286455399212131
OMN,0.09647899242023716,0.6599999999999999,0.0343445898034306,0.6164748899101491,3.705328168012808,0.35748632823619897,0.14758413345395963,0.06367613499735653
PAK,0.04221412194643287,0.8213909412629774,0.571100379312102,0.3273948877481753,3.705328168012808,0.15641717513604536,0.5441254615371324,0.03467429736017061
PAN,0.09647899242023716,0.6599999999999999,0.38914519253997,0.19195930744006195,3.705328168012808,0.35748632823619897,0.5720997159240467,0.06367613499735653
PER,0.04402060396368049,0.7092692156498734,0.526021514684753,0.287942626776926,3.705328168012808,0.16311078383956157,0.596367915505152,0.03122245924575337
PHL,0.056341786030285425,0.8181048675787318,0.36745015142239096,0.2332964344156204,3.705328168012808,0.2087648068141671,0.5959120609505759,0.0460934893994559
PLW,0.11097908022848611,0.772606869511574,,,3.705328168012808,0.41121391203076285,,0.08574319975660447
PNG,0.06249647576538519,0.8092505064145847,0.7830201448553591,0.3291903275339804,3.705328168012808,0.23156995205501155,0.48341157149510033,0.050575304662264786
POL,0.05847785995226191,0.8484,0.199045213380914,0.25398880666773915,3.705328168012808,0.21667966168622416,0.5621801683576683,0.04961261638349901
PRI,0.09647899242023716,0.7164132155396428,,,3.705328168012808,0.35748632823619897,,0.06911882519180693
PRK,0.053764148460121085,0.9898319669005589,0.8797596514126821,,3.705328168012808,0.19921381371850908,,0.05321747281901531
PRT,0.11017360644543148,0.764,0.14550388774012699,0.24091155412742518,3.705328168012808,0.4082293673338147,0.44720120922954043,0.08417263532430964
PRY,0.06455243072248047,0.772606869511574,0.41320538964087,0.23612218419660788,3.705328168012808,0.23918793986970227,0.5790795703557388,0.04987365141985839
PSE,0.05497665541600753,0.8105294671114532,0.238273049305542,,3.705328168012808,0.2037065498960666,,0.044560199217906576
PYF,0.09647899242023716,0.6599999999999999,0.174779539768457,,3.705328168012808,0.35748632823619897,,0.06367613499735653
QAT,0.0480217876170697,0.17251051893408134,0.00394136729696868,,3.705328168012808,0.17793648233585702,,0.008284263501962935
ROU,0.07975649500484995,0.9469999999999998,0.227960963680757,0.20158368269336346,3.705328168012808,0.29552398752344333,0.5185551011219358,0.07552940076959289
RUS,0.10967196212255556,0.772606869511574,0.0658473099479725,0.2621215931862738,3.705328168012808,0.40637061049393886,0.4239136815784969,0.08473331132869957
RWA,0.053764148460121085,0.8004138730783728,0.412547595958113,0.5529539897122561,3.705328168012808,0.19921381371850908,0.28759251007859865,0.04303357030172615
SAU,0.09647899242023716,0.404851468069507,0.0682936588687713,0.4966921106993056,3.705328168012808,0.35748632823619897,0.3585790244994915,0.039059661719199855
SDN,0.053764148460121085,0.805990992136218,0.465210501982334,0.2619834452887228,3.705328168012808,0.19921381371850908,0.5774520153450563,0.04333341935873191
SEN,0.07438967718962079,0.8092505064145847,0.695743915796617,0.32836340532732555,3.705328168012808,0.27563816630008176,0.44857626900714576,0.06019988393771811
SGP,0.06743078644308605,0.8716795238760123,0.133185720796558,0.22682272350644458,3.705328168012808,0.2498531923988229,0.5553853647044478,0.05877803582129431
SLB,0.05575379253864181,0.8092505064145847,0.64377349612779,,3.705328168012808,0.2065860979669718,,0.04511878484642958
SLE,0.053764148460121085,0.805990992136218,0.894643625081441,0.45679042726611524,3.705328168012808,0.19921381371850908,0.382645033367664,0.04333341935873191
SLV,0.06566734556517292,0.772606869511574,0.363436068453801,0.25344621724868877,3.705328168012808,0.24331906524126617,0.5585638014627742,0.050735042286242996
SMR,0.05619723724267864,0.6599999999999999,,,3.705328168012808,0.20822920611979556,,0.037090176580167895
SPM,,0.7680683920586256,,,3.705328168012808,,,
SRB,0.08677330221149791,0.914,0.270549284494911,0.16733730998717197,3.705328168012808,0.3215235609157513,0.5387901553358313,0.0793107982213091
SSD,0.053764148460121085,0.805990992136218,0.7213927456581889,0.6017170604775373,3.705328168012808,0.19921381371850908,0.23771840015624188,0.04333341935873191
STP,0.05575379253864181,0.6796583992005087,0.430085716155205,0.6503619896414008,3.705328168012808,0.2065860979669718,0.20923003371728768,0.03789353338617056
SUR,0.025144719223139995,0.772606869511574,0.23068441668203998,0.21111302902918358,3.705328168012808,0.09316943641427375,0.7169036243686266,0.01942698280373769
SVK,0.11429888642273585,0.9256,0.151259665024365,0.21231126558513952,3.705328168012808,0.4235148834346598,0.3956833583077393,0.1057950492728843
SVN,0.07547382246067255,0.7649999999999999,0.142623818109898,0.2327590524365184,3.705328168012808,0.27965528031112774,0.5533046581254689,0.0577374741824145
SWE,0.08032095425152756,0.6073999999999999,0.106539779128754,0.2477702111066693,3.705328168012808,0.2976154942698532,0.5714581376738219,0.04878694761237784
SWZ,0.05582348201311072,0.6903649944626405,0.34859791499088094,0.4650515837973857,3.705328168012808,0.2068443203397355,0.39215033813664424,0.0385385778508665
SXM,0.09647899242023716,0.3643223899175354,,,3.705328168012808,0.35748632823619897,,0.035149457095376584
SYC,0.12063656885604249,0.6926927735163504,,0.3390251975727859,3.705328168012808,0.44699807667471086,0.35134246493893445,0.08356407946838824
SYR,0.053764148460121085,0.805990992136218,0.34480858389006996,0.5661022594112044,3.705328168012808,0.19921381371850908,0.27333320122257476,0.04333341935873191
TCD,0.056846400403226534,0.805990992136218,0.911674668000304,0.3161651423743173,3.705328168012808,0.2106345686642099,0.5140652926498319,0.04581768666036926
TGO,0.07114789404888489,0.805990992136218,0.82134622118878,0.5334559992745878,3.705328168012808,0.263626295914124,0.2540635809283912,0.05734456171286325
THA,0.025633253731206698,0.7742588523294825,0.521002898965247,0.32026526644503633,3.705328168012808,0.09497961708805959,0.606195924233669,0.019846773615394525
TJK,0.001113015706663771,0.8092505064145847,0.269973206281708,0.5919181152643037,3.705328168012808,0.004124088449341951,0.40474446406956777,0.0009007085242650437
TKM,0.07019097130394586,0.772606869511574,0.315349047802583,,3.705328168012808,0.2600805831126893,,0.054230026607118335
TLS,0.062436591087306786,0.9517187964834173,0.742489646411037,,3.705328168012808,0.23134805967049527,,0.05942207732613887
TON,0.14047484951058206,0.6946994216586194,0.511598800826615,,3.705328168012808,0.5205054167889199,,0.09758779671258296
TTO,0.017338152278499913,0.6599999999999999,0.259847991503608,,3.705328168012808,0.06424354401882117,,0.01144318050380994
TUN,0.05575379253864181,0.8092505064145847,0.25496368342833997,0.3229930629061023,3.705328168012808,0.2065860979669718,0.5098270326959128,0.04511878484642958
TUR,0.04379406514236272,0.5564,0.285985075058983,0.17932730552274875,3.705328168012808,0.16227138316378442,0.7303848968849216,0.024367017845210618
TUV,0.07242990654205607,0.772606869511574,,,3.705328168012808,0.2683765729168155,,0.05595984335247381
TWN,0.09647899242023716,0.6599999999999999,,0.3121141073350117,3.705328168012808,0.35748632823619897,0.4519449160290969,0.06367613499735653
TZA,0.030408913897614798,0.8092505064145847,0.855185101977619,0.33806379024954325,3.705328168012808,0.11267500522350825,0.5707539047130668,0.024608428971162277
