country,year,income_cat,axfin
Bangladesh,2017,q1,0.04806963494898976
Bangladesh,2017,q2,0.05254816307539978
Bangladesh,2017,q3,0.07339420206447377
Bangladesh,2017,q4,0.15756593992749998
Bangladesh,2017,q5,0.16399504528520667
Bangladesh,2021,q1,0.04441587534430581
Bangladesh,2021,q2,0.037447901629920566
Bangladesh,2021,q3,0.08710262078059183
Bangladesh,2021,q4,0.04269621581890253
Bangladesh,2021,q5,0.08878526898686492
Belarus,2011,q1,0.2527880313388456
Belarus,2011,q2,0.222506217702695
Belarus,2011,q3,0.2057416721745995
Belarus,2011,q4,0.19783698140995964
Belarus,2011,q5,0.37896216689704154
Belarus,2014,q1,0.049367626808137964
Belarus,2014,q2,0.11043967466748875
Belarus,2014,q3,0.1762898494526402
Belarus,2014,q4,0.18393947176934733
Belarus,2014,q5,0.22840071071641146
Belarus,2017,q1,0.132541551161787
Belarus,2017,q2,0.13618342264268055
Belarus,2017,q3,0.23935933029419998
Belarus,2017,q4,0.2960071291924628
Belarus,2017,q5,0.3048448514876219
Belgium,2011,q1,0.7482395427080039
Belgium,2011,q2,0.7486526444669622
Belgium,2011,q3,0.7652294049456269
Belgium,2011,q4,0.6828033606032422
Belgium,2011,q5,0.7322086794616797
Belgium,2014,q1,0.4893262250662388
Belgium,2014,q2,0.48411333711064686
Belgium,2014,q3,0.5461546893074257
Belgium,2014,q4,0.5960521921488161
Belgium,2014,q5,0.6664689696179682
Belgium,2017,q1,0.42681237336441585
Belgium,2017,q2,0.4790563518408726
Belgium,2017,q3,0.5696153158323494
Belgium,2017,q4,0.5866336141088938
Belgium,2017,q5,0.7180476653152664
Belgium,2021,q1,0.36430091685960425
Belgium,2021,q2,0.558554926711214
Belgium,2021,q3,0.5929028848642192
Belgium,2021,q4,0.6486143192973283
Belgium,2021,q5,0.6822970173784603
Belize,2014,q1,0.12410178610219186
Belize,2014,q2,0.12970963696441162
Belize,2014,q3,0.253583969594534
Belize,2014,q4,0.2546641506197215
Belize,2014,q5,0.3580542071596932
Benin,2011,q1,0.017363428956674733
Benin,2011,q2,0.09920068011270686
Benin,2011,q3,0.25064786269686457
Benin,2011,q4,0.25283213332647614
Benin,2011,q5,0.3837419245231929
Benin,2014,q1,0.0600628300956139
Benin,2014,q2,0.01986052997312182
Benin,2014,q3,0.06338422810298745
Benin,2014,q4,0.07004615041442291
Benin,2014,q5,0.14645113501384124
Benin,2017,q1,0.07819285103879732
Benin,2017,q2,0.07536694798261194
Benin,2017,q3,0.06579241202420501
Benin,2017,q4,0.1095263693325218
Benin,2017,q5,0.16074109145796567
Benin,2021,q1,0.029938850850414915
Benin,2021,q2,0.07541337933357706
Benin,2021,q3,0.014171451970580836
Benin,2021,q4,0.03843542595849164
Benin,2021,q5,0.09879351558632549
Bhutan,2014,q1,0.17752568712701094
Bhutan,2014,q2,0.1698421353731918
Bhutan,2014,q3,0.15795607052415894
Bhutan,2014,q4,0.3013630112575361
Bhutan,2014,q5,0.30995130941386406
Bolivia,2011,q1,0.22753503412354206
Bolivia,2011,q2,0.22016101825193615
Bolivia,2011,q3,0.3850930036628257
Bolivia,2011,q4,0.4987500535038539
Bolivia,2011,q5,0.5379862153228931
Bolivia,2014,q1,0.08181920324554354
Bolivia,2014,q2,0.14188955446642848
Bolivia,2014,q3,0.19141338604969316
Bolivia,2014,q4,0.31757523497363466
Bolivia,2014,q5,0.4311817699493769
Bolivia,2017,q1,0.08206284857436633
Bolivia,2017,q2,0.11448007577213583
Bolivia,2017,q3,0.12222786366918884
Bolivia,2017,q4,0.16471232095605798
Bolivia,2017,q5,0.3342540700303244
Bolivia,2021,q1,0.10692401740974351
Bolivia,2021,q2,0.1048861766688999
Bolivia,2021,q3,0.15615966706355738
Bolivia,2021,q4,0.34569438033825106
Bolivia,2021,q5,0.2869695743907149
Bosnia and Herzegovina,2011,q1,0.27377096544704504
Bosnia and Herzegovina,2011,q2,0.6985599528017221
Bosnia and Herzegovina,2011,q3,0.33182767901390275
Bosnia and Herzegovina,2011,q4,0.42355597336858025
Bosnia and Herzegovina,2011,q5,0.5426089133630768
Bosnia and Herzegovina,2014,q1,0.05334276287110782
Bosnia and Herzegovina,2014,q2,0.05417730501073535
Bosnia and Herzegovina,2014,q3,0.06269021630089198
Bosnia and Herzegovina,2014,q4,0.09626528985199159
Bosnia and Herzegovina,2014,q5,0.17832963588679757
Bosnia and Herzegovina,2017,q1,0.02208465970507085
Bosnia and Herzegovina,2017,q2,0.06197671178463187
Bosnia and Herzegovina,2017,q3,0.07144662370231539
Bosnia and Herzegovina,2017,q4,0.12616633355315604
Bosnia and Herzegovina,2017,q5,0.20694121802860632
Bosnia and Herzegovina,2021,q1,0.104724877497238
Bosnia and Herzegovina,2021,q2,0.09303330779900651
Bosnia and Herzegovina,2021,q3,0.16174180595034354
Bosnia and Herzegovina,2021,q4,0.2172428020827168
Bosnia and Herzegovina,2021,q5,0.35471461876718463
Botswana,2011,q1,0.3186075126481567
Botswana,2011,q2,0.3989362188702536
Botswana,2011,q3,0.4531057012955273
Botswana,2011,q4,0.6471871454581182
Botswana,2011,q5,0.8358176512554728
Botswana,2014,q1,0.13672047601717496
Botswana,2014,q2,0.158603888766779
Botswana,2014,q3,0.22805579785655694
Botswana,2014,q4,0.3212991599944599
Botswana,2014,q5,0.4884652910640474
Botswana,2017,q1,0.07067596394662787
Botswana,2017,q2,0.07974386665453478
Botswana,2017,q3,0.18613257634316668
Botswana,2017,q4,0.26627502009228043
Botswana,2017,q5,0.29431183659003113
Botswana,2022,q1,0.08017449025928734
Botswana,2022,q2,0.11388976896393081
Botswana,2022,q3,0.10785519179711348
Botswana,2022,q4,0.25933746117562584
Botswana,2022,q5,0.30141218401427783
Brazil,2011,q1,0.4961374794632708
Brazil,2011,q2,0.28067534543690864
Brazil,2011,q3,0.4983367789948747
Brazil,2011,q4,0.482874247758865
Brazil,2011,q5,0.6244487285411604
Brazil,2014,q1,0.041728289136871335
Brazil,2014,q2,0.07389131795186822
Brazil,2014,q3,0.10808252777785166
Brazil,2014,q4,0.12126003333640675
Brazil,2014,q5,0.2767236365634266
Brazil,2017,q1,0.02701488284493062
Brazil,2017,q2,0.08523061974198572
Brazil,2017,q3,0.1416861153050273
Brazil,2017,q4,0.15098369689575614
Brazil,2017,q5,0.31860371776677276
Brazil,2021,q1,0.15712997788636734
Brazil,2021,q2,0.20768914510057523
Brazil,2021,q3,0.10461875673369689
Brazil,2021,q4,0.2389113973101653
Brazil,2021,q5,0.4313477961126382
Bulgaria,2011,q1,0.44614108017497617
Bulgaria,2011,q2,0.17955129705271133
Bulgaria,2011,q3,0.18077254540618723
Bulgaria,2011,q4,0.3818276641699805
Bulgaria,2011,q5,0.6410621066598714
Bulgaria,2014,q1,0.04135662252801994
Bulgaria,2014,q2,0.0781059390174612
Bulgaria,2014,q3,0.1264272731326934
Bulgaria,2014,q4,0.1468252941438564
Bulgaria,2014,q5,0.32724799094440443
Bulgaria,2017,q1,0.14858510231279
Bulgaria,2017,q2,0.1975124156819495
Bulgaria,2017,q3,0.21528835827928297
Bulgaria,2017,q4,0.3131036762040168
Bulgaria,2017,q5,0.5142426923939062
Bulgaria,2021,q1,0.08587965242919905
Bulgaria,2021,q2,0.10913519806265194
Bulgaria,2021,q3,0.21063395176329014
Bulgaria,2021,q4,0.301832503731686
Bulgaria,2021,q5,0.44770628659150385
Burkina Faso,2011,q1,0.14992697633201452
Burkina Faso,2011,q2,0.10623370189426094
Burkina Faso,2011,q3,0.14907154277131354
Burkina Faso,2011,q4,0.21144227170743715
Burkina Faso,2011,q5,0.3763678152777856
Burkina Faso,2014,q1,0.026692840887431665
Burkina Faso,2014,q2,0.08422981827375502
Burkina Faso,2014,q3,0.02889739147197802
Burkina Faso,2014,q4,0.09755147453775694
Burkina Faso,2014,q5,0.19846267409740898
Burkina Faso,2017,q1,0.05303506038054721
Burkina Faso,2017,q2,0.06680136649205638
Burkina Faso,2017,q3,0.12584182309318165
Burkina Faso,2017,q4,0.12732609049174165
Burkina Faso,2017,q5,0.2304851427445499
Burkina Faso,2021,q1,0.047346154411433125
Burkina Faso,2021,q2,0.05458032118410688
Burkina Faso,2021,q3,0.03030353202839746
Burkina Faso,2021,q4,0.0775577895636875
Burkina Faso,2021,q5,0.16627363504529136
Burundi,2011,q1,0.015227434006026549
Burundi,2011,q2,0.03278890504582401
Burundi,2011,q3,0.08019364266214866
Burundi,2011,q4,0.17004779858002186
Burundi,2011,q5,0.2713880802195936
Burundi,2014,q1,0.015666863071775807
Burundi,2014,q2,0.020802332873585613
Burundi,2014,q3,0.010306680257391157
Burundi,2014,q4,0.05420699503570036
Burundi,2014,q5,0.09917721769614847
Cambodia,2011,q1,0.026582998948730806
Cambodia,2011,q2,0.0
Cambodia,2011,q3,0.026171391669515563
Cambodia,2011,q4,0.03344122476075324
Cambodia,2011,q5,0.03879820334069944
Cambodia,2014,q1,0.021034900227214354
Cambodia,2014,q2,0.0326016426131713
Cambodia,2014,q3,0.013930063371674736
Cambodia,2014,q4,0.03512831688595346
Cambodia,2014,q5,0.07381014786367618
Cambodia,2017,q1,0.01099796114911879
Cambodia,2017,q2,0.03648801831651191
Cambodia,2017,q3,0.05196222304609057
Cambodia,2017,q4,0.07217639021158294
Cambodia,2017,q5,0.09516140428951061
Cambodia,2021,q1,0.018898542312988875
Cambodia,2021,q2,0.03050394830313334
Cambodia,2021,q3,0.0704576281761238
Cambodia,2021,q4,0.09700103116742065
Cambodia,2021,q5,0.115909446043915
Cameroon,2011,q1,0.1577310077734561
Cameroon,2011,q2,0.2562758354669044
Cameroon,2011,q3,0.13491644257374133
Cameroon,2011,q4,0.1996394375403411
Cameroon,2011,q5,0.20085453474003379
Cameroon,2014,q1,0.012852944348906914
Cameroon,2014,q2,0.009022229597362473
Cameroon,2014,q3,0.04176095594844366
Cameroon,2014,q4,0.09497023005878814
Cameroon,2014,q5,0.23258120831468465
Cameroon,2017,q1,0.02489068053524073
Cameroon,2017,q2,0.0951747572250073
Cameroon,2017,q3,0.07235793754656128
Cameroon,2017,q4,0.18877947276721388
Cameroon,2017,q5,0.163287581869058
Cameroon,2021,q1,0.06374325106663793
Cameroon,2021,q2,0.04600698290864805
Cameroon,2021,q3,0.07409918282427805
Cameroon,2021,q4,0.08245509884986332
Cameroon,2021,q5,0.16380202908182434
Canada,2011,q1,0.7529895091970169
Canada,2011,q2,0.6986486346142022
Canada,2011,q3,0.8616882386467183
Canada,2011,q4,0.861504363763737
Canada,2011,q5,0.832016459844278
Canada,2014,q1,0.4830797300704604
Canada,2014,q2,0.5519966389365661
Canada,2014,q3,0.6600802594130408
Canada,2014,q4,0.703129007973632
Canada,2014,q5,0.7357935569363585
Canada,2017,q1,0.44872280896281574
Canada,2017,q2,0.6560640148717002
Canada,2017,q3,0.734739608530324
Canada,2017,q4,0.7581495753753511
Canada,2017,q5,0.780210549441608
Canada,2021,q1,0.4654344153633449
Canada,2021,q2,0.5669049838768597
Canada,2021,q3,0.6379744994764767
Canada,2021,q4,0.7615169590741179
Canada,2021,q5,0.763011432991304
Central African Republic,2011,q1,0.033270605232593335
Central African Republic,2011,q2,0.031421591608582725
Central African Republic,2011,q3,0.026177929758766403
Central African Republic,2011,q4,0.09722901836951317
Central African Republic,2011,q5,0.22743975343024603
Central African Republic,2017,q1,0.006921752442542913
Central African Republic,2017,q2,0.021486657613627686
Central African Republic,2017,q3,0.03718509792767445
Central African Republic,2017,q4,0.08953741229545538
Central African Republic,2017,q5,0.13178276013610696
Chad,2011,q1,0.15833911800332517
Chad,2011,q2,0.3605376474624816
Chad,2011,q3,0.16295516092364867
Chad,2011,q4,0.1831301695573643
Chad,2011,q5,0.3055692782752312
Chad,2014,q1,0.028436356508747446
Chad,2014,q2,0.02497766466086527
Chad,2014,q3,0.032451625447030744
Chad,2014,q4,0.041869807815894
Chad,2014,q5,0.10282482264843174
Chad,2017,q1,0.0219595828075468
Chad,2017,q2,0.017639285533123602
Chad,2017,q3,0.00522016302711101
Chad,2017,q4,0.003260830478409226
Chad,2017,q5,0.07848335939224309
Chad,2022,q1,0.023928047150619303
Chad,2022,q2,0.0846577534428847
Chad,2022,q3,0.07390777300176272
Chad,2022,q4,0.0904112141789641
Chad,2022,q5,0.10819821801712295
Chile,2011,q1,0.33009650835111504
Chile,2011,q2,0.39171749415549034
Chile,2011,q3,0.2976455650641846
Chile,2011,q4,0.4960320661944929
Chile,2011,q5,0.6208617331548892
Chile,2014,q1,0.07463077695405021
Chile,2014,q2,0.1322537353049757
Chile,2014,q3,0.11648708784181161
Chile,2014,q4,0.16578770072429505
Chile,2014,q5,0.261801396312699
Chile,2017,q1,0.0861389836795992
Chile,2017,q2,0.19054832575268643
Chile,2017,q3,0.18812567116044332
Chile,2017,q4,0.2187961876334529
Chile,2017,q5,0.3719177002414719
Chile,2021,q1,0.27174315892727147
Chile,2021,q2,0.27552109285899784
Chile,2021,q3,0.3072937185829472
Chile,2021,q4,0.298433032219055
Chile,2021,q5,0.4009311538629113
China,2011,q1,0.7125816496167503
China,2011,q2,0.7872209398716817
China,2011,q3,0.8295854368176557
China,2011,q4,0.8780763054104449
China,2011,q5,0.8577643039371683
China,2014,q1,0.2128124327781687
China,2014,q2,0.39135321382693544
China,2014,q3,0.4524110382003145
China,2014,q4,0.5271211634568096
China,2014,q5,0.46948491274227716
China,2017,q1,0.1315510225906857
China,2017,q2,0.22879728519515358
China,2017,q3,0.3671281371080511
China,2017,q4,0.5055204452897295
China,2017,q5,0.5207478559452896
China,2021,q1,0.29518055663088083
China,2021,q2,0.38559367355925506
China,2021,q3,0.46176331361633227
China,2021,q4,0.5265892543553258
China,2021,q5,0.5649303243601916
Colombia,2011,q1,0.06780119074566039
Colombia,2011,q2,0.17570454178211292
Colombia,2011,q3,0.3099543967390435
Colombia,2011,q4,0.23135270004591235
Colombia,2011,q5,0.4230544435385842
Colombia,2014,q1,0.04864849971256425
Colombia,2014,q2,0.06540045496228546
Colombia,2014,q3,0.0643811152983256
Colombia,2014,q4,0.15177895527933333
Colombia,2014,q5,0.29979814791354115
Colombia,2017,q1,0.014270973672006465
Colombia,2017,q2,0.03987199153364129
Colombia,2017,q3,0.06819891110073624
Colombia,2017,q4,0.09708416459427062
Colombia,2017,q5,0.21728129797636617
Colombia,2021,q1,0.035226347240152854
Colombia,2021,q2,0.024710144395247387
Colombia,2021,q3,0.05617086870780231
Colombia,2021,q4,0.1137702778775058
Colombia,2021,q5,0.3413749276085615
Comoros,2011,q1,0.13482829308386132
Comoros,2011,q2,0.1851387800046295
Comoros,2011,q3,0.2910381154226217
Comoros,2011,q4,0.4799645255390751
Comoros,2011,q5,0.5124729027864693
Comoros,2022,q1,0.07326323950891045
Comoros,2022,q2,0.08981303039194709
Comoros,2022,q3,0.12469390879115126
Comoros,2022,q4,0.10195437490890281
Comoros,2022,q5,0.16849204288987846
"Congo, Dem. Rep.",2011,q1,0.06896953437647686
"Congo, Dem. Rep.",2011,q2,0.011497236878174529
"Congo, Dem. Rep.",2011,q3,0.014245407375446172
"Congo, Dem. Rep.",2011,q4,0.02477794951875665
"Congo, Dem. Rep.",2011,q5,0.14426264639752445
"Congo, Dem. Rep.",2014,q1,0.014690338349392686
"Congo, Dem. Rep.",2014,q2,0.02573978075624414
"Congo, Dem. Rep.",2014,q3,0.011785208780971779
"Congo, Dem. Rep.",2014,q4,0.06319542818538197
"Congo, Dem. Rep.",2014,q5,0.12058123174593383
"Congo, Dem. Rep.",2017,q1,0.030165753647649316
"Congo, Dem. Rep.",2017,q2,0.006172471026229069
"Congo, Dem. Rep.",2017,q3,0.05323310002364983
"Congo, Dem. Rep.",2017,q4,0.03345322852962168
"Congo, Dem. Rep.",2017,q5,0.11193660069681487
"Congo, Dem. Rep.",2022,q1,0.007941438833996662
"Congo, Dem. Rep.",2022,q2,0.005929607994183742
"Congo, Dem. Rep.",2022,q3,0.03652007156677353
"Congo, Dem. Rep.",2022,q4,0.07077285488848273
"Congo, Dem. Rep.",2022,q5,0.11125906844654457
"Congo, Rep.",2011,q1,0.05955102434332436
"Congo, Rep.",2011,q2,0.08432980089101662
"Congo, Rep.",2011,q3,0.16061305471913748
"Congo, Rep.",2011,q4,0.25878880794495496
"Congo, Rep.",2011,q5,0.3486304584352329
"Congo, Rep.",2014,q1,0.03688059997822206
"Congo, Rep.",2014,q2,0.05157275362247676
"Congo, Rep.",2014,q3,0.08387027707831805
"Congo, Rep.",2014,q4,0.11655289526707877
"Congo, Rep.",2014,q5,0.20214436747604442
"Congo, Rep.",2017,q1,0.029455541169354196
"Congo, Rep.",2017,q2,0.06423748217542963
"Congo, Rep.",2017,q3,0.0622685219985406
"Congo, Rep.",2017,q4,0.0926546951987281
"Congo, Rep.",2017,q5,0.11992414707558523
"Congo, Rep.",2021,q1,0.021940170712104447
"Congo, Rep.",2021,q2,0.034176684597316646
"Congo, Rep.",2021,q3,0.01654677647008907
"Congo, Rep.",2021,q4,0.0916102120765656
"Congo, Rep.",2021,q5,0.10677400877948269
Costa Rica,2011,q1,0.276531829062831
Costa Rica,2011,q2,0.29326837629118163
Costa Rica,2011,q3,0.5238232520063052
Costa Rica,2011,q4,0.5184661775305889
Costa Rica,2011,q5,0.6108549782090633
Costa Rica,2014,q1,0.17644572591118243
Costa Rica,2014,q2,0.14464696854871312
Costa Rica,2014,q3,0.24490594533963062
Costa Rica,2014,q4,0.24892005829357325
Costa Rica,2014,q5,0.4037939898112683
Costa Rica,2017,q1,0.10118517225115436
Costa Rica,2017,q2,0.14884447841358425
Costa Rica,2017,q3,0.29472826964036863
Costa Rica,2017,q4,0.222593569923492
Costa Rica,2017,q5,0.38378699090477714
Costa Rica,2021,q1,0.1253641148307716
Costa Rica,2021,q2,0.12916275580418551
Costa Rica,2021,q3,0.15235996009782038
Costa Rica,2021,q4,0.20559585319432297
Costa Rica,2021,q5,0.4773406817669622
Cote d'Ivoire,2014,q1,0.03169979057911482
Cote d'Ivoire,2014,q2,0.0260243618443782
Cote d'Ivoire,2014,q3,0.05327878459154388
Cote d'Ivoire,2014,q4,0.10930358060651034
Cote d'Ivoire,2014,q5,0.22842502966099984
Cote d'Ivoire,2017,q1,0.03816453649000995
Cote d'Ivoire,2017,q2,0.0308395216865995
Cote d'Ivoire,2017,q3,0.05437787043463491
Cote d'Ivoire,2017,q4,0.07014547806118555
Cote d'Ivoire,2017,q5,0.12816609454345287
Cote d'Ivoire,2021,q1,0.04855594997191159
Cote d'Ivoire,2021,q2,0.01408732919079816
Cote d'Ivoire,2021,q3,0.03981894909607781
Cote d'Ivoire,2021,q4,0.03656898829124703
Cote d'Ivoire,2021,q5,0.15448523627428046
Croatia,2011,q1,0.48104126451971274
Croatia,2011,q2,0.4799630869228096
Croatia,2011,q3,0.521694212304904
Croatia,2011,q4,0.6006927009593924
Croatia,2011,q5,0.6361097881295601
Croatia,2014,q1,0.19630267243127303
Croatia,2014,q2,0.2920968527783514
Croatia,2014,q3,0.3023631008868089
Croatia,2014,q4,0.32088854970821634
Croatia,2014,q5,0.25197361240749055
Croatia,2017,q1,0.3912239673365619
Croatia,2017,q2,0.3617233447745941
Croatia,2017,q3,0.33123984631753983
Croatia,2017,q4,0.2922281710586037
Croatia,2017,q5,0.4135073308138314
Croatia,2021,q1,0.1854097407093063
Croatia,2021,q2,0.14994910411015855
Croatia,2021,q3,0.22699342689095917
Croatia,2021,q4,0.29233493303523433
Croatia,2021,q5,0.40616949318458784
Cyprus,2011,q1,0.69795621499946
Cyprus,2011,q2,0.6650961653202766
Cyprus,2011,q3,0.6516043548452767
Cyprus,2011,q4,0.7691687833780941
Cyprus,2011,q5,0.7059431108817632
Cyprus,2014,q1,0.17281728709493935
Cyprus,2014,q2,0.1390995476564863
Cyprus,2014,q3,0.1726225928188959
Cyprus,2014,q4,0.36766761282660904
Cyprus,2014,q5,0.2534291745217611
Cyprus,2017,q1,0.16773772086369854
