iso3,year,income_cat,country,liquidity_share,liquidity
BEN,2014,q3,Benin,0.6323116242329895,136.5
BEN,2014,q4,Benin,0.7575406349213424,136.5
BEN,2014,q5,Benin,0.7957894074730852,136.5
BEN,2017,q1,Benin,0.2535144228948996,145.0
BEN,2017,q2,Benin,0.3172776964276923,145.0
BEN,2017,q3,Benin,0.30834660162977484,145.0
BEN,2017,q4,Benin,0.3537143917203073,145.0
BEN,2017,q5,Benin,0.450677545353508,145.0
BEN,2021,q1,Benin,0.611009856313003,182.5
BEN,2021,q2,Benin,0.777607376229848,182.5
BEN,2021,q3,Benin,0.787859368740441,182.5
BEN,2021,q4,Benin,0.795115201642317,182.5
BEN,2021,q5,Benin,0.8451315165894203,182.5
BTN,2014,q1,Bhutan,0.856082001757964,417.5
BTN,2014,q2,Bhutan,0.9191132220418016,417.5
BTN,2014,q3,Bhutan,0.9370792195252632,417.5
BTN,2014,q4,Bhutan,0.9773102298941982,417.5
BTN,2014,q5,Bhutan,0.944037703171144,417.5
BOL,2014,q1,Bolivia,0.6974787800231824,328.0
BOL,2014,q2,Bolivia,0.8244839098092354,328.0
BOL,2014,q3,Bolivia,0.8835668438851311,328.0
BOL,2014,q4,Bolivia,0.889940209790724,328.0
BOL,2014,q5,Bolivia,0.9043805291611984,328.0
BOL,2017,q1,Bolivia,0.4629009278495792,400.0
BOL,2017,q2,Bolivia,0.6516402254648866,400.0
BOL,2017,q3,Bolivia,0.671100612911446,400.0
BOL,2017,q4,Bolivia,0.798501279242158,400.0
BOL,2017,q5,Bolivia,0.8327175847573597,400.0
BOL,2021,q1,Bolivia,0.7859555767357072,433.0
BOL,2021,q2,Bolivia,0.861221780281179,433.0
BOL,2021,q3,Bolivia,0.9327336265392179,433.0
BOL,2021,q4,Bolivia,0.9256292808908781,433.0
BOL,2021,q5,Bolivia,0.9491456312112063,433.0
BIH,2014,q1,Bosnia and Herzegovina,0.7893383411477378,562.0
BIH,2014,q2,Bosnia and Herzegovina,0.8557283171689616,562.0
BIH,2014,q3,Bosnia and Herzegovina,0.8106325989898725,562.0
BIH,2014,q4,Bosnia and Herzegovina,0.8129624468873023,562.0
BIH,2014,q5,Bosnia and Herzegovina,0.9201962146489384,562.0
BIH,2017,q1,Bosnia and Herzegovina,0.46414786724659907,673.5
BIH,2017,q2,Bosnia and Herzegovina,0.6240707113359366,673.5
BIH,2017,q3,Bosnia and Herzegovina,0.7110150338812397,673.5
BIH,2017,q4,Bosnia and Herzegovina,0.7213803196404464,673.5
BIH,2017,q5,Bosnia and Herzegovina,0.8105774085122579,673.5
BIH,2021,q1,Bosnia and Herzegovina,0.807415687590247,905.5
BIH,2021,q2,Bosnia and Herzegovina,0.8095847136073859,905.5
BIH,2021,q3,Bosnia and Herzegovina,0.7649252068133272,905.5
BIH,2021,q4,Bosnia and Herzegovina,0.8743417281627297,905.5
BIH,2021,q5,Bosnia and Herzegovina,0.9455888080280722,905.5
BWA,2014,q1,Botswana,0.6225211857813522,695.0
BWA,2014,q2,Botswana,0.6733035411643855,695.0
BWA,2014,q3,Botswana,0.7219623246639528,695.0
BWA,2014,q4,Botswana,0.852748459003916,695.0
BWA,2014,q5,Botswana,0.8310827073037266,695.0
BWA,2017,q1,Botswana,0.04793759622414852,670.5
BWA,2017,q2,Botswana,0.10611456057206957,670.5
BWA,2017,q3,Botswana,0.12060800018612627,670.5
BWA,2017,q4,Botswana,0.2580172475575165,670.5
BWA,2017,q5,Botswana,0.40910791550528175,670.5
BWA,2022,q1,Botswana,0.4971389821329113,890.0
BWA,2022,q2,Botswana,0.5885668822710448,890.0
BWA,2022,q3,Botswana,0.6968872812606155,890.0
BWA,2022,q4,Botswana,0.8011345893390922,890.0
BWA,2022,q5,Botswana,0.7111487198631867,890.0
BRA,2014,q1,Brazil,0.3418981386895688,768.5
BRA,2014,q2,Brazil,0.37551607767091455,768.5
BRA,2014,q3,Brazil,0.4904459805197032,768.5
BRA,2014,q4,Brazil,0.6131362956428396,768.5
BRA,2014,q5,Brazil,0.8072755932595941,768.5
BRA,2017,q1,Brazil,0.21975865193258393,710.5
BRA,2017,q2,Brazil,0.26919834375536617,710.5
BRA,2017,q3,Brazil,0.4316082893951453,710.5
BRA,2017,q4,Brazil,0.5575061773769854,710.5
BRA,2017,q5,Brazil,0.691676258747156,710.5
BRA,2021,q1,Brazil,0.8141072385837803,787.5
BRA,2021,q2,Brazil,0.8641675943668815,787.5
BRA,2021,q3,Brazil,0.8641525589331331,787.5
BRA,2021,q4,Brazil,0.9246863459903489,787.5
BRA,2021,q5,Brazil,0.8631072916472322,787.5
BGR,2014,q1,Bulgaria,0.5373247357941437,873.5
BGR,2014,q2,Bulgaria,0.6851959127381003,873.5
BGR,2014,q3,Bulgaria,0.7062071790870748,873.5
BGR,2014,q4,Bulgaria,0.8414387547199785,873.5
BGR,2014,q5,Bulgaria,0.9107597874279258,873.5
BGR,2017,q1,Bulgaria,0.3575459758416515,1049.5
BGR,2017,q2,Bulgaria,0.49470319304084504,1049.5
BGR,2017,q3,Bulgaria,0.6427604296629642,1049.5
BGR,2017,q4,Bulgaria,0.7157790414443362,1049.5
BGR,2017,q5,Bulgaria,0.8381762510195896,1049.5
BGR,2021,q1,Bulgaria,0.7419095942496352,1412.0
BGR,2021,q2,Bulgaria,0.7587124466139787,1412.0
BGR,2021,q3,Bulgaria,0.9136010358892387,1412.0
BGR,2021,q4,Bulgaria,0.9297989085665262,1412.0
BGR,2021,q5,Bulgaria,0.9284651147099641,1412.0
BFA,2014,q1,Burkina Faso,0.7595330175119788,78.5
BFA,2014,q2,Burkina Faso,0.6971381665915574,78.5
BFA,2014,q3,Burkina Faso,0.7876231486858115,78.5
BFA,2014,q4,Burkina Faso,0.9178716872528205,78.5
BFA,2014,q5,Burkina Faso,0.8780338425303603,78.5
BFA,2017,q1,Burkina Faso,0.34359223355581536,95.0
BFA,2017,q2,Burkina Faso,0.4145363428669683,95.0
BFA,2017,q3,Burkina Faso,0.6252302515912381,95.0
BFA,2017,q4,Burkina Faso,0.5845519285042955,95.0
BFA,2017,q5,Burkina Faso,0.6888165039511281,95.0
BFA,2021,q1,Burkina Faso,0.7236484602495578,114.5
BFA,2021,q2,Burkina Faso,0.6792503825361064,114.5
BFA,2021,q3,Burkina Faso,0.7794355919041399,114.5
BFA,2021,q4,Burkina Faso,0.7332682538925779,114.5
BFA,2021,q5,Burkina Faso,0.8953379932643365,114.5
BDI,2014,q1,Burundi,0.4926580354556272,36.5
BDI,2014,q2,Burundi,0.6130793583991917,36.5
BDI,2014,q3,Burundi,0.680400364369853,36.5
BDI,2014,q4,Burundi,0.6947625622335813,36.5
BDI,2014,q5,Burundi,0.761469183781124,36.5
KHM,2014,q1,Cambodia,0.6487633139955574,151.0
KHM,2014,q2,Cambodia,0.7052986955097507,151.0
KHM,2014,q3,Cambodia,0.7178177233521412,151.0
KHM,2014,q4,Cambodia,0.8051687869667057,151.0
KHM,2014,q5,Cambodia,0.8294946068193215,151.0
KHM,2017,q1,Cambodia,0.48235335815653413,188.5
KHM,2017,q2,Cambodia,0.5312906009432913,188.5
KHM,2017,q3,Cambodia,0.5755021012913092,188.5
KHM,2017,q4,Cambodia,0.629507886094738,188.5
KHM,2017,q5,Cambodia,0.727385362715279,188.5
KHM,2021,q1,Cambodia,0.7809506575481011,228.0
KHM,2021,q2,Cambodia,0.8330976775765342,228.0
KHM,2021,q3,Cambodia,0.8586239788775828,228.0
KHM,2021,q4,Cambodia,0.8307282511703792,228.0
KHM,2021,q5,Cambodia,0.8776720971867138,228.0
CMR,2014,q1,Cameroon,0.6796617706877353,167.0
CMR,2014,q2,Cameroon,0.737504008172389,167.0
CMR,2014,q3,Cameroon,0.8463459709646123,167.0
CMR,2014,q4,Cameroon,0.8617086397611283,167.0
CMR,2014,q5,Cameroon,0.9650115024047263,167.0
CMR,2017,q1,Cameroon,0.23825192033135784,181.0
CMR,2017,q2,Cameroon,0.2657297642350526,181.0
CMR,2017,q3,Cameroon,0.405030755294982,181.0
CMR,2017,q4,Cameroon,0.4724986056420678,181.0
CMR,2017,q5,Cameroon,0.614701784973319,181.0
CMR,2021,q1,Cameroon,0.7391869296876132,200.0
CMR,2021,q2,Cameroon,0.7679152425169882,200.0
CMR,2021,q3,Cameroon,0.7793480456069827,200.0
CMR,2021,q4,Cameroon,0.8895055952459391,200.0
CMR,2021,q5,Cameroon,0.9423507549614633,200.0
CAN,2014,q1,Canada,0.7170683154877762,2250.5
CAN,2014,q2,Canada,0.8530114416421118,2250.5
CAN,2014,q3,Canada,0.9511173897182347,2250.5
CAN,2014,q4,Canada,0.9516845569253003,2250.5
CAN,2014,q5,Canada,0.895882951916028,2250.5
CAN,2017,q1,Canada,0.5440754628158392,2385.0
CAN,2017,q2,Canada,0.8377692276597192,2385.0
CAN,2017,q3,Canada,0.8719982542946684,2385.0
CAN,2017,q4,Canada,0.9010864956958237,2385.0
CAN,2017,q5,Canada,0.8554351268708864,2385.0
CAN,2021,q1,Canada,0.8583023074413992,2765.5
CAN,2021,q2,Canada,0.9148884822816088,2765.5
CAN,2021,q3,Canada,0.9763716325732399,2765.5
CAN,2021,q4,Canada,0.9683093556618794,2765.5
CAN,2021,q5,Canada,0.9424559162488064,2765.5
CAF,2017,q1,Central African Republic,0.1278216978885742,44.0
CAF,2017,q2,Central African Republic,0.09163273321896961,44.0
CAF,2017,q3,Central African Republic,0.18513359278102,44.0
CAF,2017,q4,Central African Republic,0.28227591335053714,44.0
CAF,2017,q5,Central African Republic,0.3673418389881909,44.0
TCD,2014,q1,Chad,0.6936410773130643,80.0
TCD,2014,q2,Chad,0.6766840540458726,80.0
TCD,2014,q3,Chad,0.7172244509658052,80.0
TCD,2014,q4,Chad,0.762360767862164,80.0
TCD,2014,q5,Chad,0.806459825578377,80.0
TCD,2017,q1,Chad,0.11520443824276161,78.0
TCD,2017,q2,Chad,0.21647834031382635,78.0
TCD,2017,q3,Chad,0.22761590869988002,78.0
TCD,2017,q4,Chad,0.29287895542500997,78.0
TCD,2017,q5,Chad,0.41222151115158895,78.0
TCD,2022,q1,Chad,0.5597596864845839,82.0
TCD,2022,q2,Chad,0.6243609627347891,82.0
TCD,2022,q3,Chad,0.5580193158906829,82.0
TCD,2022,q4,Chad,0.6172444098937738,82.0
TCD,2022,q5,Chad,0.5830050315255461,82.0
CHL,2014,q1,Chile,0.4310297072978218,1088.5
CHL,2014,q2,Chile,0.4490491341535951,1088.5
CHL,2014,q3,Chile,0.5474353628764587,1088.5
CHL,2014,q4,Chile,0.6877445082915457,1088.5
CHL,2014,q5,Chile,0.7178724714269255,1088.5
CHL,2017,q1,Chile,0.21846896481012198,1179.5
CHL,2017,q2,Chile,0.323826612173597,1179.5
CHL,2017,q3,Chile,0.3795030781012011,1179.5
CHL,2017,q4,Chile,0.5131889442635316,1179.5
CHL,2017,q5,Chile,0.6863177134692161,1179.5
CHL,2021,q1,Chile,0.7733585212646578,1372.5
CHL,2021,q2,Chile,0.8156041935645209,1372.5
CHL,2021,q3,Chile,0.8413724232022077,1372.5
CHL,2021,q4,Chile,0.8476080956041473,1372.5
CHL,2021,q5,Chile,0.93218387198535,1372.5
CHN,2014,q1,China,0.6316661914186501,625.0
CHN,2014,q2,China,0.8019329758721935,625.0
CHN,2014,q3,China,0.8712997417639895,625.0
CHN,2014,q4,China,0.9169109846036372,625.0
CHN,2014,q5,China,0.9476468539740306,625.0
CHN,2017,q1,China,0.24347274239167516,711.0
CHN,2017,q2,China,0.4358285690308371,711.0
CHN,2017,q3,China,0.6344651050712719,711.0
CHN,2017,q4,China,0.7677891014674882,711.0
CHN,2017,q5,China,0.7962489207405198,711.0
CHN,2021,q1,China,0.7956155913580245,967.5
CHN,2021,q2,China,0.9027891410575036,967.5
CHN,2021,q3,China,0.9685899083031362,967.5
CHN,2021,q4,China,0.9523716110271404,967.5
CHN,2021,q5,China,0.9694683171323906,967.5
COL,2014,q1,Colombia,0.4896125152769048,650.5
COL,2014,q2,Colombia,0.5754384232966806,650.5
COL,2014,q3,Colombia,0.6821792218026461,650.5
COL,2014,q4,Colombia,0.7986993467877617,650.5
COL,2014,q5,Colombia,0.8365981442618738,650.5
COL,2017,q1,Colombia,0.12223370878167061,704.5
COL,2017,q2,Colombia,0.2655242341422788,704.5
COL,2017,q3,Colombia,0.31370369106319707,704.5
COL,2017,q4,Colombia,0.44849200256910593,704.5
COL,2017,q5,Colombia,0.6152246879523802,704.5
COL,2021,q1,Colombia,0.9225079428133331,864.0
COL,2021,q2,Colombia,0.8428892605483166,864.0
COL,2021,q3,Colombia,0.9164480984641187,864.0
COL,2021,q4,Colombia,0.9229227588154176,864.0
COL,2021,q5,Colombia,0.9216557279275087,864.0
COM,2022,q1,Comoros,0.7306358592365968,192.5
COM,2022,q2,Comoros,0.7863145131430078,192.5
COM,2022,q3,Comoros,0.7867245480875559,192.5
COM,2022,q4,Comoros,0.8211488883463429,192.5
COM,2022,q5,Comoros,0.7966728761186728,192.5
COD,2014,q1,"Congo, Dem. Rep.",0.671707967933696,37.5
COD,2014,q2,"Congo, Dem. Rep.",0.7238738239384191,37.5
COD,2014,q3,"Congo, Dem. Rep.",0.7782374702995937,37.5
COD,2014,q4,"Congo, Dem. Rep.",0.7746863221028502,37.5
COD,2014,q5,"Congo, Dem. Rep.",0.7698386407171905,37.5
COD,2017,q1,"Congo, Dem. Rep.",0.1681400840510133,49.5
COD,2017,q2,"Congo, Dem. Rep.",0.3054038772356438,49.5
COD,2017,q3,"Congo, Dem. Rep.",0.418871404840293,49.5
COD,2017,q4,"Congo, Dem. Rep.",0.38793176938804375,49.5
COD,2017,q5,"Congo, Dem. Rep.",0.6370631823558799,49.5
COD,2022,q1,"Congo, Dem. Rep.",0.6363579310157299,64.5
COD,2022,q2,"Congo, Dem. Rep.",0.7076195129339066,64.5
COD,2022,q3,"Congo, Dem. Rep.",0.6313921073384577,64.5
COD,2022,q4,"Congo, Dem. Rep.",0.7035173087586363,64.5
COD,2022,q5,"Congo, Dem. Rep.",0.8079025754142605,64.5
COG,2014,q1,"Congo, Rep.",0.6298914809619369,280.0
COG,2014,q2,"Congo, Rep.",0.5584033267337375,280.0
COG,2014,q3,"Congo, Rep.",0.6104865092246596,280.0
COG,2014,q4,"Congo, Rep.",0.738622127417742,280.0
COG,2014,q5,"Congo, Rep.",0.7974316348162184,280.0
COG,2017,q1,"Congo, Rep.",0.13329537029356867,246.0
COG,2017,q2,"Congo, Rep.",0.2597491994150588,246.0
COG,2017,q3,"Congo, Rep.",0.2865419267915151,246.0
COG,2017,q4,"Congo, Rep.",0.3212975916098216,246.0
COG,2017,q5,"Congo, Rep.",0.4303744597714076,246.0
COG,2021,q1,"Congo, Rep.",0.5590146482427235,196.0
COG,2021,q2,"Congo, Rep.",0.570935749686117,196.0
COG,2021,q3,"Congo, Rep.",0.6600540630075906,196.0
COG,2021,q4,"Congo, Rep.",0.7075764299392023,196.0
COG,2021,q5,"Congo, Rep.",0.7763477148950025,196.0
CRI,2014,q1,Costa Rica,0.4974295710372177,763.0
CRI,2014,q2,Costa Rica,0.5192234426058981,763.0
CRI,2014,q3,Costa Rica,0.5444593235074022,763.0
CRI,2014,q4,Costa Rica,0.6890473581101795,763.0
CRI,2014,q5,Costa Rica,0.8108489430946976,763.0
CRI,2017,q1,Costa Rica,0.15798713958763586,955.5
CRI,2017,q2,Costa Rica,0.3189794249488258,955.5
CRI,2017,q3,Costa Rica,0.5615609871546231,955.5
CRI,2017,q4,Costa Rica,0.4914255138214177,955.5
CRI,2017,q5,Costa Rica,0.665917737087016,955.5
CRI,2021,q1,Costa Rica,0.7528471384536234,1107.5
CRI,2021,q2,Costa Rica,0.8526242905061504,1107.5
CRI,2021,q3,Costa Rica,0.8609874269272283,1107.5
CRI,2021,q4,Costa Rica,0.90011604058926,1107.5
CRI,2021,q5,Costa Rica,0.9391027392880351,1107.5
CIV,2014,q1,Cote d'Ivoire,0.6864188218761542,209.0
CIV,2014,q2,Cote d'Ivoire,0.7529222456651301,209.0
CIV,2014,q3,Cote d'Ivoire,0.853705297634683,209.0
CIV,2014,q4,Cote d'Ivoire,0.8921451049667429,209.0
CIV,2014,q5,Cote d'Ivoire,0.8433971813637255,209.0
CIV,2017,q1,Cote d'Ivoire,0.3340200547310375,234.5
CIV,2017,q2,Cote d'Ivoire,0.41571679671691575,234.5
CIV,2017,q3,Cote d'Ivoire,0.49362442492745623,234.5
CIV,2017,q4,Cote d'Ivoire,0.5226452465683727,234.5
CIV,2017,q5,Cote d'Ivoire,0.6507346567347153,234.5
CIV,2021,q1,Cote d'Ivoire,0.8083389417540743,284.0
CIV,2021,q2,Cote d'Ivoire,0.8201751232328921,284.0
CIV,2021,q3,Cote d'Ivoire,0.845148421831421,284.0
CIV,2021,q4,Cote d'Ivoire,0.8478529037337675,284.0
CIV,2021,q5,Cote d'Ivoire,0.8779847436693625,284.0
HRV,2014,q1,Croatia,0.5667965065865678,1104.0
HRV,2014,q2,Croatia,0.6457282743916938,1104.0
HRV,2014,q3,Croatia,0.5665922206257547,1104.0
HRV,2014,q4,Croatia,0.7625769195018708,1104.0
HRV,2014,q5,Croatia,0.7560670810372256,1104.0
HRV,2017,q1,Croatia,0.34446877229547185,1360.5
HRV,2017,q2,Croatia,0.5195801512608023,1360.5
HRV,2017,q3,Croatia,0.43814362795713635,1360.5
