country,year,income_cat,NA/couldnt,savings,family_friends,work_loan,borrowing,selling_assets,other
Armenia,2017,q4,0.5005138643769377,0.03192186260932817,0.28246657099010064,0.09304219230136343,0.07965043959920023,0.0,0.012405070123069788
Armenia,2017,q5,0.4923167215399253,0.10465421752261643,0.18153112824041445,0.11412186177969796,0.08279630626876766,0.009860830485782117,0.014718934162796113
Armenia,2021,q1,0.25620503542750955,0.06426147080276447,0.4025916000624963,0.06883153375103848,0.1451230308620556,0.04695388363260475,0.016033445461530803
Armenia,2021,q2,0.17285872884532985,0.03729812251819131,0.4397649695084281,0.12231487104325062,0.171261177589132,0.020595948037198903,0.03590618245846923
Armenia,2021,q3,0.18874145322105848,0.10125798251821364,0.38533359022000435,0.1270509802843099,0.1215208346404236,0.05827088461010427,0.017824274505885713
Armenia,2021,q4,0.16583106733783226,0.07697887709885089,0.4289109900791284,0.1545199329904112,0.12299469181269025,0.03179242447713965,0.01897201620394735
Armenia,2021,q5,0.06863150847692895,0.19825576508923526,0.37729028209717624,0.1954598817801806,0.08885402993620697,0.007959363949762318,0.06354916867050964
Australia,2014,q1,0.317555084576895,0.3283227425353147,0.11940001808338918,0.12237148064571418,0.07618091646209267,0.0,0.03616975769659429
Australia,2014,q2,0.18961516050949584,0.4192323837265072,0.15836628503732794,0.057305275875680343,0.09459231623770217,0.0,0.08088857861328659
Australia,2014,q3,0.09208159416419083,0.5498463499513038,0.1951244574404436,0.028002971523261005,0.10326196626388923,0.0,0.03168266065691161
Australia,2014,q4,0.06357227449165467,0.6921944420976112,0.020457669644675124,0.06395546846358394,0.1510169582284457,0.0,0.008803187074029403
Australia,2014,q5,0.07009184763150612,0.638874544896914,0.07922220594770046,0.1292398148600957,0.059887460341667496,0.0,0.022684126322116287
Australia,2017,q1,0.3984358000077858,0.26084976547935457,0.17365238216472695,0.08559016220122644,0.07309216433272568,0.0083797258141806,0.0
Australia,2017,q2,0.24464540113145847,0.49956790373783494,0.060662135879305246,0.10422191837991394,0.0788814099966344,0.012021230874852944,0.0
Australia,2017,q3,0.18582460268852208,0.585723478747359,0.029882571829707463,0.096813611314554,0.07538119715186735,0.01949079383915982,0.006883744428830264
Australia,2017,q4,0.13469080867767808,0.6037271185228917,0.05810058849165035,0.07675574939302696,0.10743055352403916,0.018017551686643703,0.0012776297040699755
Australia,2017,q5,0.10249910737944723,0.6546024441953502,0.037260264690524285,0.1433742702659313,0.05329679765129274,0.00669437186159253,0.0022727439558617403
Australia,2021,q1,0.07945311228217593,0.437338146222383,0.14222840428300434,0.07523179413462884,0.09104620185923817,0.10413481455965036,0.07056752665891937
Australia,2021,q2,0.038152986730483014,0.684312126191724,0.07646944459576238,0.06997142716735227,0.04970672564146483,0.03606076573239261,0.04532652394082087
Australia,2021,q3,0.005584986370938239,0.6204255282723418,0.07426908268315097,0.13119825886800296,0.10565352117671001,0.027634915395327645,0.03523370723352847
Australia,2021,q4,0.024014026624180267,0.7298732912224881,0.05760311759202491,0.05521125891716806,0.05118325045291458,0.03706253331323949,0.04505252187798441
Australia,2021,q5,0.016198787146777607,0.7892996699365754,0.030960563868417484,0.10284527730599478,0.013780153443762015,0.005091452631050616,0.041824095667422005
Austria,2014,q1,0.23667551244251148,0.3860941164640121,0.17875287823003946,0.13037293659981267,0.037229187352682026,0.027266536298895857,0.003608832612046373
Austria,2014,q2,0.13752357312988367,0.5230368746323836,0.24101158733226252,0.06684631172814297,0.028766641402741586,0.0,0.00281501177458576
Austria,2014,q3,0.10044717697121436,0.5838601978203222,0.16214578218808348,0.07769239717446641,0.0605018687271251,0.0,0.015352577118788586
Austria,2014,q4,0.09491352945731177,0.5957078194699119,0.13501149981817193,0.11832566906263883,0.052338994687212544,0.0,0.003702487504753
Austria,2014,q5,0.09359488604915213,0.6502549371414614,0.12673945480548712,0.11051536203549332,0.009751584036480864,0.0,0.009143775931925105
Austria,2017,q1,0.4370820744574036,0.19759100980619743,0.2010698823053221,0.05585271364844732,0.0698073977613042,0.01682521076058912,0.021771711260736248
Austria,2017,q2,0.2829099341351738,0.3202370289786258,0.2130080031633615,0.075316009356101,0.08141935244122327,0.0024956644275365165,0.024614007497978103
Austria,2017,q3,0.2586674607612887,0.40578451267839566,0.16528263073955993,0.06484030711221674,0.10122620315137731,0.004198885557161658,0.0
Austria,2017,q4,0.172143931851345,0.5711219135583278,0.13080104041650564,0.06445588935173284,0.045000975643897254,0.004650040948270399,0.011826208229921075
Austria,2017,q5,0.10434103545217968,0.6217595377127171,0.09927595815828451,0.11404063970699653,0.04173789125778466,0.0016304044170927904,0.0172145332949448
Austria,2021,q1,0.10597653878628398,0.5383617319866371,0.16508303812891575,0.09738005369329451,0.05984520006119063,0.008410734543880888,0.02494270279979707
Austria,2021,q2,0.04314947603991844,0.5835786466852815,0.16576925451273578,0.1077699078669992,0.05528546807368931,0.01770721727644719,0.026740029544928656
Austria,2021,q3,0.04419957906178413,0.6184540170844874,0.12179358373060521,0.08259366556294251,0.10141911409369414,0.008013314038339416,0.02352672642814722
Austria,2021,q4,0.06352403991353307,0.5967434498769608,0.1463000365193573,0.08070291137518902,0.057647428494704604,0.01716673649935603,0.03791539732089924
Austria,2021,q5,0.06544070802365812,0.5766959038911474,0.10687215952558485,0.07454327931139537,0.08952207213969898,0.03310046440975021,0.05382541269876504
Azerbaijan,2014,q1,0.3591018054988744,0.14287187712162594,0.4770731134933758,0.01251413179712157,0.0017131122227373634,0.006725959866264909,0.0
Azerbaijan,2014,q2,0.252423895870044,0.10955611164800447,0.5116125960168864,0.0861373480922569,0.03148590611080981,0.005119637716100511,0.003664504545897968
Azerbaijan,2014,q3,0.2602731528093294,0.150384168591974,0.4928289728074984,0.06714933849610576,0.011231450265988744,0.015287751005877976,0.0028451660232256927
Azerbaijan,2014,q4,0.17063022495627417,0.1495824157280432,0.5624498297670709,0.06926385796832805,0.02418065731168104,0.0049367507005443284,0.01895626356805833
Azerbaijan,2014,q5,0.20750419399263625,0.184885938255492,0.504860044512353,0.0757810971926616,0.0203558588087512,0.004323707219031926,0.002289160019074058
Azerbaijan,2017,q1,0.7047975796028385,0.015563810293416561,0.23085226245430168,0.011519519831621201,0.0,0.017668345417282537,0.019598482400539404
Azerbaijan,2017,q2,0.6150791522378755,0.0014682065386023067,0.31862633553031816,0.019449809676597478,0.028601624794607778,0.004309065891233086,0.012465805330765802
Azerbaijan,2017,q3,0.5742521515552108,0.014358592375565289,0.33306268550365464,0.03258765886435145,0.04573891170121779,0.0,0.0
Azerbaijan,2017,q4,0.5544271924761285,0.04486354645721687,0.30187706472701437,0.05306398034576013,0.039345416527923054,0.0,0.006422799465957097
Azerbaijan,2017,q5,0.37538353510081324,0.1322503081377744,0.26788904237279193,0.1606113927074158,0.052346531234877994,0.0,0.011519190446326513
Azerbaijan,2022,q1,0.3764183109637173,0.039534884878595467,0.40771429584512675,0.04166770181214322,0.07659616843240859,0.04246939761613858,0.01559924045187013
Azerbaijan,2022,q2,0.33106385047044284,0.046133344477792194,0.37088482153695207,0.13319592511090983,0.07523807778462815,0.027324395474930905,0.01615958514434391
Azerbaijan,2022,q3,0.2161315842712985,0.11133762292054808,0.43718366929544666,0.12657366848846852,0.08470709466054954,0.017365443866092005,0.006700916497596786
Azerbaijan,2022,q4,0.1648271281152,0.0874932182080065,0.5782152744673058,0.10865552530990107,0.029108305244254933,0.009985011292727117,0.021715537362604505
Azerbaijan,2022,q5,0.18759668035211227,0.10235938285337218,0.42964931230849285,0.1784629607351674,0.07417309147511213,0.013476282258253118,0.014282290017490023
Bahrain,2014,q1,0.4346442714481829,0.10538337632134999,0.2668422999356054,0.13505563510675286,0.0014864099462259144,0.009089675396391208,0.047498331845491744
Bahrain,2014,q2,0.3046120542867578,0.133221978292748,0.2941231358429845,0.19364171136629668,0.006560960931006923,0.009613333782696788,0.05822682549750927
Bahrain,2014,q3,0.2858988039181603,0.15499055351865715,0.22872812583819757,0.2504905211929381,0.01719200189845691,0.004727231521063122,0.05797276211252683
Bahrain,2014,q4,0.17558005876554783,0.18672298772669427,0.27775633413604356,0.2875168030586829,0.025248057921217763,0.0,0.047175758391813774
Bahrain,2014,q5,0.0949754708413695,0.3381566720103613,0.24126634908977423,0.26558536064492166,0.037363785282954316,0.0,0.022652362130618987
Bahrain,2017,q1,0.5936660030908063,0.08788903862825338,0.1913378882016222,0.10915650734140421,0.010548592551308337,0.006495495826643755,0.0009064743599619401
Bahrain,2017,q2,0.5999464675485698,0.09979309201520212,0.16518326439236813,0.09412486294606394,0.030650125307443203,0.0044536735345549455,0.005848514255797927
Bahrain,2017,q3,0.42079889715963065,0.1738202005162124,0.2148342417012314,0.13358609709693445,0.04743682173155325,0.005528798815758854,0.00399494297867907
Bahrain,2017,q4,0.34559958227985516,0.1978190202442965,0.25193602188036995,0.1644532512272576,0.0281849238213076,0.000901289535351704,0.011105911011561486
Bahrain,2017,q5,0.29402173795769965,0.2805241259793142,0.1363276548552721,0.23684382703860388,0.038092157337485666,0.002127870345358434,0.012062626486266076
Bangladesh,2014,q1,0.4454738906125725,0.04642567002363101,0.4006397562834006,0.05967521437212545,0.0,0.007259296987280323,0.04052617172099006
Bangladesh,2014,q2,0.35858860272921855,0.034202681211937015,0.43061507146707567,0.12185367796004344,0.004783937312265948,0.007001079886152083,0.04295494943330724
Bangladesh,2014,q3,0.28064586815692566,0.05434492168071221,0.47341915823408337,0.15107837353188394,0.011649951481940398,0.0,0.02886172691445435
Bangladesh,2014,q4,0.22626306613165306,0.07909604155380101,0.5019325581653745,0.13848389964007157,0.0,0.010604762562589836,0.04361967194651001
Bangladesh,2014,q5,0.08929534534067658,0.16982605662944933,0.5841981336123142,0.12893168377769015,0.0038584595232399846,0.0,0.023890321116629712
Bangladesh,2017,q1,0.5760758954649384,0.03008334238529164,0.19957920673758198,0.1523287296253732,0.024996655851028303,0.016936169935786526,0.0
Bangladesh,2017,q2,0.43847515618489274,0.030092929098474285,0.3544205874721988,0.1451323606463265,0.01963404055200164,0.012244926046105978,0.0
Bangladesh,2017,q3,0.3797718049997308,0.01691110216037928,0.3411887417623671,0.20761945734648699,0.03569443123856062,0.01881446249247529,0.0
Bangladesh,2017,q4,0.1943611535338711,0.1294099559855285,0.3649035008157227,0.2581529638831885,0.0068721894773252305,0.0398785227265457,0.006421713577818274
Bangladesh,2017,q5,0.20687846982770838,0.09040214070186367,0.4097123197033743,0.26669418377310006,0.004414473747929962,0.012859350730120697,0.009039061515902969
Bangladesh,2021,q1,0.1625173246298421,0.01910193141311038,0.35889102299956854,0.31114725055435744,0.08501541209897674,0.0409791446189627,0.022347913685182054
Bangladesh,2021,q2,0.1238126006501537,0.0,0.3788703537235939,0.35235009523653343,0.08489110223135438,0.04999808950212577,0.010077758656238923
Bangladesh,2021,q3,0.1462180810280237,0.01351678155731298,0.34175866606365723,0.3616201253832898,0.06088330595417458,0.06442515854735527,0.011577881466186423
Bangladesh,2021,q4,0.05066560076461663,0.02677379489193267,0.5141334273668425,0.3117031181709967,0.05479624975288617,0.03237815872951745,0.009549650323207814
Bangladesh,2021,q5,0.10499442155737022,0.08257035850101199,0.30565581267151976,0.3869104249666419,0.054867469151218054,0.028107837074794237,0.036893676077443815
Belarus,2014,q1,0.2637060902912542,0.17955584412444373,0.3788153507224534,0.14997290478604694,0.02182495247605284,0.0024499430398995667,0.0036749145598493523
Belarus,2014,q2,0.09262551374715032,0.20536184999870644,0.5031582248114568,0.16358626585233738,0.012403116203037782,0.0,0.022865029387311372
Belarus,2014,q3,0.14502943197584728,0.28575462029573884,0.41815298495232034,0.14779504818399325,0.0,0.0,0.0032679145921003004
Belarus,2014,q4,0.16117218877920658,0.2929840218356719,0.39125030750557244,0.1512342090063988,0.0,0.0,0.0033592728731502404
Belarus,2014,q5,0.09244803574826198,0.2517191710999491,0.36110313088468093,0.24829365671919348,0.03299921161215137,0.0,0.01343679393576305
Belarus,2017,q1,0.5193696881774149,0.0624990801249579,0.3118409776918316,0.06737542940957185,0.028495897527268513,0.006438856518315416,0.003980070550639884
Belarus,2017,q2,0.37842382945653286,0.13860822604719014,0.3646214446081704,0.07877063458195645,0.0362204902738938,0.0,0.0033553750322563186
Belarus,2017,q3,0.3974176136253891,0.20343476766742072,0.2675707144700048,0.08008140296889708,0.051495501268288314,0.0,0.0
Belarus,2017,q4,0.2998587500548302,0.19872528029254244,0.32814824989335695,0.1035312288901064,0.061818074523103256,0.006308183753029554,0.0016102325930312615
Belarus,2017,q5,0.22587753472385988,0.32714793576937384,0.26704413271992755,0.15466857611359267,0.021920770150807838,0.0016500174757091343,0.001691033046729029
Belgium,2014,q1,0.34320039145586306,0.27594354785698133,0.14412232736379335,0.17365663156856032,0.04214864401269757,0.0,0.020928457742104372
Belgium,2014,q2,0.27198465033073427,0.38387838611385044,0.1751938693666714,0.10518243161164859,0.05222008376610162,0.0,0.011540578810993709
Belgium,2014,q3,0.24556231126308356,0.41063541455423647,0.15509632984130892,0.13705032394846386,0.032332497050727424,0.0,0.01932312334217981
Belgium,2014,q4,0.2111687559748928,0.5480417592991335,0.051922113622544654,0.10580689107984352,0.02255927948600267,0.0,0.060501200537582955
Belgium,2014,q5,0.10387454079463806,0.6031002466983535,0.09792826642341088,0.10161928532095245,0.0508567250472504,0.0,0.04262093571539477
Belgium,2017,q1,0.5069908654151597,0.26949805683043143,0.1341552967650191,0.03792213108740597,0.02789747038798792,0.023536179513995892,0.0
Belgium,2017,q2,0.4479096963092157,0.41389505704623164,0.05576184622480101,0.042529593811769954,0.02171009055845199,0.0,0.018193716049529678
Belgium,2017,q3,0.26668410568412065,0.47653617727452124,0.11066873624750159,0.09027140831107067,0.03792633976669608,0.008501175924432457,0.009412056791657266
Belgium,2017,q4,0.24193858196123497,0.5541235702579711,0.08725732300225665,0.05825363279787365,0.03630291783140211,0.013192782690007275,0.008931191459254265
Belgium,2017,q5,0.12407021364790305,0.6701866163246324,0.061195046880658514,0.09866801918032696,0.03423808532343783,0.0015993385096130552,0.010042680133428124
Belgium,2021,q1,0.03642225331200797,0.34095051593496717,0.24897950837242558,0.15701781096060832,0.14025884590481266,0.0,0.0763710655151783
Belgium,2021,q2,0.060205766643226986,0.5215058832684221,0.12042400385638015,0.10504274402473772,0.10641147178875368,0.022310245934257927,0.06409988448422148
Belgium,2021,q3,0.04164196029410591,0.5809366273386611,0.1543423948393441,0.141728458657464,0.02586662140925425,0.013126453342209066,0.042357484118961564
Belgium,2021,q4,0.027593889923498163,0.6338064041542536,0.13162197506816567,0.10813932926388242,0.05653030982535383,0.01623950501817598,0.026068586746670192
Belgium,2021,q5,0.024102126472687828,0.6425875124451986,0.08336889840783927,0.1902168997827785,0.033962526885357947,0.0,0.025762036006137842
Belize,2014,q1,0.3592801473330387,0.15434875236427517,0.35280220399988615,0.08220113827121721,0.009964181365754471,0.03011180296774706,0.01129177369808111
Belize,2014,q2,0.40915304549698384,0.13304397917130723,0.32821485516935855,0.06743367398393442,0.01589175728915579,0.04626268888926022,0.0
Belize,2014,q3,0.20308624409618548,0.10943755343230893,0.4433291143834538,0.18362130951699915,0.014960624929224831,0.013189839607822954,0.032375314034004815
Belize,2014,q4,0.18900365274405673,0.1949582223079398,0.4256256862005578,0.10517253647990177,0.022533789173175674,0.029843456311767914,0.03286265678260038
Belize,2014,q5,0.1355271041977383,0.3478103724684757,0.3493785555724273,0.13691740813456812,0.011787265596471069,0.01857929403031943,0.0
Benin,2014,q1,0.508490611151956,0.08432408923082234,0.14981971971172733,0.19665538929219334,0.008986568128937986,0.011982090838583963,0.03974153164577906
Benin,2014,q2,0.389136571298799,0.25122181936005933,0.13391090324348762,0.13799564077587823,0.009209723824917861,0.0,0.07852534149685782
Benin,2014,q3,0.3384159635825092,0.2389174427093933,0.12718723844698435,0.18573627162031703,0.011841302055613744,0.029272412184501245,0.06862936940068104
Benin,2014,q4,0.23719818460621614,0.3646126127887615,0.1791748220703962,0.1660900705585342,0.006605523989416911,0.005261180472441306,0.04105760551423367
Benin,2014,q5,0.20086350460062866,0.3684018571403678,0.2557964457114475,0.12170808030192576,0.02053583653288307,0.003347087926286129,0.02934718778646098
Benin,2017,q1,0.7035590542722246,0.06619930305894357,0.042432842917409834,0.08759969010770917,0.031808609123787,0.042926522832875846,0.025473977687050002
Benin,2017,q2,0.6382547714429561,0.044002075088890764,0.0818802479463141,0.1696028903669546,0.006068403933540422,0.04446753212935166,0.01572407909199239
Benin,2017,q3,0.6076276229113967,0.05133918092529953,0.04802847568126166,0.15067554472619107,0.046213152229878825,0.08402577545882854,0.012090248067143717
Benin,2017,q4,0.5598913797848817,0.15291260227560913,0.03242891977745869,0.15570925227886195,0.012663617388377563,0.086394228494811,0.0
Benin,2017,q5,0.4765410549443856,0.1368216198926899,0.08263438591773395,0.2237648016011431,0.007456737941941107,0.07278139970210636,0.0
Benin,2021,q1,0.2322913797646112,0.09383443124795844,0.2665733572571454,0.1716058048981487,0.06198818779043817,0.15669876392238583,0.01700807511931225
Benin,2021,q2,0.14471228007358097,0.1453766765239494,0.295542749519657,0.24679522906906726,0.0647214116651188,0.07768034369657097,0.025171309452055615
Benin,2021,q3,0.1246585556376785,0.170381604652955,0.27740528398229064,0.20599368351838013,0.1323191413876222,0.08748207562188047,0.001759655199193055
